"{""chat"": [{""sex"": ""1"", ""content"": ""我们能够认识也算一种缘分吧""}, {""sex"": ""2"", ""content"": ""认识是一种缘分，但可能不适合""}, {""sex"": ""1"", ""content"": ""没事，适合不适合我们试试才知道啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在公司""}, {""sex"": ""1"", ""content"": ""那看来得需要我的专门接送了。""}, {""sex"": ""1"", ""content"": ""那正好下班的时候有个事约一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""影响我学习""}, {""sex"": ""1"", ""content"": ""我真的影响到你了吗？如果是这样，那我就只好忍住不给你发消息了""}, {""sex"": ""1"", ""content"": ""我们一起学习就不会影响你学习了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大笑大笑""}, {""sex"": ""1"", ""content"": ""笑点低的人，幸运都会伴随。""}, {""sex"": ""1"", ""content"": ""爱笑的人运气都很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你人在哪""}, {""sex"": ""1"", ""content"": ""我在你心里啊，你没有感受到吗？""}, {""sex"": ""1"", ""content"": ""怎么，你是想来找我玩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心就好啊""}, {""sex"": ""1"", ""content"": ""我一点都不开心了。""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""因为你都开始不开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我滚""}, {""sex"": ""1"", ""content"": ""别滚远了，滚到我身边来就好。""}, {""sex"": ""1"", ""content"": ""你身上没几两肉，滚不动的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你买东西""}, {""sex"": ""1"", ""content"": ""哇，要给我什么惊喜呀。""}, {""sex"": ""1"", ""content"": ""只要有你在就好啦，其他什么东西都不重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做什么啊""}, {""sex"": ""1"", ""content"": ""我在做怎么让你喜欢我。""}, {""sex"": ""1"", ""content"": ""我正在认真的和你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多少岁呀""}, {""sex"": ""1"", ""content"": ""我今年三岁啦，我还会唱歌给你听哦。""}, {""sex"": ""1"", ""content"": ""已经是可以跟你谈恋爱的年纪了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱歉了""}, {""sex"": ""1"", ""content"": ""我不接受口头上的道歉，我只接受肉偿""}, {""sex"": ""1"", ""content"": ""抱歉有用的话，要警察干什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点吃饭吧""}, {""sex"": ""1"", ""content"": ""这个点吃也太早了吧。""}, {""sex"": ""1"", ""content"": ""好啊，那我们现在去吃饭吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱俩有代沟""}, {""sex"": ""1"", ""content"": ""搞我和你年龄差很多似得。""}, {""sex"": ""1"", ""content"": ""我腿长可以跨过去的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节快乐 !  !""}, {""sex"": ""1"", ""content"": ""圣诞快乐！我是白胡子老头，快开门，我送礼物来了哟~""}, {""sex"": ""1"", ""content"": ""没有你在我身边，我并不是很快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪位。""}, {""sex"": ""1"", ""content"": ""你知不知道我为什么会加你？""}, {""sex"": ""1"", ""content"": ""这个问题，你真的不知道答案吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢小动物""}, {""sex"": ""1"", ""content"": ""其实我更加喜欢你多一点。""}, {""sex"": ""1"", ""content"": ""我想小动物也一样喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换位思考""}, {""sex"": ""1"", ""content"": ""我们一起思考我们 以后的人生吧""}, {""sex"": ""1"", ""content"": ""我喜欢你换位就是你喜欢我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套路都是套路""}, {""sex"": ""1"", ""content"": ""少一些套路，多一些真诚啊。""}, {""sex"": ""1"", ""content"": ""自古深情留不住，只有套路得人心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[呆]""}, {""sex"": ""1"", ""content"": ""你呆萌呆萌的样子实在是太可爱了。""}, {""sex"": ""1"", ""content"": ""被我的帅气迷人惊呆了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上语录""}, {""sex"": ""1"", ""content"": ""早上好！今天的太阳帮我跟你说早安了吗""}, {""sex"": ""1"", ""content"": ""早安！小仙女今天的精神好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约吃饭""}, {""sex"": ""1"", ""content"": ""美女约我吃饭，我肯定约的啦""}, {""sex"": ""1"", ""content"": ""只是吃饭而已嘛？""}, {""sex"": ""1"", ""content"": ""吃饭看电影不是连在一起的吗""}, {""sex"": ""1"", ""content"": ""收回去，这得我来！""}, {""sex"": ""1"", ""content"": ""约我吃饭的人多了，领个号排队去吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能没空""}, {""sex"": ""1"", ""content"": ""我有，我的空分你。""}, {""sex"": ""1"", ""content"": ""那我只好下次再约你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""口渴了""}, {""sex"": ""1"", ""content"": ""想喝水吗？要不要我亲口喂你？""}, {""sex"": ""1"", ""content"": ""我也渴了，渴望你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好喝啊""}, {""sex"": ""1"", ""content"": ""喝一口难道有啥不好的吗？""}, {""sex"": ""1"", ""content"": ""那我想喝一喝试试看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""技术不好""}, {""sex"": ""1"", ""content"": ""技术是需要练的，多练练就好啦""}, {""sex"": ""1"", ""content"": ""没事，你现在已经很优秀啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会讲""}, {""sex"": ""1"", ""content"": ""没事，慢慢讲，不用紧张""}, {""sex"": ""1"", ""content"": ""看来你要多跟我说说话以后才不会出现这种情况呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怎么了解""}, {""sex"": ""1"", ""content"": ""那你想了解吗？""}, {""sex"": ""1"", ""content"": ""没关系，你不了解的事情都可以问我，我都会告诉你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安早安啊""}, {""sex"": ""1"", ""content"": ""早早早！有你的问候真的是神清气爽""}, {""sex"": ""1"", ""content"": ""哇，小仙女起得跟我一样早呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起挺早啊""}, {""sex"": ""1"", ""content"": ""起得早不如起的巧啊。""}, {""sex"": ""1"", ""content"": ""早点起床才会有更多的时间用来和你偶遇啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又没有见过你""}, {""sex"": ""1"", ""content"": ""见没见过我很重要吗？我们聊得来就够了。""}, {""sex"": ""1"", ""content"": ""看来我们是时候见一面了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课呀""}, {""sex"": ""1"", ""content"": ""好好学习天天向上。向你致敬!""}, {""sex"": ""1"", ""content"": ""你上课的动力是上课前的点名吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息晚安""}, {""sex"": ""1"", ""content"": ""你不在我身边我怎么休息""}, {""sex"": ""1"", ""content"": ""好的，早点去梦里找你咯""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么感觉了""}, {""sex"": ""1"", ""content"": ""感觉是可以培养的，我们再培养一个就好。""}, {""sex"": ""1"", ""content"": ""你想要的感觉太多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪都不漂亮""}, {""sex"": ""1"", ""content"": ""那我怎么会喜欢上你呢。""}, {""sex"": ""1"", ""content"": ""没错，你就只是哪都好看而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚我都睡着了""}, {""sex"": ""1"", ""content"": ""那么早睡的吗，是不是昨天太累了。""}, {""sex"": ""1"", ""content"": ""我都还没跟你说晚安你就睡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡的挺晚""}, {""sex"": ""1"", ""content"": ""睡得这么晚是准备开始当秃头小宝贝了？""}, {""sex"": ""1"", ""content"": ""是没有我的大晚安就开始晚睡了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不上班？？""}, {""sex"": ""1"", ""content"": ""上班也能有时间来找你聊天啊。""}, {""sex"": ""1"", ""content"": ""我不上班，你养我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以做朋友呀""}, {""sex"": ""1"", ""content"": ""可你知道的，我不止想做你的朋友。""}, {""sex"": ""1"", ""content"": ""好，那我们就先从做朋友开始吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我？""}, {""sex"": ""1"", ""content"": ""你这么好看为什么不知道呢。""}, {""sex"": ""1"", ""content"": ""未来女朋友，不知道都难啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还不知道你名字呢""}, {""sex"": ""1"", ""content"": ""等过段时间你就会知道了。""}, {""sex"": ""1"", ""content"": ""名字什么的不重要。重要的是我现在要认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己会照顾好自己的""}, {""sex"": ""1"", ""content"": ""可是我不放心啊。""}, {""sex"": ""1"", ""content"": ""那你什么时候来照顾下我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么好想的""}, {""sex"": ""1"", ""content"": ""想我的话，就奖励你小熊饼干不二家棒棒糖……""}, {""sex"": ""1"", ""content"": ""确实没什么好想的，毕竟以后我会天天在你面前转悠。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么想说的""}, {""sex"": ""1"", ""content"": ""想说的太多了，你先让我慢慢说。""}, {""sex"": ""1"", ""content"": ""没有，因为我都是用实际行动的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本人吗""}, {""sex"": ""1"", ""content"": ""是啊，如假包换的本人。""}, {""sex"": ""1"", ""content"": ""你这是怀疑我吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会揍你的""}, {""sex"": ""1"", ""content"": ""打是亲，骂是爱。""}, {""sex"": ""1"", ""content"": ""老公不就是有事没事被老婆揍的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会说嘛""}, {""sex"": ""1"", ""content"": ""遇到该说的人就是这样。""}, {""sex"": ""1"", ""content"": ""我只是在说给我的老婆听而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你乱说话""}, {""sex"": ""1"", ""content"": ""我只是在说喜欢你而已。""}, {""sex"": ""1"", ""content"": ""我这么认真怎么会乱说话呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会说的呀""}, {""sex"": ""1"", ""content"": ""只是在你面前会说而已。""}, {""sex"": ""1"", ""content"": ""我要是不会说岂不是会被你嫌弃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""确实好看""}, {""sex"": ""1"", ""content"": ""这么好看的已经不多了。""}, {""sex"": ""1"", ""content"": ""那也没有你来的好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有多坏""}, {""sex"": ""1"", ""content"": ""坏坏的能让你喜欢我。""}, {""sex"": ""1"", ""content"": ""你来体验一下，不就知道我有多坏吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥哦""}, {""sex"": ""1"", ""content"": ""就我喜欢你啊，你看着办。""}, {""sex"": ""1"", ""content"": ""啥也不是，我只是一个默默喜欢着你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥子？""}, {""sex"": ""1"", ""content"": ""就是，就是我喜欢上你了。""}, {""sex"": ""1"", ""content"": ""明知故问，还装不知道""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还记得我长什么样吗""}, {""sex"": ""1"", ""content"": ""记得啊，我为什么不记得你长什么模样啊。""}, {""sex"": ""1"", ""content"": ""长得这么好看，我怎么会忘呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候来""}, {""sex"": ""1"", ""content"": ""那得看你想我什么时候来找我。""}, {""sex"": ""1"", ""content"": ""我已经来了，你啥时候到呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也没看到你""}, {""sex"": ""1"", ""content"": ""我在你心上蹦跶，你居然没看到我""}, {""sex"": ""1"", ""content"": ""那你想不想看到我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在睡觉？""}, {""sex"": ""1"", ""content"": ""是啊，刚睡醒，整个人还迷迷糊糊的""}, {""sex"": ""1"", ""content"": ""没有呀，这个点怎么可能在睡觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发来看看""}, {""sex"": ""1"", ""content"": ""给你看看你未来男朋友帅不帅。""}, {""sex"": ""1"", ""content"": ""你看了要是被迷住了咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里的呢""}, {""sex"": ""1"", ""content"": ""这么想着知道以后要嫁到哪里吗。""}, {""sex"": ""1"", ""content"": ""地球中国村，村民。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去干嘛了""}, {""sex"": ""1"", ""content"": ""还能干嘛啊，想你呗。""}, {""sex"": ""1"", ""content"": ""刚刚从健身房出来，出了一身臭汗，感觉爽多了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欢迎你来到我的世界""}, {""sex"": ""1"", ""content"": ""以后这个世界能对我开放吗？""}, {""sex"": ""1"", ""content"": ""在这个世界待着不走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们是不是见过""}, {""sex"": ""1"", ""content"": ""梦里见过呀。""}, {""sex"": ""1"", ""content"": ""上辈子天天见，这辈子也要见啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想表达什么意思？""}, {""sex"": ""1"", ""content"": ""我这么明显的喜欢你，还不清楚？""}, {""sex"": ""1"", ""content"": ""你猜，猜对了我就告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""永远幸福""}, {""sex"": ""1"", ""content"": ""希望这个幸福都是与你相关。""}, {""sex"": ""1"", ""content"": ""一想到有你的幸福，我就很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备洗脸了""}, {""sex"": ""1"", ""content"": ""你准备给我看素颜的你吗！""}, {""sex"": ""1"", ""content"": ""我突然有点期待洗完脸后的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不怕我是骗子吗""}, {""sex"": ""1"", ""content"": ""或许是，但是我还是选择相信了。""}, {""sex"": ""1"", ""content"": ""我相信这个世界还是好人比较多的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错的""}, {""sex"": ""1"", ""content"": ""知道是错的纠正过来就好啦""}, {""sex"": ""1"", ""content"": ""犯错了才会知道什么是正确的，所以不要担心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很感兴趣""}, {""sex"": ""1"", ""content"": ""其实我对你也很感兴趣的。""}, {""sex"": ""1"", ""content"": ""兴趣始于你，止于你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""未来几十年都在""}, {""sex"": ""1"", ""content"": ""如果这几十年都在我身边就好了。""}, {""sex"": ""1"", ""content"": ""在就好，我担心突然找不到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱着睡觉""}, {""sex"": ""1"", ""content"": ""要是抱着你睡觉，我肯定能睡得很香。""}, {""sex"": ""1"", ""content"": ""能被你抱着睡觉肯定是一件很幸福的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚做噩梦了""}, {""sex"": ""1"", ""content"": ""没有我在的梦皆是噩梦。""}, {""sex"": ""1"", ""content"": ""摸摸头，小仙女梦到什么不好的事了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[偷笑][捂脸]""}, {""sex"": ""1"", ""content"": ""想笑就笑呗，别捂着脸啊！""}, {""sex"": ""1"", ""content"": ""笑的这么好看，捂起来干嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好累哦""}, {""sex"": ""1"", ""content"": ""要是在你身边就好了，你可以在我的怀抱里休息。""}, {""sex"": ""1"", ""content"": ""心疼我的小仙女，累了就早点休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""小夜猫""}, {""sex"": ""2"", ""content"": ""hi ""}, {""sex"": ""1"", ""content"": ""刚吃了火锅，馋一下你（附火锅照片）""}, {""sex"": ""2"", ""content"": ""看着太爽了""}, {""sex"": ""1"", ""content"": ""我是没有火锅串串就没法活星人""}, {""sex"": ""2"", ""content"": ""我也爱吃火锅""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去洗头啦""}, {""sex"": ""1"", ""content"": ""洗完头就是清爽的小仙女啦""}, {""sex"": ""1"", ""content"": ""好，那我等你，一会帮你擦头发""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来做饭""}, {""sex"": ""1"", ""content"": ""会做饭的女孩子也太厉害了""}, {""sex"": ""1"", ""content"": ""哇，小仙女好贤惠啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做个快乐的女孩""}, {""sex"": ""1"", ""content"": ""希望你的快乐我都能参与。""}, {""sex"": ""1"", ""content"": ""爱笑的女孩运气都不会差。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都没意思""}, {""sex"": ""1"", ""content"": ""以后总是会有意思的不是吗！""}, {""sex"": ""1"", ""content"": ""那你觉得什么才是最有意思的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又没说你骗我""}, {""sex"": ""1"", ""content"": ""骗你是不可能的，这辈子都不可能""}, {""sex"": ""1"", ""content"": ""因为骗你的人都没有好结果啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸赞名字""}, {""sex"": ""1"", ""content"": ""你父母的文学语言功底真不错！""}, {""sex"": ""1"", ""content"": ""从你身上可以看出，名字对于一个人真的很重要，起得好了，人的气质也就向着这个名字的意蕴发展了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问我名字""}, {""sex"": ""1"", ""content"": ""我总得知道我未来女朋友的名字吧。""}, {""sex"": ""1"", ""content"": ""请问姑娘芳名""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你名字真好听""}, {""sex"": ""1"", ""content"": ""名字再好听也只是遇见你代号。""}, {""sex"": ""1"", ""content"": ""再好听的名字配得上你才是个好名字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么认识？""}, {""sex"": ""1"", ""content"": ""你开始介绍你自己我们就认识了。""}, {""sex"": ""1"", ""content"": ""从遇见你的第一秒开始我们就算认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没注意""}, {""sex"": ""1"", ""content"": ""你一点都不关心我，我好难过。""}, {""sex"": ""1"", ""content"": ""那你现在开始注意注意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没洗脸呢""}, {""sex"": ""1"", ""content"": ""那你准备什么时候洗脸呢。""}, {""sex"": ""1"", ""content"": ""没事，反正你有好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小时候哪有什么故事啊""}, {""sex"": ""1"", ""content"": ""故事都是自己编的，赶紧编一个""}, {""sex"": ""1"", ""content"": ""小时候没有，现在我们的爱情故事不是有吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高小姐""}, {""sex"": ""1"", ""content"": ""原来是俺老猪的媳妇儿啊""}, {""sex"": ""1"", ""content"": ""不止是高小姐，是漂亮的高小姐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝宝爱你""}, {""sex"": ""1"", ""content"": ""你最最最爱的大宝贝给你一个么么哒。""}, {""sex"": ""1"", ""content"": ""沉浸在爱的滋润中如此美妙。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会做家务""}, {""sex"": ""1"", ""content"": ""果然仙女就是不食人间烟火啊。""}, {""sex"": ""1"", ""content"": ""那你肯定也不会做饭了，对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是想找打""}, {""sex"": ""1"", ""content"": ""我是被我老婆打的。""}, {""sex"": ""1"", ""content"": ""打我，那我这辈子赖顶你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好看嘛""}, {""sex"": ""1"", ""content"": ""瞎说，你在我眼里最美。""}, {""sex"": ""1"", ""content"": ""好看，你是最好看的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太可爱了你""}, {""sex"": ""1"", ""content"": ""你怕忍不住了，会爱上我吗""}, {""sex"": ""1"", ""content"": ""我的可爱及不上你的美貌""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么能撩啊""}, {""sex"": ""1"", ""content"": ""可是遇见你就不行啦。""}, {""sex"": ""1"", ""content"": ""那也不见得我有撩动你的心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""藏在心里""}, {""sex"": ""1"", ""content"": ""对我的喜欢就不要藏起来啦。""}, {""sex"": ""1"", ""content"": ""就算你藏在心里我也知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一不合适呢""}, {""sex"": ""1"", ""content"": ""就算是一万个不合适，也不能阻挡我们在一起。""}, {""sex"": ""1"", ""content"": ""不试试怎么知道呢？错过了多可惜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酸臭""}, {""sex"": ""1"", ""content"": ""恋爱酸臭味，我已经闻到了。""}, {""sex"": ""1"", ""content"": ""这味道让我有点意外了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太执着了""}, {""sex"": ""1"", ""content"": ""一颗执着的心难道不好吗。""}, {""sex"": ""1"", ""content"": ""坚持不一定成功，但是不坚持你连成功都不可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么那么执着""}, {""sex"": ""1"", ""content"": ""因为我真的不想放弃吧。""}, {""sex"": ""1"", ""content"": ""执着一点难道有什么不可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的漂亮""}, {""sex"": ""1"", ""content"": ""对啊，你是真的漂亮，我都找不出比你更漂亮的人了。""}, {""sex"": ""1"", ""content"": ""你长这么好看，我很担心啊，是不是有很多人偷偷喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要睡觉了？""}, {""sex"": ""1"", ""content"": ""你不和我说晚安，我怎么睡！""}, {""sex"": ""1"", ""content"": ""你都没有睡，我怎么舍得入睡呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难受╯﹏╰""}, {""sex"": ""1"", ""content"": ""摸摸头，有我在呢，别难受。""}, {""sex"": ""1"", ""content"": ""那我给你唱歌好不好？可能会好受一些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能！""}, {""sex"": ""1"", ""content"": ""那你可以试试，不过到时候可别哭鼻子。""}, {""sex"": ""1"", ""content"": ""一切皆有可能的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""走开你""}, {""sex"": ""1"", ""content"": ""你见过地球离开太阳的吗""}, {""sex"": ""1"", ""content"": ""那你想我的时候怎么办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是在撩我么？""}, {""sex"": ""1"", ""content"": ""难倒我不可以撩你吗？""}, {""sex"": ""1"", ""content"": ""你猜对了，我就是在撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好怪""}, {""sex"": ""1"", ""content"": ""对啊，你都怪可爱的呢。""}, {""sex"": ""1"", ""content"": ""怪好看的是不是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你有关系""}, {""sex"": ""1"", ""content"": ""竟然跟我有关系，那我很好奇了""}, {""sex"": ""1"", ""content"": ""难道我们不是一直都有关系嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里不可爱""}, {""sex"": ""1"", ""content"": ""你就当我在瞎说吧，我也不太清楚。""}, {""sex"": ""1"", ""content"": ""我不想违背自己说谎话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个眼神""}, {""sex"": ""1"", ""content"": ""秒懂，你放心吧！""}, {""sex"": ""1"", ""content"": ""那都是爱的眼神啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍不得我""}, {""sex"": ""1"", ""content"": ""我怎么可能舍得你啊。""}, {""sex"": ""1"", ""content"": ""有舍必有得，我不舍就只有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得啊""}, {""sex"": ""1"", ""content"": ""舍不得孩子套不着狼啊。""}, {""sex"": ""1"", ""content"": ""你知道忍痛割爱是什么感受吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说就算了""}, {""sex"": ""1"", ""content"": ""说，我说，我喜欢你！""}, {""sex"": ""1"", ""content"": ""不说是死，说了也是死 你就不能有第三选择吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想知道我名字吗""}, {""sex"": ""1"", ""content"": ""为什么不呢？！""}, {""sex"": ""1"", ""content"": ""我想知道我未来女朋友的名字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么打招呼？""}, {""sex"": ""1"", ""content"": ""晚上好！我来找可爱的小仙女啦""}, {""sex"": ""1"", ""content"": ""小可爱你好呀，你还好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么和女生打招呼""}, {""sex"": ""1"", ""content"": ""今晚的月色真美呀""}, {""sex"": ""1"", ""content"": ""晚上的小仙女好像更好看了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就不敢呀""}, {""sex"": ""1"", ""content"": ""我可不敢不喜欢你呦。""}, {""sex"": ""1"", ""content"": ""有你在还有什么是不敢的呢？""}], ""lock"": 1}"
