"{""chat"": [{""sex"": ""2"", ""content"": ""先生你是哪位？""}, {""sex"": ""1"", ""content"": ""你竟然不记得我了，也罢，我们重新再认识一次吧""}, {""sex"": ""2"", ""content"": ""我们以前认识？""}, {""sex"": ""1"", ""content"": ""那是上辈子的事，多亏我还认得你的手和手毛""}, {""sex"": ""2"", ""content"": ""那你心里装的唯一的一个人是谁？""}, {""sex"": ""1"", ""content"": ""过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""我帅吗""}, {""sex"": ""2"", ""content"": ""不帅 ""}, {""sex"": ""1"", ""content"": ""挺好，起码确定你加我不是垂涎我的美色""}, {""sex"": ""2"", ""content"": ""我呸，这么自恋""}, {""sex"": ""1"", ""content"": ""随地吐痰，罚款""}, {""sex"": ""1"", ""content"": ""老子撩你还这么凶""}, {""sex"": ""2"", ""content"": ""呸呸，我承受不起?""}, {""sex"": ""1"", ""content"": ""放心，我才一百一，没你重 ""}, {""sex"": ""1"", ""content"": ""记住我这个不一样的社会主义接班人，好了互相认识了可以进入真诚的环节了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么又看见你了？""}, {""sex"": ""1"", ""content"": ""这就是传说中的阴魂不散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你你你你""}, {""sex"": ""1"", ""content"": ""没见过这么帅气的我吗？""}, {""sex"": ""1"", ""content"": ""怎么？看到我就害羞得接不上话来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别丢人""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，你嫌弃我丢人""}, {""sex"": ""1"", ""content"": ""没关系啦，丢人也是只在你面前丢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会撩了""}, {""sex"": ""1"", ""content"": ""我这样你就觉得会撩了？""}, {""sex"": ""2"", ""content"": ""对啊。""}, {""sex"": ""1"", ""content"": ""那为什么我这么会撩还没有女朋友呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你良心不会痛吗""}, {""sex"": ""1"", ""content"": ""良心是什么？她为什么要痛啊？""}, {""sex"": ""1"", ""content"": ""良心这种东西我没有""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真是会说话""}, {""sex"": ""1"", ""content"": ""我只是对我喜欢的人表达爱意而已。""}, {""sex"": ""1"", ""content"": ""我说的都是实话呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么那么会聊天""}, {""sex"": ""1"", ""content"": ""这不是为了遇见你专门学习的嘛。""}, {""sex"": ""1"", ""content"": ""再会聊天也没能把你聊到手。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么变瘦""}, {""sex"": ""1"", ""content"": ""你已经这么瘦了，不需要变瘦。""}, {""sex"": ""1"", ""content"": ""变瘦的秘密就是：做我女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算你还有良心""}, {""sex"": ""1"", ""content"": ""那必须的，像我这样有良心的不多了。""}, {""sex"": ""1"", ""content"": ""心都是给你的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天都要开开心心的""}, {""sex"": ""1"", ""content"": ""每天都要陪你一起开开心心的。""}, {""sex"": ""1"", ""content"": ""有你在的每一天都会很开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不欺负你""}, {""sex"": ""1"", ""content"": ""那你可要小心了，我随时有可能欺负你。""}, {""sex"": ""1"", ""content"": ""我心甘情愿被你欺负。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想欺负我啊""}, {""sex"": ""1"", ""content"": ""对啊，想欺负你一辈子。""}, {""sex"": ""1"", ""content"": ""不敢不敢，我怎么会欺负小仙女呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天休息嘛""}, {""sex"": ""1"", ""content"": ""对啊，你要约我出门吗？""}, {""sex"": ""1"", ""content"": ""休息啊，不休息我感觉我会被累垮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新春快乐""}, {""sex"": ""1"", ""content"": ""小仙女新年快乐，愿小仙女能被所有幸福环绕！""}, {""sex"": ""1"", ""content"": ""你快乐就是我最大的快乐啦，新年快乐呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好[愉快][愉快]""}, {""sex"": ""1"", ""content"": ""小仙女的你好，我等了好久呀""}, {""sex"": ""1"", ""content"": ""终于等到小可爱的招呼了，欢迎来撩呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼睛有点疼""}, {""sex"": ""1"", ""content"": ""你是不是看了不该看的东西？""}, {""sex"": ""1"", ""content"": ""我瞅瞅，是不是眼中的星星又开始乱跳了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遮眼睛表情""}, {""sex"": ""1"", ""content"": ""眼睛这么好看，为什么要藏起来呢？""}, {""sex"": ""1"", ""content"": ""你知道吗，我喜欢的女孩有一双好漂亮的眼睛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我看看你的诚意""}, {""sex"": ""1"", ""content"": ""保证让你看到我的诚意满满。""}, {""sex"": ""1"", ""content"": ""难道我现在的诚意还不够多吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你感觉我好看吗？""}, {""sex"": ""1"", ""content"": ""好看啊，仙女怎么会不好看呢。""}, {""sex"": ""1"", ""content"": ""你什么时候难看过啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天心情好过多了。""}, {""sex"": ""1"", ""content"": ""难怪今天天气也好多了呢。""}, {""sex"": ""1"", ""content"": ""心情好一点就要赶紧出去约个会保持一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气？""}, {""sex"": ""1"", ""content"": ""没有没有，我又不是那么小气的人""}, {""sex"": ""1"", ""content"": ""嗯，生气了，你想办法哄我吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么好了解的""}, {""sex"": ""1"", ""content"": ""你的余生我还想要好好的去了解呢。""}, {""sex"": ""1"", ""content"": ""我就想了解你多一些而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要不要""}, {""sex"": ""1"", ""content"": ""作为21世纪的女性，一定要做到抢钱，抢男人""}, {""sex"": ""1"", ""content"": ""过了这个村，可就没有这个店了喔""}, {""sex"": ""1"", ""content"": ""你这感觉好像我要欺负你似的""}, {""sex"": ""1"", ""content"": ""不要拉倒，还能把你惯的""}, {""sex"": ""1"", ""content"": ""我知道女孩子说不要就是要的意思""}, {""sex"": ""1"", ""content"": ""你说不要的时候能不能不要这么虚伪""}, {""sex"": ""1"", ""content"": ""你说不要我也舍不得强迫你""}, {""sex"": ""1"", ""content"": ""既然你说不要，那我就扔了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来冒个泡呗""}, {""sex"": ""1"", ""content"": ""那都是可爱的泡泡。""}, {""sex"": ""1"", ""content"": ""你当你是小金鱼啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不玩哦""}, {""sex"": ""1"", ""content"": ""不玩的话你不就失去了很多乐趣。""}, {""sex"": ""1"", ""content"": ""那你喜欢玩什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听不明白""}, {""sex"": ""1"", ""content"": ""笨蛋，你的小脑袋瓜真的不好使。""}, {""sex"": ""1"", ""content"": ""我喜欢你我喜欢你我喜欢你，现在听明白了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是中国人""}, {""sex"": ""1"", ""content"": ""搞得我就不是中国人一样。""}, {""sex"": ""1"", ""content"": ""好巧啊，我也是嘞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""方便不""}, {""sex"": ""1"", ""content"": ""我们之间难道还有什么不方便的吗？""}, {""sex"": ""1"", ""content"": ""方便呀，我对你从来没有不方便""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天的砖很烫手""}, {""sex"": ""1"", ""content"": ""那你可别把手给烫起泡了。""}, {""sex"": ""1"", ""content"": ""今天的太阳很无情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""岁月杀猪刀""}, {""sex"": ""1"", ""content"": ""我感觉我已经被宰得体无完肤了""}, {""sex"": ""1"", ""content"": ""岁月太无情了，都不知道要手下留情嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换手机""}, {""sex"": ""1"", ""content"": ""那我们一起换吧，换情侣机。""}, {""sex"": ""1"", ""content"": ""手机坏了吗？想换什么新手机呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姥爷手机""}, {""sex"": ""1"", ""content"": ""姥爷也要赶潮流的，要不我给他买个触屏手机吧？""}, {""sex"": ""1"", ""content"": ""我这边有一把闲置的手机，你看需不需要？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要变胖""}, {""sex"": ""1"", ""content"": ""没事的，变胖了也是个小可爱。""}, {""sex"": ""1"", ""content"": ""仙女是不会变胖的，你放心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呼叫小仙女""}, {""sex"": ""2"", ""content"": ""别以为叫我小仙女我就会理你""}, {""sex"": ""2"", ""content"": ""我已经不小了，是老仙女了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫我全名""}, {""sex"": ""1"", ""content"": ""但我觉得叫全名显得有点太生疏了""}, {""sex"": ""1"", ""content"": ""还是不要叫你全名了，我给你想个可爱的昵称吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫啥名字""}, {""sex"": ""1"", ""content"": ""我叫“男朋友”""}, {""sex"": ""1"", ""content"": ""名字只是一个代号，男朋友，亲爱的，宝贝……你可以随便叫""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学习一下""}, {""sex"": ""1"", ""content"": ""那你可得用功一点。""}, {""sex"": ""1"", ""content"": ""看来你是个爱学习的小仙女呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以聊天吗""}, {""sex"": ""1"", ""content"": ""当然，和小仙女聊天是我的荣幸""}, {""sex"": ""1"", ""content"": ""想聊什么我都奉陪哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一直就喜欢我的吗？""}, {""sex"": ""1"", ""content"": ""喜欢你肯定是一直的啊。""}, {""sex"": ""1"", ""content"": ""遇见你第一眼就开始了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不晓得啊""}, {""sex"": ""1"", ""content"": ""跟着我就什么都晓得了。""}, {""sex"": ""1"", ""content"": ""那我就好好教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得聊啥子""}, {""sex"": ""1"", ""content"": ""什么都不聊也可以，只要你陪着我我就觉得很开心""}, {""sex"": ""1"", ""content"": ""聊什么都可以哦，只要你觉得聊起来开心的都可以""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也是个熬夜小能手了[嘿哈][嘿哈]""}, {""sex"": ""1"", ""content"": ""熬最晚的夜，用最贵的眼霜！""}, {""sex"": ""1"", ""content"": ""熬夜是种毒品，能让人上瘾。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底多少岁""}, {""sex"": ""1"", ""content"": ""你看我像多少岁啊？""}, {""sex"": ""1"", ""content"": ""这不是像让你猜嘛，猜对了有奖励。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世界地球日""}, {""sex"": ""1"", ""content"": ""让你好好保护一下自己身边的环境的日子。""}, {""sex"": ""1"", ""content"": ""让我们低碳出行低碳生活吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是爱你""}, {""sex"": ""1"", ""content"": ""就是这样的爱着你啊。""}, {""sex"": ""1"", ""content"": ""爱你已经没办法用语言来形容饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那挺好呀""}, {""sex"": ""1"", ""content"": ""小仙女都说好，那一定是好。""}, {""sex"": ""1"", ""content"": ""我希望能够变得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我回到家啦""}, {""sex"": ""1"", ""content"": ""仙女终于回到魔仙堡啦。""}, {""sex"": ""1"", ""content"": ""终于到啦，这样我就不用担心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子快疼死了""}, {""sex"": ""1"", ""content"": ""笨蛋，是不是又乱吃东西了？""}, {""sex"": ""1"", ""content"": ""有没有止疼药啊，怎么办，我很担心啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有梦见""}, {""sex"": ""1"", ""content"": ""那看来白天的时候不够想我啊。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候梦见我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去深圳""}, {""sex"": ""1"", ""content"": ""深圳竞争力这么大，一定很累吧。""}, {""sex"": ""1"", ""content"": ""不要去深圳了，来我这里吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有空""}, {""sex"": ""1"", ""content"": ""连忙得吃饭的时间都没有了啊？""}, {""sex"": ""1"", ""content"": ""那我把我的空分你就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有没有空出来""}, {""sex"": ""1"", ""content"": ""你都这么说了，我能说没空吗。""}, {""sex"": ""1"", ""content"": ""有啊，对你我都是有空的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这周没空""}, {""sex"": ""1"", ""content"": ""果然小仙女业务繁忙呀""}, {""sex"": ""1"", ""content"": ""那你什么时候有空，要第一时间告诉我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不忙啦""}, {""sex"": ""1"", ""content"": ""在忙也有时间来回复你的消息。""}, {""sex"": ""1"", ""content"": ""这不是忙着回答你问题么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在才想起我？""}, {""sex"": ""1"", ""content"": ""我每时每刻都在想你，你没有察觉到吗？""}, {""sex"": ""1"", ""content"": ""我想我的老婆不是很正常的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去吃吧""}, {""sex"": ""1"", ""content"": ""你要是能陪我一起吃，肯定更美味。""}, {""sex"": ""1"", ""content"": ""没你陪我，食之无味。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会讲话哦""}, {""sex"": ""1"", ""content"": ""那有没有讲到你心里去呢。""}, {""sex"": ""1"", ""content"": ""这是为了以后能讨好丈母娘啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要和我讲话""}, {""sex"": ""1"", ""content"": ""那我们就用心灵感应彼此吧。""}, {""sex"": ""1"", ""content"": ""可是满肚子的话抑制不住想要讲给你听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""浪费了我好多钱钱""}, {""sex"": ""1"", ""content"": ""没事，你钱钱比较多。""}, {""sex"": ""1"", ""content"": ""富婆，包养我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安~""}, {""sex"": ""1"", ""content"": ""早安比晚安更珍贵 因为没人会一醒来就想到你""}, {""sex"": ""1"", ""content"": ""我想亲口和你说早安 先亲口再说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冲鸭""}, {""sex"": ""1"", ""content"": ""你冲进我心里啦。""}, {""sex"": ""1"", ""content"": ""宝贝，能不能看着点路，你撞我心头上啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸张了""}, {""sex"": ""1"", ""content"": ""夸奖小仙女一点都不为过。""}, {""sex"": ""1"", ""content"": ""我是很真诚的，没有夸张。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着了没有""}, {""sex"": ""1"", ""content"": ""我睡着了，现在是我的意识在说话。""}, {""sex"": ""1"", ""content"": ""还没呢，小仙女怎么这么晚了还没睡？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥欺负人""}, {""sex"": ""1"", ""content"": ""没有啊，老公欺负老婆没人敢说啥的。""}, {""sex"": ""1"", ""content"": ""谁让你太可爱了忍不住想欺负一下你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是小孩""}, {""sex"": ""1"", ""content"": ""你在我眼里一直都是长不大的小孩。""}, {""sex"": ""1"", ""content"": ""现在的小孩都懂这么多的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕做噩梦""}, {""sex"": ""1"", ""content"": ""那你就抱着我睡，保证不会做噩梦。""}, {""sex"": ""1"", ""content"": ""那我一定要去你梦里好好保护你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚做噩梦""}, {""sex"": ""1"", ""content"": ""对不起，都怪我没在梦里好好保护你。""}, {""sex"": ""1"", ""content"": ""都说让你梦到我啦，这样就不会是噩梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么都不想要""}, {""sex"": ""1"", ""content"": ""这么无欲无求的吗？""}, {""sex"": ""1"", ""content"": ""就算你不想要，我也会把我全部的爱都给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这天真冷""}, {""sex"": ""1"", ""content"": ""天气冷了，你要穿好衣服照顾好自己。""}, {""sex"": ""1"", ""content"": ""我怀里暖和，你来不来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空手牵手""}, {""sex"": ""1"", ""content"": ""跟你手牵手肯定有空啊。""}, {""sex"": ""1"", ""content"": ""我现在就有空，你快来牵我的手。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚没睡？""}, {""sex"": ""1"", ""content"": ""昨天你没和我说晚安，导致我没睡。""}, {""sex"": ""1"", ""content"": ""睡了啊，但是没梦到你就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不知道你叫啥呢""}, {""sex"": ""1"", ""content"": ""没事，你终会有一天知道我叫啥的。""}, {""sex"": ""1"", ""content"": ""名字只是一个能让我遇见你的契机罢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不像啊""}, {""sex"": ""1"", ""content"": ""人不可貌相懂不懂？""}, {""sex"": ""1"", ""content"": ""那你觉得像什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/飞吻][/飞吻]""}, {""sex"": ""1"", ""content"": ""不想要飞吻，想要实实在在的吻。""}, {""sex"": ""1"", ""content"": ""对方接住了你的飞吻并狠狠在你脸上亲了一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我头像不好看吗""}, {""sex"": ""1"", ""content"": ""我觉得不如你本人好看。""}, {""sex"": ""1"", ""content"": ""好看，害我总想跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你求我呀""}, {""sex"": ""1"", ""content"": ""说求就求多没面子啊，我求你！""}, {""sex"": ""1"", ""content"": ""我求求你做我女朋友可好?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长啥样""}, {""sex"": ""1"", ""content"": ""长着一副你喜欢的模样。""}, {""sex"": ""1"", ""content"": ""你未来男朋友啥样的，我就是啥样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""弟弟啊""}, {""sex"": ""1"", ""content"": ""可盐可甜的弟弟你要不要，附赠甜甜的恋爱。""}, {""sex"": ""1"", ""content"": ""与爱你的心相比，年纪不值一提。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""全身都是汗""}, {""sex"": ""1"", ""content"": ""那你一定要好好照顾自己知道不。""}, {""sex"": ""1"", ""content"": ""要不我给你来个空调吹吹？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是机器人吗""}, {""sex"": ""1"", ""content"": ""系统提醒：您需要发送“么么哒”才能激活。""}, {""sex"": ""1"", ""content"": ""原本我以为我只是个机器人，可是遇见你我却动了心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想离职""}, {""sex"": ""1"", ""content"": ""是工作不开心吗？那就换一个舒服的工作吧""}, {""sex"": ""1"", ""content"": ""既然想离职那就离职吧，会有更好的机会在等着你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁让你亲我了""}, {""sex"": ""1"", ""content"": ""我的心让我亲你的。""}, {""sex"": ""1"", ""content"": ""那得好好亲你一口了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也许遇到过""}, {""sex"": ""1"", ""content"": ""遇到过却没拥有那也不能够算。""}, {""sex"": ""1"", ""content"": ""可你错过了，现在你又遇到了，一定要好好珍惜知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来了吗？""}, {""sex"": ""1"", ""content"": ""身体起来了，精神还睡着呢""}, {""sex"": ""1"", ""content"": ""你以为我像你一样是小懒猪吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就长话短说""}, {""sex"": ""1"", ""content"": ""喜欢你的话怎么可以长话短说啊。""}, {""sex"": ""1"", ""content"": ""长话短说不符合我的人设。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吹头发""}, {""sex"": ""1"", ""content"": ""好想做那个帮你吹头发的男人。""}, {""sex"": ""1"", ""content"": ""那你能帮我的一起吹吹吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开始啥""}, {""sex"": ""1"", ""content"": ""开始我们的恋爱之旅。""}, {""sex"": ""1"", ""content"": ""开始我们在一起的美好时光啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢上我""}, {""sex"": ""1"", ""content"": ""早就喜欢上你了，并且无法自拔""}, {""sex"": ""1"", ""content"": ""像你这么可爱的女孩子，会有人不喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不善表达""}, {""sex"": ""1"", ""content"": ""没关系，即使你不善表达我也能明白你的心。""}, {""sex"": ""1"", ""content"": ""就是因为你不善表达所以要多跟我聊聊天提高一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手好冰""}, {""sex"": ""1"", ""content"": ""快把手伸到我的肚子来取暖。""}, {""sex"": ""1"", ""content"": ""我要是在你身边你就可以把手放进我的口袋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在你身上""}, {""sex"": ""1"", ""content"": ""在哪呢，我怎么没看见？""}, {""sex"": ""1"", ""content"": ""嗯？你什么时候放在我身上的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁嘛""}, {""sex"": ""1"", ""content"": ""我谁啊，我是你未来老公知道不！""}, {""sex"": ""1"", ""content"": ""你是问我大名还是小名？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才洗脸去了""}, {""sex"": ""1"", ""content"": ""你确定没把你的美丽给洗掉？""}, {""sex"": ""1"", ""content"": ""你这是准备素颜来看我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别的爱""}, {""sex"": ""1"", ""content"": ""当然是要给我这个特别的人呀。""}, {""sex"": ""1"", ""content"": ""我很想知道到底是多么特别的爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你骗我""}, {""sex"": ""1"", ""content"": ""如果骗你可以加个期限，我希望是一辈子""}, {""sex"": ""1"", ""content"": ""那你说说看我是怎么骗你的呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有吃饭""}, {""sex"": ""1"", ""content"": ""还不吃饭，是在等我请客吗？""}, {""sex"": ""2"", ""content"": ""没有没有。""}, {""sex"": ""1"", ""content"": ""那快去吃，肚子饿坏了可不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是男的""}, {""sex"": ""1"", ""content"": ""我不信，有本事证明给我看啊。""}, {""sex"": ""1"", ""content"": ""其实我是个女人，你信吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有照片好看""}, {""sex"": ""1"", ""content"": ""可是你一直都这么好看啊。""}, {""sex"": ""1"", ""content"": ""不，你本人比照片好看多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮的美女""}, {""sex"": ""1"", ""content"": ""在我这里，你就是最漂亮的美女了""}, {""sex"": ""1"", ""content"": ""漂亮的美女有很多，但是像你这么漂亮的却只有一个""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是去逗小美女吧""}, {""sex"": ""1"", ""content"": ""遇见你开始，哪还有什么小美女啊。""}, {""sex"": ""1"", ""content"": ""如果哪算小美女，那你就是我的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有美女""}, {""sex"": ""1"", ""content"": ""美女不就是你吗，你还往哪里看啊。""}, {""sex"": ""1"", ""content"": ""像你这么好看的美女应该不多了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/偷笑_GIF][/偷笑_GIF][/偷笑_GIF]""}, {""sex"": ""1"", ""content"": ""没事就笑，非奸即盗。""}, {""sex"": ""1"", ""content"": ""笑得花枝乱颤，是想对我做坏事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""走了，拜拜""}, {""sex"": ""1"", ""content"": ""别走，我不许你跟我说拜拜。""}, {""sex"": ""1"", ""content"": ""那我们先商量一下下次见面的时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜喽""}, {""sex"": ""1"", ""content"": ""再见，期待下一次和你相遇""}, {""sex"": ""1"", ""content"": ""我想和你永远不说拜拜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥东西？""}, {""sex"": ""1"", ""content"": ""是我对你满满的爱呀。""}, {""sex"": ""1"", ""content"": ""是什么不重要，重要的是心意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的感冒了""}, {""sex"": ""1"", ""content"": ""感冒了很难受吧，有没有吃药啊？""}, {""sex"": ""1"", ""content"": ""都说了让你注意身体，怎么这么不听话？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不可能在一起了""}, {""sex"": ""1"", ""content"": ""那我只好努力努力让这个不可能变成可能。""}, {""sex"": ""1"", ""content"": ""没试过怎么知道不可能呢。""}], ""lock"": 1}"
