"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我好像在哪见过你""}, {""sex"": ""1"", ""content"": ""真奇怪，我也有这种感觉，莫非你就是我的百分百女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好好的""}, {""sex"": ""1"", ""content"": ""没娶你之前我都会好好的。""}, {""sex"": ""1"", ""content"": ""放心吧我会好好的，你只管照顾好自己就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个不好看吗""}, {""sex"": ""1"", ""content"": ""还行吧， 看惯你的好看其他的都觉得一般。""}, {""sex"": ""1"", ""content"": ""像你这么好看的已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微笑。""}, {""sex"": ""1"", ""content"": ""爱笑的女生运气都不会太差哦。""}, {""sex"": ""1"", ""content"": ""你的笑像一条恶犬，撞乱了我心弦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己都不懂""}, {""sex"": ""1"", ""content"": ""仙女还有不懂得地方？""}, {""sex"": ""1"", ""content"": ""没想到，你居然还有不懂得啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我懂得""}, {""sex"": ""1"", ""content"": ""只要你能懂我的心意，我觉得做什么都值得。""}, {""sex"": ""1"", ""content"": ""就算你不懂，我也会慢慢告诉你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事理解""}, {""sex"": ""1"", ""content"": ""能被理解真好，像你这么善解人意的女孩子可不多了""}, {""sex"": ""1"", ""content"": ""谢谢你理解我，其实是有很多人不理解我的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我呵呵""}, {""sex"": ""1"", ""content"": ""你知不知道说呵呵是会被亲的。""}, {""sex"": ""1"", ""content"": ""你是想冻死我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我了怎么办""}, {""sex"": ""1"", ""content"": ""真想立刻飞到你身边啊。""}, {""sex"": ""1"", ""content"": ""想把你抱进怀里狠狠亲一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你讲得对""}, {""sex"": ""1"", ""content"": ""我什么时候讲得不对过？""}, {""sex"": ""1"", ""content"": ""看来我得到了小仙女的高度认可嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你跟女生说过多少次""}, {""sex"": ""1"", ""content"": ""无论说多少次，我都没这么认真。""}, {""sex"": ""1"", ""content"": ""你想听我说几次？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡觉觉啦""}, {""sex"": ""1"", ""content"": ""觉觉是谁？干嘛不睡我 。""}, {""sex"": ""1"", ""content"": ""那我能在梦里见到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩你个头""}, {""sex"": ""1"", ""content"": ""玩都不行嘛，我现在都没有自由了是不是。""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我的头让你玩也不是不行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约你个大头鬼""}, {""sex"": ""1"", ""content"": ""我怕鬼，我可不敢约鬼啊。""}, {""sex"": ""1"", ""content"": ""我又不喜欢大头鬼，我约大头鬼干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天不忙啊""}, {""sex"": ""1"", ""content"": ""忙里偷闲，跟你聊会天呀。""}, {""sex"": ""1"", ""content"": ""就算再忙，我也不会冷落你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不忙嘛""}, {""sex"": ""1"", ""content"": ""很忙呀，但是跟你比，什么都不重要了""}, {""sex"": ""1"", ""content"": ""忙死啦！想要小仙女给我加加油！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""剪刀手表情""}, {""sex"": ""1"", ""content"": ""你这是在嘚瑟嘛？""}, {""sex"": ""1"", ""content"": ""我猜你拍照的时候也很喜欢剪刀手。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得还好""}, {""sex"": ""1"", ""content"": ""看来小仙女很宽容啊。""}, {""sex"": ""1"", ""content"": ""我也觉得还好，我们心有灵犀啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我叫仙女""}, {""sex"": ""1"", ""content"": ""不知仙女这次下凡是要干嘛呢？""}, {""sex"": ""1"", ""content"": ""那我可要把仙女娶回家咯！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么是爱？""}, {""sex"": ""1"", ""content"": ""这个问题有点难，我想用一生回答""}, {""sex"": ""1"", ""content"": ""见到你心跳加速，没见到你就想你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这几天很忙""}, {""sex"": ""1"", ""content"": ""那你要好好照顾自己，很忙也要记得休息。""}, {""sex"": ""1"", ""content"": ""那我就先不打扰你了，等你忙完了找我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不开心了""}, {""sex"": ""1"", ""content"": ""为什么不开心呀，我帮你把不开心赶跑。""}, {""sex"": ""1"", ""content"": ""你这么可爱，怎么可以不开心呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上打电话""}, {""sex"": ""1"", ""content"": ""好啊，那我等你的电话""}, {""sex"": ""1"", ""content"": ""我现在就希望晚上快点到来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说理由""}, {""sex"": ""1"", ""content"": ""爱一个人是没有理由的，一切都是心甘情愿。""}, {""sex"": ""1"", ""content"": ""理由就是我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我家在哪吗""}, {""sex"": ""1"", ""content"": ""当然知道，你一直住在我心里啊。""}, {""sex"": ""1"", ""content"": ""虽然不知道你现在家在哪里，但以后你的家就是我的家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没人愿意的""}, {""sex"": ""1"", ""content"": ""难道我不是你的人吗？""}, {""sex"": ""1"", ""content"": ""老夫掐指一算，那个愿意的人已经来了，没错就是我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去超市买点东西""}, {""sex"": ""1"", ""content"": ""你确定只是买点东西？不是买吃的？""}, {""sex"": ""1"", ""content"": ""买啥东西，需要我帮你拎吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有毒吧？""}, {""sex"": ""1"", ""content"": ""我中了不想你就容易死的病毒！""}, {""sex"": ""1"", ""content"": ""那你就是我唯一的解药。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱歉抱歉""}, {""sex"": ""1"", ""content"": ""我不接受口头上的道歉，我只接受肉偿""}, {""sex"": ""1"", ""content"": ""你有错吗？有错吗？没错啊!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早，吃饭了没有？""}, {""sex"": ""1"", ""content"": ""还没吃哎，你要请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""一早上看到你就饱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不爱吃早饭""}, {""sex"": ""1"", ""content"": ""你这不爱吃早饭的毛病是和我学的吗？""}, {""sex"": ""1"", ""content"": ""谁允许你这么欺负我家宝贝的身体了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠？""}, {""sex"": ""1"", ""content"": ""晚上一想你就容易失眠。""}, {""sex"": ""1"", ""content"": ""谁让你都不来我的梦里的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接下来呢""}, {""sex"": ""1"", ""content"": ""走一步看一步，往下走就知道了""}, {""sex"": ""1"", ""content"": ""接下来你就该成为我的女朋友了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要看你对我好不好""}, {""sex"": ""1"", ""content"": ""我肯定把你当小祖宗供着。""}, {""sex"": ""1"", ""content"": ""要是对媳妇不好那是会遭报应的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有那么好""}, {""sex"": ""1"", ""content"": ""没有那么好，我都不好意思""}, {""sex"": ""1"", ""content"": ""好男人，你不懂吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不认识你啊""}, {""sex"": ""1"", ""content"": ""认不认识不重要，等会儿就认识了。""}, {""sex"": ""1"", ""content"": ""很多情侣刚开始也是不认识对方的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里看出来的""}, {""sex"": ""1"", ""content"": ""我从你的眼里看出来的。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的，还需要看嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦见我了没""}, {""sex"": ""1"", ""content"": ""当然梦见你了，你是我每天都要梦到的人呀。""}, {""sex"": ""1"", ""content"": ""没有诶，你会不会觉得很失望？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是文科生""}, {""sex"": ""1"", ""content"": ""难怪一股文艺气息扑面而来。""}, {""sex"": ""1"", ""content"": ""那你能不能教我文科生的表白方式？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹技能在哪里学的""}, {""sex"": ""1"", ""content"": ""撩妹技术哪家强，山东技校找蓝翔。""}, {""sex"": ""1"", ""content"": ""这还用学吗，天生自带的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对方不讲话""}, {""sex"": ""1"", ""content"": ""你这不讲话的时候有种特殊的魅力。""}, {""sex"": ""1"", ""content"": ""你是想给我一种不安言语的表现吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去玩游戏了""}, {""sex"": ""1"", ""content"": ""游戏重要，还是我重要呢？！""}, {""sex"": ""1"", ""content"": ""你没有我，你确定是在玩游戏？不是游戏玩你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安，""}, {""sex"": ""1"", ""content"": ""早早早，跟仙女问早，一整天心情好。""}, {""sex"": ""1"", ""content"": ""小仙女早上好，昨晚有没有休息好呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要干嘛？""}, {""sex"": ""1"", ""content"": ""我要干什么，你还不知道？""}, {""sex"": ""1"", ""content"": ""我要去喜欢你，你准备好了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你学过算命吧""}, {""sex"": ""1"", ""content"": ""我已经算到我们两个的姻缘了。""}, {""sex"": ""1"", ""content"": ""算命协会认证，要不要我给你算一卦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么还没吃啊""}, {""sex"": ""1"", ""content"": ""吃饭这种事情还是想想算了吧。""}, {""sex"": ""1"", ""content"": ""没你在没啥胃口了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么欺负你了""}, {""sex"": ""1"", ""content"": ""那我可以假装被你欺负如何。""}, {""sex"": ""1"", ""content"": ""欺负我还要问我，你怎么这么欺负人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天晚上做噩梦了""}, {""sex"": ""1"", ""content"": ""别怕，梦都是相反的。""}, {""sex"": ""1"", ""content"": ""肯定是因为没有我陪着你，所以你做噩梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天过六一""}, {""sex"": ""1"", ""content"": ""在我这里你永远是小朋友，当然可以天天过六一了。""}, {""sex"": ""1"", ""content"": ""那你不就天天很快乐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一晚上没睡着""}, {""sex"": ""1"", ""content"": ""该不会是一晚上都在想我吧。""}, {""sex"": ""1"", ""content"": ""失眠了？一定很难受吧，会不会觉得脑袋有点不舒服。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是要上班了""}, {""sex"": ""1"", ""content"": ""是啊，上班赚钱养你。""}, {""sex"": ""1"", ""content"": ""对，但是不影响我们聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气了呀""}, {""sex"": ""1"", ""content"": ""我给你找找阀门，给你放放气。""}, {""sex"": ""1"", ""content"": ""不能生气，生气就容易变老。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本来也不好看""}, {""sex"": ""1"", ""content"": ""谁敢说我的小仙女不好看？""}, {""sex"": ""1"", ""content"": ""情人眼里出西施，你明明很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课哦""}, {""sex"": ""1"", ""content"": ""看来你在偷懒哦。""}, {""sex"": ""1"", ""content"": ""你上课的动力是上课前的点名吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累啊～""}, {""sex"": ""1"", ""content"": ""那你要不要躲在我怀里休息会儿？""}, {""sex"": ""1"", ""content"": ""做我的女朋友这样就不会累了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你累我也累""}, {""sex"": ""1"", ""content"": ""我不累，我觉得挺开心的""}, {""sex"": ""1"", ""content"": ""你累了就休息休息吧，我不想看到你难受""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你累吗""}, {""sex"": ""1"", ""content"": ""累啊，但是还是得活下去。""}, {""sex"": ""1"", ""content"": ""人生哪里有不累的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不敢碰感情""}, {""sex"": ""1"", ""content"": ""感情会找上你的。""}, {""sex"": ""1"", ""content"": ""没事我带着你碰感情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夜色撩人""}, {""sex"": ""1"", ""content"": ""夜色也没有你的美色撩人吧。""}, {""sex"": ""1"", ""content"": ""撩人的不一定只有夜色，还有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个暖男""}, {""sex"": ""1"", ""content"": ""我想要把我全部的温暖都给你。""}, {""sex"": ""1"", ""content"": ""我是只暖你的暖男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没呀""}, {""sex"": ""1"", ""content"": ""我要是说还没，你会不会请我吃饭？""}, {""sex"": ""1"", ""content"": ""糟糕，想你想得忘记吃饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你呢吃饭没""}, {""sex"": ""1"", ""content"": ""主要是想陪你吃饭，所以没吃。""}, {""sex"": ""1"", ""content"": ""你没在身边，胃口不是很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥时候回来啊""}, {""sex"": ""1"", ""content"": ""只要不加班，准时回来！""}, {""sex"": ""1"", ""content"": ""你想我什么时候回来呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候睡觉啊""}, {""sex"": ""1"", ""content"": ""你想在我睡着的时候做什么坏事？""}, {""sex"": ""1"", ""content"": ""我要睡觉肯定会和你说晚安的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我到了。""}, {""sex"": ""1"", ""content"": ""我看见你了，你今天也是一样的美丽""}, {""sex"": ""1"", ""content"": ""闭上眼，我为你准备了惊喜，不要睁开哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯上班了""}, {""sex"": ""1"", ""content"": ""是不是又开始想放假啦？""}, {""sex"": ""1"", ""content"": ""那我会不会打扰到你上班呀，要不你先忙我晚上找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""审美有问题""}, {""sex"": ""1"", ""content"": ""我要是审美有问题的话，怎么喜欢上你的？""}, {""sex"": ""1"", ""content"": ""再有问题最后还是喜欢你这样好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪里人呢？""}, {""sex"": ""1"", ""content"": ""我是你的心上人。""}, {""sex"": ""1"", ""content"": ""不要问我从哪里来，我只知道我要到你心里去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛去了啊""}, {""sex"": ""1"", ""content"": ""哎，这不是在等小仙女嘛""}, {""sex"": ""1"", ""content"": ""我能干嘛呢，一直在等你撩我呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起这么早啊""}, {""sex"": ""1"", ""content"": ""我想早点起床，这样就能跟你多说几句话了。""}, {""sex"": ""1"", ""content"": ""你不也是，没想到我们居然这么合。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天这么早啊""}, {""sex"": ""1"", ""content"": ""早点起来想你不可以吗！""}, {""sex"": ""1"", ""content"": ""听说早起能碰到仙女，我就早起试试了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空心菜""}, {""sex"": ""1"", ""content"": ""好久没吃空心菜了，想尝一口""}, {""sex"": ""1"", ""content"": ""别光吃菜呀，要多吃点肉肉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常点好吗""}, {""sex"": ""1"", ""content"": ""你令我神魂颠倒，怎能正常？""}, {""sex"": ""1"", ""content"": ""正常一小会，再继续吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""动车""}, {""sex"": ""1"", ""content"": ""有了动车真方便，想见你一面也容易实现。""}, {""sex"": ""1"", ""content"": ""我的心已经跟着动车去到你身边了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午觉刚醒""}, {""sex"": ""1"", ""content"": ""刚睡醒有没有懵懵的感觉？""}, {""sex"": ""1"", ""content"": ""睡醒了缓一下，下午就会有精神啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我没兴趣""}, {""sex"": ""1"", ""content"": ""谁说的，我对你兴趣大得很。""}, {""sex"": ""1"", ""content"": ""要是对你没兴趣怎么会跟你聊天，是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你怎么保护我""}, {""sex"": ""1"", ""content"": ""我会用尽我的全力来保护你的。""}, {""sex"": ""1"", ""content"": ""我不会说我要怎么保护你，我只会用我的行动证明给你看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪可爱了""}, {""sex"": ""1"", ""content"": ""你应该说哪里不可爱了""}, {""sex"": ""1"", ""content"": ""那你可能要花点时间听我慢慢说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要和你说话""}, {""sex"": ""1"", ""content"": ""好啦别生气啦，我可不想让我的小仙女长皱纹呢。""}, {""sex"": ""1"", ""content"": ""干嘛不和我说话，不说话我要在地上打滚了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴遇见你[愉快]""}, {""sex"": ""1"", ""content"": ""啊，人海茫茫终于遇见你""}, {""sex"": ""1"", ""content"": ""遇见你以后我的人生才算是真正开始了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚准备洗澡""}, {""sex"": ""1"", ""content"": ""那我来的真的有点巧合呀。""}, {""sex"": ""1"", ""content"": ""那你一定要好好洗澡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不是没看过""}, {""sex"": ""1"", ""content"": ""但是我就想好好看你啊。""}, {""sex"": ""1"", ""content"": ""现在想看了，你说咋办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八月再见""}, {""sex"": ""1"", ""content"": ""准备开学[委屈][委屈][委屈]""}, {""sex"": ""1"", ""content"": ""“八月”拍了拍你 说“再见啦”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要我干啥""}, {""sex"": ""1"", ""content"": ""要你当然是为了娶你啊。""}, {""sex"": ""1"", ""content"": ""不干啥就是想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩真心话大冒险""}, {""sex"": ""1"", ""content"": ""那你想和我说真心话嘛？""}, {""sex"": ""1"", ""content"": ""随便来，没怕过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白开场白""}, {""sex"": ""1"", ""content"": ""哈喽哈喽，小仙女听到了吗？我在呼叫小仙女呢！""}, {""sex"": ""1"", ""content"": ""最最最最好看的小仙女！你好呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近比较忙""}, {""sex"": ""1"", ""content"": ""别把身子累坏了，不然我会心疼的。""}, {""sex"": ""1"", ""content"": ""忙的时候也要记得好好吃饭好好喝水好好想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么保护""}, {""sex"": ""1"", ""content"": ""把你拥入怀中不让你受任何伤害""}, {""sex"": ""1"", ""content"": ""保护是用我的行动，而不是我随便说说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那样意思""}, {""sex"": ""1"", ""content"": ""意思就是我看上你了，你看着办吧。""}, {""sex"": ""1"", ""content"": ""你要你自己猜，我说出来就没意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是陪你过余生的人""}, {""sex"": ""1"", ""content"": ""是你，是你，一定是你。""}, {""sex"": ""1"", ""content"": ""余生很长，请多多指教。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没抵抗力""}, {""sex"": ""1"", ""content"": ""我也对你毫无抵抗力""}, {""sex"": ""1"", ""content"": ""原来你喜欢这样的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗脸刷牙啊""}, {""sex"": ""1"", ""content"": ""没事，不刷牙也可以亲亲。""}, {""sex"": ""1"", ""content"": ""那你快去洗，洗完就可以吃早餐啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只会说不会做""}, {""sex"": ""1"", ""content"": ""我会用我的行动证明给你看的。""}, {""sex"": ""1"", ""content"": ""我可不是那种光说不做的男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得也丑？""}, {""sex"": ""1"", ""content"": ""丑八怪不会说自己丑的，知道吗。""}, {""sex"": ""1"", ""content"": ""请把“也丑”两个字给我去了，换成漂亮而且要句号。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别打游戏""}, {""sex"": ""1"", ""content"": ""又不能打你，那我只好打游戏咯。""}, {""sex"": ""1"", ""content"": ""收到，马上放下游戏过来找你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早哈""}, {""sex"": ""1"", ""content"": ""这么早？你不睡懒觉啦？""}, {""sex"": ""1"", ""content"": ""哇。小仙女这么早起，今天有什么大事吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实怕的要命""}, {""sex"": ""1"", ""content"": ""怕着怕着就不怕了。""}, {""sex"": ""1"", ""content"": ""有时候害怕只是一瞬间的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要洗个澡好好休息一下""}, {""sex"": ""1"", ""content"": ""需要专属搓澡服务吗？""}, {""sex"": ""1"", ""content"": ""赶紧洗个澡放松一下，肯定累坏了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我瘦了吗""}, {""sex"": ""1"", ""content"": ""你都这么好看了，瘦不瘦的看不出来啊。""}, {""sex"": ""1"", ""content"": ""你让我抱抱不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""超级难受""}, {""sex"": ""1"", ""content"": ""别难受好吗？我不想看到你这么难受。""}, {""sex"": ""1"", ""content"": ""看到你难受我也觉得特别难受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的声音很好听""}, {""sex"": ""1"", ""content"": ""在你耳边说会更好听。""}, {""sex"": ""1"", ""content"": ""我猜你是个声控。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""根本不可能""}, {""sex"": ""1"", ""content"": ""一切皆有可能，我相信一定有可能。""}, {""sex"": ""1"", ""content"": ""说不可能是因为你害怕了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕不可能""}, {""sex"": ""1"", ""content"": ""别怕，没有什么事是不可能的。""}, {""sex"": ""1"", ""content"": ""怕什么就来什么，所以不要怕，好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好说话""}, {""sex"": ""1"", ""content"": ""不会吧，你给我的感觉还是很好相处的呀。""}, {""sex"": ""1"", ""content"": ""那我可得想办法来说服你才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看电视呀""}, {""sex"": ""1"", ""content"": ""难不成电视比我还要好看吗？！""}, {""sex"": ""1"", ""content"": ""看电视剧都不准备和我一起看了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看电视了""}, {""sex"": ""1"", ""content"": ""不可以太沉迷在电视剧里了哦。""}, {""sex"": ""1"", ""content"": ""在看什么呢，我跟你一起看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想看看电视""}, {""sex"": ""1"", ""content"": ""难道电视比我好看吗？""}, {""sex"": ""1"", ""content"": ""别伤害电视了，来伤害我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚走""}, {""sex"": ""1"", ""content"": ""你是让我滚呢，还是让我走？""}, {""sex"": ""1"", ""content"": ""你见过地球离开太阳的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊天开头""}, {""sex"": ""1"", ""content"": ""晚安是这个世界上最大的谎话""}, {""sex"": ""1"", ""content"": ""想对全世界说晚安，恰好你就是全世界""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上开始聊天""}, {""sex"": ""1"", ""content"": ""晚上好，小仙女该不会要上床睡觉了吧？""}, {""sex"": ""1"", ""content"": ""夜行生物的时间到啦！起来嗨呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不困么""}, {""sex"": ""1"", ""content"": ""困了你还能听到答复么？猪头""}, {""sex"": ""1"", ""content"": ""有点困了，但是还是想和你说说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暑假""}, {""sex"": ""1"", ""content"": ""今年这是寒暑假无缝连接啊""}, {""sex"": ""1"", ""content"": ""又到放假的时候了，我可以找你玩啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道。""}, {""sex"": ""1"", ""content"": ""你终于知道我喜欢你了？""}, {""sex"": ""1"", ""content"": ""你知道我为什么喜欢你了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真有男朋友""}, {""sex"": ""1"", ""content"": ""我是真对你男朋友没兴趣。""}, {""sex"": ""1"", ""content"": ""没结婚之前，什么都有可能。""}], ""lock"": 1}"
