"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛呢？""}, {""sex"": ""1"", ""content"": ""在和说干嘛的人聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你也在等人么？?""}, {""sex"": ""1"", ""content"": ""我也在等我的朋友，他过几分钟就过来了。不知怎么的，我觉得很想认识你，刚才就忍不住过来和你说话了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好像我的一个朋友""}, {""sex"": ""2"", ""content"": ""你咋那么老套？""}, {""sex"": ""1"", ""content"": ""这说明我撩妹技术不太高，没人实验啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点都不现实""}, {""sex"": ""1"", ""content"": ""现实那么残酷，为什么不让自己开心一点？""}, {""sex"": ""1"", ""content"": ""我会让这些成为现实的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一样的年龄""}, {""sex"": ""1"", ""content"": ""那我们之间就不会有代沟了""}, {""sex"": ""1"", ""content"": ""虽然年龄一样，但其实你得叫我哥哥哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉的""}, {""sex"": ""1"", ""content"": ""果然女孩子的感觉都很准啊""}, {""sex"": ""1"", ""content"": ""那你感觉一下，你对我是什么感觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我根本就不认识你""}, {""sex"": ""1"", ""content"": ""所以现在得认识认识呀。""}, {""sex"": ""1"", ""content"": ""那我们现在可以认识一下吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""公司不好""}, {""sex"": ""1"", ""content"": ""既然公司不好，那就换一份工作吧。""}, {""sex"": ""1"", ""content"": ""看来是时候跳槽了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小公司""}, {""sex"": ""1"", ""content"": ""小公司也有可能会闯出一片新天地呀""}, {""sex"": ""1"", ""content"": ""小公司挺好的，不会有太大的压力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天吃狗粮了""}, {""sex"": ""1"", ""content"": ""走！我们也出去撒狗粮""}, {""sex"": ""1"", ""content"": ""天天都在吃的东西，没事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕我没时间""}, {""sex"": ""1"", ""content"": ""要不，我把时间分一点给你好了。""}, {""sex"": ""1"", ""content"": ""时间这种东西，自己挤挤不就有了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没得时间""}, {""sex"": ""1"", ""content"": ""时间挤挤就有啦。""}, {""sex"": ""1"", ""content"": ""没事，我分你一点时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间紧""}, {""sex"": ""1"", ""content"": ""既然时间都这么紧了，你还不快点喜欢我？""}, {""sex"": ""1"", ""content"": ""那你还不好好把我跟我在一起的时间？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟同事""}, {""sex"": ""1"", ""content"": ""真羡慕能跟你做同事的人""}, {""sex"": ""1"", ""content"": ""那你什么时候要跟我一起啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在忙记得吃饭""}, {""sex"": ""1"", ""content"": ""好，你也要记得按时吃饭哦。""}, {""sex"": ""1"", ""content"": ""唉，要是能跟你一起吃饭就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和你睡""}, {""sex"": ""1"", ""content"": ""那没办法了，我只能在梦里和你一起睡了。""}, {""sex"": ""1"", ""content"": ""那我和你睡不就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想睡就去睡觉吧""}, {""sex"": ""1"", ""content"": ""可是你还有和我说晚安呢。""}, {""sex"": ""1"", ""content"": ""想你想的太起劲了，现在睡肯定能梦到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午一起吃饭""}, {""sex"": ""1"", ""content"": ""那可得你请客哦。""}, {""sex"": ""1"", ""content"": ""好啊，你想吃什么，我们一起去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜蜜蜜""}, {""sex"": ""1"", ""content"": ""你对我笑一笑，我心里就能甜蜜好多天。""}, {""sex"": ""1"", ""content"": ""你的嘴一定比糖果还甜，我可以尝一口吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才自恋""}, {""sex"": ""1"", ""content"": ""人不自恋枉少年，懂不。""}, {""sex"": ""1"", ""content"": ""你都不让我恋，那我就只好自恋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""君子一言""}, {""sex"": ""1"", ""content"": ""驷马难追。""}, {""sex"": ""1"", ""content"": ""我一定说到做到，绝对不辜负小仙女的信任。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信加人""}, {""sex"": ""1"", ""content"": ""加了微信感觉不聊一下有点浪费呢""}, {""sex"": ""1"", ""content"": ""你对我的我的微信号码没有印象了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加妹子微信""}, {""sex"": ""1"", ""content"": ""据说加了我的微信可以知道你以后的男朋友长啥样哟""}, {""sex"": ""1"", ""content"": ""你好，我看到你在招聘男朋友，来面试了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子叫""}, {""sex"": ""1"", ""content"": ""隔着屏幕我都能听到你的肚子咕咕叫啦。""}, {""sex"": ""1"", ""content"": ""快点去吃饭呀，别饿着我的小仙女了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹的手段有点过时""}, {""sex"": ""1"", ""content"": ""只要能撩到你，什么手段都不会过时。""}, {""sex"": ""1"", ""content"": ""那你教我最新的撩妹手段呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道今天什么日子吗""}, {""sex"": ""1"", ""content"": ""你要是今天答应做我女朋友，以后每年今天都是我们的恋爱纪念日。""}, {""sex"": ""1"", ""content"": ""不知道，难道今天是你的生日？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是个孩子""}, {""sex"": ""1"", ""content"": ""我养个孩子不行了吗。""}, {""sex"": ""1"", ""content"": ""我就喜欢孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有面子吗""}, {""sex"": ""1"", ""content"": ""面子这东西，你说有就有，你说没有就没有。""}, {""sex"": ""1"", ""content"": ""没面子啊，追你的时候面子都扔了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗子多""}, {""sex"": ""1"", ""content"": ""你放心，我是不会骗你的。""}, {""sex"": ""1"", ""content"": ""怎么？还担心我骗你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个傻子""}, {""sex"": ""1"", ""content"": ""做你一个人的大傻子挺好的。""}, {""sex"": ""1"", ""content"": ""傻傻的喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻子一个""}, {""sex"": ""1"", ""content"": ""那也是一个喜欢你的傻子。""}, {""sex"": ""1"", ""content"": ""除了你还没有人说过我傻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不懂星座""}, {""sex"": ""1"", ""content"": ""我也对星座没有什么研究""}, {""sex"": ""1"", ""content"": ""不懂星座没关系，你懂我就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我处女座""}, {""sex"": ""1"", ""content"": ""处女座的女孩跟我很搭哦。""}, {""sex"": ""1"", ""content"": ""听说处女座的人都很追求完美哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黑猫警长""}, {""sex"": ""1"", ""content"": ""黑猫警长可是我们的童年""}, {""sex"": ""1"", ""content"": ""果然还是小孩子嘛，现在还在看黑猫警长""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是孩子""}, {""sex"": ""1"", ""content"": ""在我眼里，你也一直都只是小女孩。""}, {""sex"": ""1"", ""content"": ""但是我这个孩子已经有一米八了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在包饺子""}, {""sex"": ""1"", ""content"": ""记得把你的心包进饺子里再送给我。""}, {""sex"": ""1"", ""content"": ""我想吃白菜猪肉馅的，能被满足吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蒸饺""}, {""sex"": ""1"", ""content"": ""好像很美味的样子，我要流口水了""}, {""sex"": ""1"", ""content"": ""那你要记得蘸醋哦，味道会更好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼你个糟老头坏得很""}, {""sex"": ""1"", ""content"": ""哼，你这个糟老婆子还好意思说我坏。""}, {""sex"": ""1"", ""content"": ""男人不坏女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子有点不舒服""}, {""sex"": ""1"", ""content"": ""赶紧多喝点温开水润润喉咙。""}, {""sex"": ""1"", ""content"": ""怎么会不舒服呢？是不是一直没喝水？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我被虫子咬了""}, {""sex"": ""1"", ""content"": ""那你看看什么虫子，身体怎么样要不要去医院""}, {""sex"": ""1"", ""content"": ""你怎么可以这么不小心呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会哄女孩子""}, {""sex"": ""1"", ""content"": ""我不是会哄女孩子，我只是会哄你而已""}, {""sex"": ""1"", ""content"": ""女孩子就是要哄着宠着呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生喜欢什么样的""}, {""sex"": ""1"", ""content"": ""其他人我不清楚，不过我喜欢你这样的。""}, {""sex"": ""1"", ""content"": ""男生都喜欢好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""狗狗死了""}, {""sex"": ""1"", ""content"": ""你一定很难过吧，摸摸头，还有我陪着你呢。""}, {""sex"": ""1"", ""content"": ""狗狗是去了一个幸福美好的地方，它肯定希望你不要太伤心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呦，口气不小呀""}, {""sex"": ""1"", ""content"": ""那必须的，心有大口气就有多大。""}, {""sex"": ""1"", ""content"": ""怎么，想练练嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来哦，请你吃饭""}, {""sex"": ""1"", ""content"": ""是请我吃饭，我买单吧？""}, {""sex"": ""1"", ""content"": ""那你小心点，我会把你吃垮的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好开场白""}, {""sex"": ""1"", ""content"": ""娘子晚上好呀""}, {""sex"": ""1"", ""content"": ""精致的佩奇晚上好呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小薇""}, {""sex"": ""1"", ""content"": ""有一个美丽的小女孩，她的名字叫作小薇""}, {""sex"": ""1"", ""content"": ""名字好温柔，你肯定也是个温柔的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你说说，你胆子有多大""}, {""sex"": ""1"", ""content"": ""我以前胆子很大的，只是不知道为什么遇到你后就变小了。""}, {""sex"": ""1"", ""content"": ""那我要对你做大胆的事咯，你可不许反抗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天空""}, {""sex"": ""1"", ""content"": ""蓝蓝的天空银河里，有只小白船~""}, {""sex"": ""1"", ""content"": ""今天的天空好美啊，要是能跟你一起看就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要我的照片""}, {""sex"": ""1"", ""content"": ""我妈说要见儿媳妇，肯定得给她照片啦。""}, {""sex"": ""1"", ""content"": ""我就想要张小可爱的照片怎么就这么难啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗人""}, {""sex"": ""1"", ""content"": ""我没骗人。""}, {""sex"": ""2"", ""content"": ""还不承认。""}, {""sex"": ""1"", ""content"": ""因为你是小仙女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有一场考试""}, {""sex"": ""1"", ""content"": ""加油，再坚持一场就胜利啦！""}, {""sex"": ""1"", ""content"": ""那你先安心考试，考完试就可以撒欢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子快疼死了""}, {""sex"": ""1"", ""content"": ""是不是乱吃东西了，怎么会突然肚子疼呢？""}, {""sex"": ""1"", ""content"": ""你这样我会很担心的，总是不好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这人就这样""}, {""sex"": ""1"", ""content"": ""你这人这样不是挺好的嘛。""}, {""sex"": ""1"", ""content"": ""个体差异，每个人都有她的脾气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会哄女孩子""}, {""sex"": ""1"", ""content"": ""我只哄我喜欢的女孩子。""}, {""sex"": ""1"", ""content"": ""你误会了，我并不是很会哄女孩子，我只对你这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""保护不了你""}, {""sex"": ""1"", ""content"": ""傻瓜，不用你保护我，我会好好保护你的。""}, {""sex"": ""1"", ""content"": ""你忍心看见我受到伤害吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天真可爱""}, {""sex"": ""1"", ""content"": ""你这么可爱真的合适吗？！""}, {""sex"": ""1"", ""content"": ""我就是喜欢这样的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈，真好""}, {""sex"": ""1"", ""content"": ""我也觉得有你的世界真好。""}, {""sex"": ""1"", ""content"": ""能看到你的笑也真的很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好吧我觉得""}, {""sex"": ""1"", ""content"": ""只是觉得还好啊，看来我还需要继续努力""}, {""sex"": ""1"", ""content"": ""好吧，我还以为你会觉得满意呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好亲爱的""}, {""sex"": ""1"", ""content"": ""晚上好呀，这么晚才找我是不是该惩罚你？""}, {""sex"": ""1"", ""content"": ""我的小仙女，今天过得怎么样呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要自己照顾好自己""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会照顾好你未来老公的。""}, {""sex"": ""1"", ""content"": ""顺带照顾你对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你连自己都照顾不好""}, {""sex"": ""1"", ""content"": ""所以我在努力的去照顾好自己顺带照顾你。""}, {""sex"": ""1"", ""content"": ""不试试怎么知道呢！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好吖""}, {""sex"": ""1"", ""content"": ""小仙女中午好，午饭吃了吗？""}, {""sex"": ""1"", ""content"": ""午饭时间跟你聊个天，比吃什么都顶饱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好呢""}, {""sex"": ""1"", ""content"": ""想说些漂亮的话哄你 但想来想去最漂亮的只有你” 午好??""}, {""sex"": ""1"", ""content"": ""午好，你那边也出太阳了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好，小哥哥""}, {""sex"": ""1"", ""content"": ""下午好呀！天气炎热，小姐姐多喝水哦""}, {""sex"": ""1"", ""content"": ""下午好啊小姐姐[心][心] ?，嗨皮嗨皮嗨皮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午呐""}, {""sex"": ""1"", ""content"": ""中午好，今天这大太阳都要把我烤焦了。""}, {""sex"": ""1"", ""content"": ""午安，小仙女要准备休息了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问嘛""}, {""sex"": ""1"", ""content"": ""你好！我刚来这不熟，可以向你问一条路吗？""}, {""sex"": ""1"", ""content"": ""你好，你是想问路呢？还是想推销呢？还是想认识帅哥呢？\t""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气好好啊""}, {""sex"": ""1"", ""content"": ""天气好的时候心情也特别好。""}, {""sex"": ""1"", ""content"": ""天气好是不是觉得很开心呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不好""}, {""sex"": ""1"", ""content"": ""是我不好，这么晚才遇见你。""}, {""sex"": ""1"", ""content"": ""我承认我不好，我确实对你动了坏心思。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好奇的""}, {""sex"": ""1"", ""content"": ""好奇陪我走余生的是不是你。""}, {""sex"": ""1"", ""content"": ""我也没好奇啊，毕竟好奇心害死猫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没想好呢""}, {""sex"": ""1"", ""content"": ""那这样吧，我们现在一起然后你慢慢想就好啦。""}, {""sex"": ""1"", ""content"": ""要不来我的怀里好好想想吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想回家碎觉""}, {""sex"": ""1"", ""content"": ""你家，我家还是如家？""}, {""sex"": ""1"", ""content"": ""不用回家睡，就在我怀里睡就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊,同学""}, {""sex"": ""1"", ""content"": ""我竟然有一个这么好看的同学？""}, {""sex"": ""1"", ""content"": ""小仙女你好呀，你找我有事吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的爱好""}, {""sex"": ""1"", ""content"": ""有爱好生活就不会过得太无聊啦""}, {""sex"": ""1"", ""content"": ""以后你的爱好也会成为我的爱好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近好困""}, {""sex"": ""1"", ""content"": ""是不是最近都没有好好睡觉啊，不然怎么会很困呢。""}, {""sex"": ""1"", ""content"": ""困的话就到我怀里来睡一觉吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样好吗？""}, {""sex"": ""1"", ""content"": ""我爱你这有什么不好的吗？""}, {""sex"": ""1"", ""content"": ""好不好试了才知道呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午问候语""}, {""sex"": ""1"", ""content"": ""我才起床，怎么就中午了""}, {""sex"": ""1"", ""content"": ""我在思考中午是吃土好还是喝西北风好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要好好学习天天向上""}, {""sex"": ""1"", ""content"": ""嗯嗯，我相信你会好好学习的。""}, {""sex"": ""1"", ""content"": ""你学习的时候肯定会走神想我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您是哪位？""}, {""sex"": ""1"", ""content"": ""你忘了吗？我是你的小哥哥呀""}, {""sex"": ""1"", ""content"": ""看来有必要让你想起来我是谁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你先休息""}, {""sex"": ""1"", ""content"": ""我已经准备好休息个没完了。""}, {""sex"": ""1"", ""content"": ""我休息的时候，你可千万不要太想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪里玩了""}, {""sex"": ""1"", ""content"": ""有你在哪里玩都无所谓的。""}, {""sex"": ""1"", ""content"": ""到我心里玩好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好不开心""}, {""sex"": ""1"", ""content"": ""需要我来帮你开心一下吗?""}, {""sex"": ""1"", ""content"": ""开不开心你自己知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊小姐姐""}, {""sex"": ""1"", ""content"": ""你好啊，不过可惜我是小哥哥""}, {""sex"": ""1"", ""content"": ""没有小姐姐，小哥哥可以吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姐姐在""}, {""sex"": ""1"", ""content"": ""姐姐姐姐的，都没有好好照顾我这个弟弟""}, {""sex"": ""1"", ""content"": ""姐姐，你可以陪弟弟聊聊天嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长的也不好看""}, {""sex"": ""1"", ""content"": ""谁说的，明明那么好看呀。""}, {""sex"": ""1"", ""content"": ""怎么叫不好看了，我说好看就好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你身材好""}, {""sex"": ""1"", ""content"": ""身材这么好，有没有吸引你呢。""}, {""sex"": ""1"", ""content"": ""身材再好没办法被你喜欢就是没用。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的身材""}, {""sex"": ""1"", ""content"": ""八块腹肌，想不想摸摸看。""}, {""sex"": ""1"", ""content"": ""我的完美身材可不是谁都能看的哦，但我可以给你特权。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生物课""}, {""sex"": ""1"", ""content"": ""以前最讨厌上生物课了。""}, {""sex"": ""1"", ""content"": ""那你可得好好听课，不可以走神想我了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会好好对你""}, {""sex"": ""1"", ""content"": ""我也会好好对你，我们会在一起一辈子的。""}, {""sex"": ""1"", ""content"": ""有你在我身边就是这辈子最幸福的事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问候早上好""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""早安！夜里的星星有没有我啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上不上课""}, {""sex"": ""1"", ""content"": ""那晚上咱们就可以约会了""}, {""sex"": ""1"", ""content"": ""白天上课已经很累了，晚上就该好好休息呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是我好吧""}, {""sex"": ""1"", ""content"": ""那肯定是你好呀。""}, {""sex"": ""1"", ""content"": ""看来这好人卡你是拿定了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在好饿啊！""}, {""sex"": ""1"", ""content"": ""来我家家，我给你煮东西吃。""}, {""sex"": ""1"", ""content"": ""饿肚子这种事情，出现在你身上很正常啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不饿？""}, {""sex"": ""1"", ""content"": ""饿啊，你准备啥时候开饭啊。""}, {""sex"": ""1"", ""content"": ""我要是不饿就奇了怪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累了就休息吧""}, {""sex"": ""1"", ""content"": ""那我可以倒在你身上嘛？""}, {""sex"": ""1"", ""content"": ""不累！我要努力让你过上好日子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要勒""}, {""sex"": ""1"", ""content"": ""不要总是拒绝我，试着接受好吗？""}, {""sex"": ""1"", ""content"": ""不许不要，给你的就收下吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不要勒""}, {""sex"": ""1"", ""content"": ""年轻人，不要拒绝的太快容易后悔的。""}, {""sex"": ""1"", ""content"": ""等你想要的时候，我就不给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安叭""}, {""sex"": ""1"", ""content"": ""小仙女晚安，记得到梦里赴我的约。""}, {""sex"": ""1"", ""content"": ""我晚上肯定会想你想到失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我头像可以叭。""}, {""sex"": ""1"", ""content"": ""只要是你的，必须是可以！""}, {""sex"": ""1"", ""content"": ""当然啦，这头像何止是可以啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻嘻太开心了叭""}, {""sex"": ""1"", ""content"": ""希望你能一直保持这么开心呀""}, {""sex"": ""1"", ""content"": ""开开心心多好呀，没有烦恼的小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午饭不好吃""}, {""sex"": ""1"", ""content"": ""不好吃是不是吃得很少啊？现在会不会饿？""}, {""sex"": ""1"", ""content"": ""那有没有吃点别的填肚子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好看的啊""}, {""sex"": ""1"", ""content"": ""再好看也没有你好看。""}, {""sex"": ""1"", ""content"": ""在我眼里好看的只有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好了啦""}, {""sex"": ""1"", ""content"": ""就喜欢你这样通情达理又貌美如花的女生。""}, {""sex"": ""1"", ""content"": ""这么快就答应我啦，我就知道你最好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""口嗨""}, {""sex"": ""1"", ""content"": ""想和我一起嗨起来吗""}, {""sex"": ""1"", ""content"": ""见到我是不是特别开心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说实话吧""}, {""sex"": ""1"", ""content"": ""难道你之前对我说的都是假话？""}, {""sex"": ""1"", ""content"": ""我对你说的话从来都是句句属实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实在话""}, {""sex"": ""1"", ""content"": ""跟你这么实在的小仙女聊天我觉得很开心。""}, {""sex"": ""1"", ""content"": ""我也从来不说虚假的话呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说谁""}, {""sex"": ""1"", ""content"": ""当然是说我眼前的无敌美少女了""}, {""sex"": ""1"", ""content"": ""说谁也不敢说你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说呢！""}, {""sex"": ""1"", ""content"": ""我说的话，我肯定会说喜欢你。""}, {""sex"": ""1"", ""content"": ""要让我说，那你准备好你这辈子当礼物了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说啥？""}, {""sex"": ""1"", ""content"": ""说一些关于你的事情。""}, {""sex"": ""1"", ""content"": ""说说我喜欢你的小秘密。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黑夜能跟我说啥了""}, {""sex"": ""1"", ""content"": ""他只能安静听你的述说。""}, {""sex"": ""1"", ""content"": ""你想听啥，他就会说啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在说啥呢？""}, {""sex"": ""1"", ""content"": ""我在说喜欢你，你没听到吗？""}, {""sex"": ""1"", ""content"": ""你猜，猜对了有奖呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说你呢""}, {""sex"": ""1"", ""content"": ""被点名了，我被喜欢的人点名了。""}, {""sex"": ""1"", ""content"": ""我一定会好好照顾你一辈子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想说啥就说吧""}, {""sex"": ""1"", ""content"": ""那我可以说喜欢你了吗？""}, {""sex"": ""1"", ""content"": ""那也得看你想听什么呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说胡话""}, {""sex"": ""1"", ""content"": ""我说的句句都是真心话呢。""}, {""sex"": ""1"", ""content"": ""是你让我脑袋不清醒说出这些话的。""}], ""lock"": 1}"
