"{""chat"": [{""sex"": ""2"", ""content"": ""今天请假了""}, {""sex"": ""1"", ""content"": ""刚好你请假 ，我又得知情报?不如一起去玩玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是女强人""}, {""sex"": ""1"", ""content"": ""独立自主的新时代女性，出于对你的欣赏，晚上请你看电影。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我是你在等的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你好吗""}, {""sex"": ""1"", ""content"": ""好，但我希望是对男朋友的那种好。""}, {""sex"": ""1"", ""content"": ""好到我想把你娶回家了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都知道了""}, {""sex"": ""1"", ""content"": ""那当然，还有什么是瞒得过我的吗？""}, {""sex"": ""1"", ""content"": ""我要是连这个都不知道怎么能说喜欢你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道回你什么""}, {""sex"": ""1"", ""content"": ""竟然让你觉得不知道回我什么，是我的问题。""}, {""sex"": ""1"", ""content"": ""你回什么我都会觉得开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么看出来""}, {""sex"": ""1"", ""content"": ""从你的容貌和眼睛就能看出来。""}, {""sex"": ""1"", ""content"": ""你这么好看我怎么看不出来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鬼哟""}, {""sex"": ""1"", ""content"": ""你见过鬼还有影子的吗！""}, {""sex"": ""1"", ""content"": ""我要是鬼，那你这辈子就没办法逃出我的手掌心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢这样的""}, {""sex"": ""1"", ""content"": ""那你告诉我你喜欢哪样的。""}, {""sex"": ""1"", ""content"": ""那你不喜欢咱们就不这样了，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以做朋友吗？""}, {""sex"": ""1"", ""content"": ""可以呀，要是能做男女朋友就更好了。""}, {""sex"": ""1"", ""content"": ""当然可以，很高兴能跟你这么可爱的女孩子做朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁会喜欢我""}, {""sex"": ""1"", ""content"": ""谁都有可能会喜欢你，就像现在的我喜欢你。""}, {""sex"": ""1"", ""content"": ""喜欢你的人很多，只是你没发现，你其实是很讨人喜欢的女孩子呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都懂""}, {""sex"": ""1"", ""content"": ""我知道你这么聪明肯定都会懂的""}, {""sex"": ""1"", ""content"": ""既然你都懂，是不是应该对我有所回应？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不想理我了""}, {""sex"": ""1"", ""content"": ""傻瓜，我怎么会不理你呢。""}, {""sex"": ""1"", ""content"": ""喜欢你还来不及，干嘛我要不理你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不了解你""}, {""sex"": ""1"", ""content"": ""没事，其实你不用了解我的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""因为我要开始慢慢去了解你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我飘""}, {""sex"": ""1"", ""content"": ""那你一定要飘走，我只好拉住你了。""}, {""sex"": ""1"", ""content"": ""你要是飘走了咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我么""}, {""sex"": ""1"", ""content"": ""我一天就想你两次，一次十二个小时""}, {""sex"": ""1"", ""content"": ""哼，你怎么现在才来问我想不想你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""公主病""}, {""sex"": ""1"", ""content"": ""把你宠出公主病来，是我不对。""}, {""sex"": ""1"", ""content"": ""你这个公主病，除了我，也没有谁能忍受得了了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没得治了""}, {""sex"": ""1"", ""content"": ""爱情都已经入骨髓了，怎么可能还有得治啊。""}, {""sex"": ""1"", ""content"": ""那我可以选择一个风水宝地了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得吗？""}, {""sex"": ""1"", ""content"": ""舍得舍得，有舍才有得""}, {""sex"": ""1"", ""content"": ""舍得千刀万剐，得个漂亮媳妇也值得""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不可以""}, {""sex"": ""1"", ""content"": ""那什么是可以的你总要告诉我嘛。""}, {""sex"": ""1"", ""content"": ""喜欢你总可以了吧，毕竟是我的事你管不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可以啊""}, {""sex"": ""1"", ""content"": ""那……可以做我女朋友吗？""}, {""sex"": ""1"", ""content"": ""太好啦，我还担心被你拒绝呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以发个红包给我买点东西吗""}, {""sex"": ""1"", ""content"": ""那你也可以发个红包让我娶你吗？""}, {""sex"": ""1"", ""content"": ""那你用你的一生来还吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想网恋?""}, {""sex"": ""1"", ""content"": ""不网恋，我明恋你。""}, {""sex"": ""1"", ""content"": ""那从今天起你就是我的小公主了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好你个头""}, {""sex"": ""1"", ""content"": ""你说的是哪个头呢？""}, {""sex"": ""1"", ""content"": ""我的头貌似没办法说好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头给你打掉""}, {""sex"": ""1"", ""content"": ""这么可爱的头你怎么舍得打掉！""}, {""sex"": ""1"", ""content"": ""那你想看一个无头的我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太幸运了""}, {""sex"": ""1"", ""content"": ""女生多笑，运气总是好的。""}, {""sex"": ""1"", ""content"": ""能不能让我沾沾你的幸运呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很忙很忙""}, {""sex"": ""1"", ""content"": ""忙至少可以证明你生活过得很充实。""}, {""sex"": ""1"", ""content"": ""忙的时候也要多多注意自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天忙吗""}, {""sex"": ""1"", ""content"": ""我会尽快把事情做完来陪小仙女的""}, {""sex"": ""1"", ""content"": ""忙呀，可是什么事情都没有你重要""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看手机。""}, {""sex"": ""1"", ""content"": ""看手机为什么不给我回消息？""}, {""sex"": ""1"", ""content"": ""要是我能变成你的手机就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚看手机""}, {""sex"": ""1"", ""content"": ""你没看到手机里一直在等你的我吗？""}, {""sex"": ""1"", ""content"": ""下次再不回我消息，我就直接给你打电话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么说我可爱""}, {""sex"": ""1"", ""content"": ""难道你不是可爱的小仙女吗？""}, {""sex"": ""1"", ""content"": ""你什么地方是不可爱的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你名字叫什么？""}, {""sex"": ""1"", ""content"": ""咦？小仙女不想叫我小哥哥了吗""}, {""sex"": ""1"", ""content"": ""我的名字只说一遍，你要好好记住哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问你叫什么名字""}, {""sex"": ""1"", ""content"": ""想知道未来老公叫啥嘛。""}, {""sex"": ""1"", ""content"": ""名字只是我我们相遇的契机而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜不到呢""}, {""sex"": ""1"", ""content"": ""这你都猜不到，是不是最近变笨了？""}, {""sex"": ""1"", ""content"": ""我已经猜到你猜不到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又没钱了""}, {""sex"": ""1"", ""content"": ""钱不是万能的，但是没有钱真的是万万不能。""}, {""sex"": ""1"", ""content"": ""没钱真的是太难受了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家都挺忙的""}, {""sex"": ""1"", ""content"": ""为了让自己变充实，才选择这么忙。""}, {""sex"": ""1"", ""content"": ""我也在忙着和你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得怎么说""}, {""sex"": ""1"", ""content"": ""那就直接说我爱你吧。""}, {""sex"": ""1"", ""content"": ""没想到小仙女也会有被难倒的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你骄傲吧""}, {""sex"": ""1"", ""content"": ""我还以为你会挫挫我的傲气呢""}, {""sex"": ""1"", ""content"": ""你这么放纵我，我可是会膨胀的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你活该""}, {""sex"": ""1"", ""content"": ""活该爱上你对不对。""}, {""sex"": ""1"", ""content"": ""可能是上辈子欠你的，这辈子还""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚下班回来""}, {""sex"": ""1"", ""content"": ""那是不是约一下吃饭呢？""}, {""sex"": ""1"", ""content"": ""才下班啊？辛苦我的宝宝了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中毒了你""}, {""sex"": ""1"", ""content"": ""所以要你来为我解毒呀。""}, {""sex"": ""1"", ""content"": ""我中了你的爱情毒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么是真心""}, {""sex"": ""1"", ""content"": ""可以说是世上最珍贵，  也最不值钱的东西""}, {""sex"": ""1"", ""content"": ""一个人对你好，叫真心。  一个人帮助你，也叫真心。  一个人惦记你，心疼你，更叫真心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""33岁""}, {""sex"": ""1"", ""content"": ""这个年纪跟我在一起正好合适呢。""}, {""sex"": ""1"", ""content"": ""我竟然没感觉出来，我还以为你是20岁呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那辛苦你了""}, {""sex"": ""1"", ""content"": ""一想到你，我就觉得所有的辛苦都是值得的。""}, {""sex"": ""1"", ""content"": ""为了我们的将来，辛苦一点不算什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想多了吧你""}, {""sex"": ""1"", ""content"": ""人总得有点梦想，万一实现了呢。""}, {""sex"": ""1"", ""content"": ""我只是在想你，怎么会想多呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不理你你也不找我""}, {""sex"": ""1"", ""content"": ""你不理我的时候，我担心我找你你会嫌我烦""}, {""sex"": ""1"", ""content"": ""难道你一直都在期待我找你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你肯定很花心""}, {""sex"": ""1"", ""content"": ""我的花心被你终结了。""}, {""sex"": ""1"", ""content"": ""但是我肯定不是花心大萝卜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你失眠""}, {""sex"": ""1"", ""content"": ""我会想你到失眠的""}, {""sex"": ""1"", ""content"": ""我要是失眠了我就要吵得你也睡不着觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠一整晚""}, {""sex"": ""1"", ""content"": ""怎么了，为什么会突然失眠呢？""}, {""sex"": ""1"", ""content"": ""你失眠该不会跟我有关系吧，是不是想我想得失眠了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家想要亲亲嘛""}, {""sex"": ""1"", ""content"": ""我这岂是想亲就能亲的呢。""}, {""sex"": ""1"", ""content"": ""亲亲？想的挺不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识我?""}, {""sex"": ""1"", ""content"": ""认识啊，你是我未来的女朋友。""}, {""sex"": ""1"", ""content"": ""与卿初相识，犹如故人归。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子疼死我了""}, {""sex"": ""1"", ""content"": ""好心疼，真希望我能替你承受疼痛。""}, {""sex"": ""1"", ""content"": ""又没有好好照顾自己，总是让我这么担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变娘了""}, {""sex"": ""1"", ""content"": ""男生在喜欢的人面前就是会变娘呀""}, {""sex"": ""1"", ""content"": ""怎么说话的，这是给你展现我另一面的魅力好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨嗨在干嘛呀""}, {""sex"": ""1"", ""content"": ""等小仙女好久啦！你终于出现啦！""}, {""sex"": ""1"", ""content"": ""你猜我在干嘛呢，猜对了给你一个大奖哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上请安""}, {""sex"": ""1"", ""content"": ""早安，早餐想吃什么，给你买""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭没吃""}, {""sex"": ""1"", ""content"": ""怎么可以没吃饭，这样会没力气上班的""}, {""sex"": ""1"", ""content"": ""走走走，我带你吃饭，吃饱饱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""温故而知新""}, {""sex"": ""1"", ""content"": ""可以为师矣""}, {""sex"": ""1"", ""content"": ""中华文化真是博大精深啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没那么自恋""}, {""sex"": ""1"", ""content"": ""那你为什么没有恋上我呢。""}, {""sex"": ""1"", ""content"": ""你这么好看，居然不自恋。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有故事""}, {""sex"": ""1"", ""content"": ""那你的故事呢？""}, {""sex"": ""2"", ""content"": ""我没有故事。""}, {""sex"": ""1"", ""content"": ""那从现在开始有了，我有故事，你有我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来，抱抱""}, {""sex"": ""1"", ""content"": ""爱的抱抱，我来啦！""}, {""sex"": ""1"", ""content"": ""抱一个貌似不太够啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想了解什么呀""}, {""sex"": ""1"", ""content"": ""与你相关的一切我都想了解。""}, {""sex"": ""1"", ""content"": ""我想了解得你都会告诉我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""扣钱""}, {""sex"": ""1"", ""content"": ""做我女朋友的话，钱都归你管。""}, {""sex"": ""1"", ""content"": ""多少钱？我拿我的真心抵押行不行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早～""}, {""sex"": ""1"", ""content"": ""我会是你的闹钟，明天跟你说早安""}, {""sex"": ""1"", ""content"": ""早啊，我的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安老公""}, {""sex"": ""1"", ""content"": ""早安，么么哒。""}, {""sex"": ""1"", ""content"": ""你比我还早啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不回我""}, {""sex"": ""1"", ""content"": ""我怎么敢不回你啊！怎么可能啊""}, {""sex"": ""1"", ""content"": ""一时间我正在想怎么回复你才好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我早就起床了""}, {""sex"": ""1"", ""content"": ""那么早起来，是太想我睡不着了吗？""}, {""sex"": ""1"", ""content"": ""我等着你叫醒我呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又没看见过""}, {""sex"": ""1"", ""content"": ""现在看一看不就好了吗。""}, {""sex"": ""1"", ""content"": ""我已经在梦里看过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别吃醋""}, {""sex"": ""1"", ""content"": ""你是希望再给我来点饺子吗？""}, {""sex"": ""1"", ""content"": ""你这样确定我能不吃醋？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想着想着就睡着了""}, {""sex"": ""1"", ""content"": ""看来想着我的时候特别好睡啊。""}, {""sex"": ""1"", ""content"": ""没事，你在梦里已经和我说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快困死了""}, {""sex"": ""1"", ""content"": ""困了就睡，可不允许我女朋友受委屈。""}, {""sex"": ""1"", ""content"": ""那赶紧找周公下下棋啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是妖魔鬼怪""}, {""sex"": ""1"", ""content"": ""那你是不是孙悟空，专门打妖魔鬼怪的。""}, {""sex"": ""1"", ""content"": ""我是一个孤单又灿烂的鬼怪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我需要什么""}, {""sex"": ""1"", ""content"": ""我掐指一算，你需要我。""}, {""sex"": ""1"", ""content"": ""你是小仙女什么都不缺，但需要我的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要跟我聊什么""}, {""sex"": ""1"", ""content"": ""什么都想跟你聊""}, {""sex"": ""1"", ""content"": ""想跟你聊你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有没有没有没有""}, {""sex"": ""1"", ""content"": ""说这么多遍没有，我怎么感觉有点不信啊。""}, {""sex"": ""1"", ""content"": ""有没有你自己心里没点数吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有些人活着活着就死了""}, {""sex"": ""1"", ""content"": ""死着死着就活过来了。""}, {""sex"": ""1"", ""content"": ""要死就死在你怀里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么也不想说""}, {""sex"": ""1"", ""content"": ""那你就静静地听我说吧。""}, {""sex"": ""1"", ""content"": ""既然不想说我也不勉强你，亲我一下就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕坏人""}, {""sex"": ""1"", ""content"": ""别怕，有我在，不会让你被坏人欺负的。""}, {""sex"": ""1"", ""content"": ""我也怕坏人把你这么可爱的小姑娘抓走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中秋快乐啊""}, {""sex"": ""1"", ""content"": ""小可爱中秋节快乐呀，吃饼赏月陪家人，一样都不能少哦""}, {""sex"": ""1"", ""content"": ""月满，爱也满，中秋快乐！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱的弟弟""}, {""sex"": ""1"", ""content"": ""不要给我扣上弟弟的帽子，我不想只做你的弟弟""}, {""sex"": ""1"", ""content"": ""有这么可爱的弟弟是不是每天都很开心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭没。""}, {""sex"": ""1"", ""content"": ""如果我说没有，你是不是准备请我吃饭了？""}, {""sex"": ""1"", ""content"": ""没有你在，我连吃饭的欲望都没了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是渣男吧""}, {""sex"": ""1"", ""content"": ""难道你希望我是渣男吗？""}, {""sex"": ""1"", ""content"": ""你见过渣男长得这么一张你喜欢的脸吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次见面是什么时候呢""}, {""sex"": ""1"", ""content"": ""只要你想啥时候都可以。""}, {""sex"": ""1"", ""content"": ""你约我的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也梦到你了""}, {""sex"": ""1"", ""content"": ""梦到我对你说喜欢你了吗。""}, {""sex"": ""1"", ""content"": ""看来我们的梦相连了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来上课了""}, {""sex"": ""1"", ""content"": ""早就起来了，想你想到自然醒好不好。""}, {""sex"": ""1"", ""content"": ""要亲亲才肯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想起来了""}, {""sex"": ""1"", ""content"": ""你是赖床大王，你说了算。""}, {""sex"": ""1"", ""content"": ""那我能咋办，把你拖起来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛去了呀""}, {""sex"": ""1"", ""content"": ""干嘛去什么不重要，重要的是你希望我去干嘛""}, {""sex"": ""1"", ""content"": ""我想去干嘛你会陪着我去做吗\t""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少吹牛""}, {""sex"": ""1"", ""content"": ""我要是吹牛，牛早就吹飞了。""}, {""sex"": ""1"", ""content"": ""我这种老实人，怎么可以吹牛呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我基本上都不吃早餐""}, {""sex"": ""1"", ""content"": ""从现在开始我要监督你改掉这个坏习惯。""}, {""sex"": ""1"", ""content"": ""可是不吃早餐容易发胖哦，还是按时吃早餐好知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么早""}, {""sex"": ""1"", ""content"": ""我想早点起床，这样就能跟你多说几句话了""}, {""sex"": ""1"", ""content"": ""不早了，太阳都晒屁股了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你们幸福""}, {""sex"": ""1"", ""content"": ""傻瓜，跟你在一起我才会有幸福啊。""}, {""sex"": ""1"", ""content"": ""我不要你的祝福，我要跟你一起幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙着玩手机""}, {""sex"": ""1"", ""content"": ""明明在玩手机也不给我回消息，好过分。""}, {""sex"": ""1"", ""content"": ""你要是把玩手机的心思花在找对象上也不至于到现在还单身啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太阳不错""}, {""sex"": ""1"", ""content"": ""天气这么好，好适合约会呀""}, {""sex"": ""1"", ""content"": ""我觉得太阳底下的你不错""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""湘妹子""}, {""sex"": ""1"", ""content"": ""湘妹子都很能吃辣哦""}, {""sex"": ""1"", ""content"": ""原来是湖南的姑娘，那肯定是大美女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是谁，你是谁""}, {""sex"": ""1"", ""content"": ""等你知道我是谁，你就会爱上我的""}, {""sex"": ""1"", ""content"": ""我是谁，我会好好介绍的，你要认真听哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗脸了""}, {""sex"": ""1"", ""content"": ""真想看看你美得冒泡的素颜。""}, {""sex"": ""1"", ""content"": ""你不怕把你的美洗掉吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡午觉了""}, {""sex"": ""1"", ""content"": ""午安哦，希望你睡醒想到的还是我的""}, {""sex"": ""1"", ""content"": ""那你记得睡觉醒来想我三千遍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我说什么好""}, {""sex"": ""1"", ""content"": ""说喜欢我就好。""}, {""sex"": ""1"", ""content"": ""什么都不用说了，亲我就行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在对男的不感兴趣""}, {""sex"": ""1"", ""content"": ""难道你现在是对女生感兴趣了？""}, {""sex"": ""1"", ""content"": ""巧了，我也对男的也不怎么感兴趣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""继承花呗""}, {""sex"": ""1"", ""content"": ""你让我帮你还花呗有必要说成这样吗？""}, {""sex"": ""1"", ""content"": ""我不！我的花呗还有很多""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理你了拜拜""}, {""sex"": ""1"", ""content"": ""不要拜拜呀，你不理我我会难过的。""}, {""sex"": ""1"", ""content"": ""你不理我我也要一直给你发消息，看你怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见了""}, {""sex"": ""1"", ""content"": ""我这不是已经遇见你了吗。""}, {""sex"": ""1"", ""content"": ""有时候遇见也是件很辛苦的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不负遇见""}, {""sex"": ""1"", ""content"": ""我定不负你。""}, {""sex"": ""1"", ""content"": ""感谢上苍让我遇见你，我会好好珍惜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥喜欢的东西白？""}, {""sex"": ""1"", ""content"": ""最喜欢的莫过于你了。""}, {""sex"": ""1"", ""content"": ""没什么喜欢的东西，不过喜欢的你倒是有一个""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又长不好看""}, {""sex"": ""1"", ""content"": ""你能不能不眨眼说瞎话啊。""}, {""sex"": ""1"", ""content"": ""但是我觉得你长得好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看到什么就吃什么""}, {""sex"": ""1"", ""content"": ""看到我能把我吃了？""}, {""sex"": ""1"", ""content"": ""我家的米缸真的是有点危险了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累趴了""}, {""sex"": ""1"", ""content"": ""来，趴在我背上吧。""}, {""sex"": ""1"", ""content"": ""累了就在家好好休息，别再乱跑啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不跟我说话""}, {""sex"": ""1"", ""content"": ""我也想跟你说话，可是我一跟你说话就紧张。""}, {""sex"": ""1"", ""content"": ""我是怕打扰到你，一直不敢跟你说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在梦里打醒我""}, {""sex"": ""1"", ""content"": ""那前提是你先让我进你梦里啊。""}, {""sex"": ""1"", ""content"": ""我不！我舍不得打你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第三个""}, {""sex"": ""1"", ""content"": ""希望我是你的最后一个。""}, {""sex"": ""1"", ""content"": ""不管是第几个都好，只要现在是我就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吵完架""}, {""sex"": ""1"", ""content"": ""吵架是解决不了问题的，还是要好好说好吗？""}, {""sex"": ""1"", ""content"": ""怎么有人舍得跟你吵架呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是，我不会做饭""}, {""sex"": ""1"", ""content"": ""那没办法了，我看来得当个家庭煮男了。""}, {""sex"": ""1"", ""content"": ""那你有口福了，我会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也好饿""}, {""sex"": ""1"", ""content"": ""你能告诉我吃饱是什么感觉吗？""}, {""sex"": ""1"", ""content"": ""那个谁一会想跟我去吃个宵夜哇""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看看就好了""}, {""sex"": ""1"", ""content"": ""我怕我看了就爱上你了。""}, {""sex"": ""1"", ""content"": ""看不够啊，那咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是直女""}, {""sex"": ""1"", ""content"": ""直男配直女，绝配。""}, {""sex"": ""1"", ""content"": ""我就喜欢直女，嘻嘻。""}], ""lock"": 1}"
