"{""chat"": [{""sex"": ""1"", ""content"": ""你觉得怎样更好看些？?""}, {""sex"": ""1"", ""content"": ""我需要点意见。你说我是戴眼镜好看还是不戴好看？""}, {""sex"": ""2"", ""content"": ""我觉得这样好看一点。""}, {""sex"": ""1"", ""content"": ""我朋友说我戴眼镜的时候像的特工！""}, {""sex"": ""2"", ""content"": ""没错，就是像。""}, {""sex"": ""1"", ""content"": ""为什么你认为这样好？""}, {""sex"": ""2"", ""content"": ""（说出她的意见）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""为什么谢谢我?""}, {""sex"": ""1"", ""content"": ""我觉得这里很热，但你的眼神很冷，站在你隔壁我觉得特别凉快，所以谢谢你。""}, {""sex"": ""2"", ""content"": ""哈哈哈~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好逗哦""}, {""sex"": ""1"", ""content"": ""我只是幽默风趣，不想我们的聊天枯燥乏味。""}, {""sex"": ""1"", ""content"": ""能逗你开心不就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会撩人啊""}, {""sex"": ""1"", ""content"": ""套路是我学的，撩你是认真的。""}, {""sex"": ""1"", ""content"": ""这都让你发现了，看来你才是老司机啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真不会聊天""}, {""sex"": ""1"", ""content"": ""没事，我会陪你一起慢慢聊天的。""}, {""sex"": ""1"", ""content"": ""不用聊天，我撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天还是聊天""}, {""sex"": ""1"", ""content"": ""我就是想和你聊天而已。""}, {""sex"": ""1"", ""content"": ""聊聊我们的过去和未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩我吧，我很好撩的""}, {""sex"": ""1"", ""content"": ""你就放心吧，我会好好撩你的。""}, {""sex"": ""1"", ""content"": ""这么期待被我撩吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心脏痛""}, {""sex"": ""1"", ""content"": ""你这心痛的感觉让我有点难受了。""}, {""sex"": ""1"", ""content"": ""有我护着你，怎么会让你心脏疼呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴挺会说的""}, {""sex"": ""1"", ""content"": ""要和仙女说话的嘴，岂能不会说啊。""}, {""sex"": ""1"", ""content"": ""这么会说的是不是第一次看到啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么会撩呢""}, {""sex"": ""1"", ""content"": ""那都是为了遇见你专门训练过的。""}, {""sex"": ""1"", ""content"": ""再会撩还是没能撩动你的心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就会说甜言蜜语。""}, {""sex"": ""1"", ""content"": ""这个甜言蜜语只对你一人说。""}, {""sex"": ""1"", ""content"": ""积攒了那么久，只想一次性对你说完。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜言蜜语也是可以的""}, {""sex"": ""1"", ""content"": ""我怕你被甜言蜜语所淹没。""}, {""sex"": ""1"", ""content"": ""太甜容易胖知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会撩了你""}, {""sex"": ""1"", ""content"": ""那也不见得我撩动你了。""}, {""sex"": ""1"", ""content"": ""这都是为了撩你准备的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会爱上我""}, {""sex"": ""1"", ""content"": ""要我爱上你，还得看你的表现""}, {""sex"": ""1"", ""content"": ""这么笃定？我可不能保证我会爱上你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""六一快乐。""}, {""sex"": ""1"", ""content"": ""小仙女快乐我就快乐呀。""}, {""sex"": ""1"", ""content"": ""六一快乐，愿你做一个长不大的小朋友，天天开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么保护""}, {""sex"": ""1"", ""content"": ""你不用管我是怎么保护的，你只要知道我是绝对不会让你受到伤害的""}, {""sex"": ""1"", ""content"": ""把你抱在怀里保护行不行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我眼睛有点疼""}, {""sex"": ""1"", ""content"": ""是不是进沙子了，要不我帮你吹吹？""}, {""sex"": ""1"", ""content"": ""你是不是偷看我洗澡了，所以眼睛疼？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你的真诚""}, {""sex"": ""1"", ""content"": ""希望这份真诚可以给你带来点什么。""}, {""sex"": ""1"", ""content"": ""那你可以对我有点真诚嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气挺好""}, {""sex"": ""1"", ""content"": ""正好适合我们出门约会。""}, {""sex"": ""1"", ""content"": ""好到我们都可以一起出去玩了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的想象力真丰富""}, {""sex"": ""1"", ""content"": ""脑子里面住了个你，能不丰富吗。""}, {""sex"": ""1"", ""content"": ""敢想才是硬道理！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""风度""}, {""sex"": ""1"", ""content"": ""我会让你感受到我是个有风度的男人的""}, {""sex"": ""1"", ""content"": ""仙气飘飘的你配上风度翩翩的我刚刚好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在躲雨""}, {""sex"": ""1"", ""content"": ""没带伞吗？那你有没有被雨淋到？""}, {""sex"": ""1"", ""content"": ""想起了周杰伦的那句歌词“最美的不是下雨天是曾与你躲过雨的屋檐”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/微笑_GIF][/微笑_GIF]""}, {""sex"": ""1"", ""content"": ""你随意的一笑，就轻易带走了我的心。""}, {""sex"": ""1"", ""content"": ""你的微笑应该很甜美，真想亲眼看看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀[微笑]""}, {""sex"": ""1"", ""content"": ""真想亲眼看到你的微笑呢""}, {""sex"": ""1"", ""content"": ""小仙女的笑真的很让人心动呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这种哦""}, {""sex"": ""1"", ""content"": ""这种是哪种哦，你说清楚嘛。""}, {""sex"": ""1"", ""content"": ""这种看起来好像很不错的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好看的？""}, {""sex"": ""1"", ""content"": ""我想把你印在我的眼睛里""}, {""sex"": ""1"", ""content"": ""好不好看，我不知道 但是我看不够。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用你看""}, {""sex"": ""1"", ""content"": ""你这么好看为什么不让我看呢。""}, {""sex"": ""1"", ""content"": ""让我看一眼，反正又不会死。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点了解我""}, {""sex"": ""1"", ""content"": ""我喜欢多多了解你。""}, {""sex"": ""1"", ""content"": ""喜欢你总得去了解你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你了解过我吗""}, {""sex"": ""1"", ""content"": ""你给过我机会去了解你吗！""}, {""sex"": ""1"", ""content"": ""我为什么没有了解你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没感觉到啊""}, {""sex"": ""1"", ""content"": ""我的心就在你那啊，你好好感觉一下。""}, {""sex"": ""1"", ""content"": ""感觉有时候会骗人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""飘飘欲仙""}, {""sex"": ""1"", ""content"": ""你这样会让我神魂颠倒的。""}, {""sex"": ""1"", ""content"": ""只要是跟你在一起，我都会有飘飘欲仙的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么想我""}, {""sex"": ""1"", ""content"": ""对啊，我就是这么想你。""}, {""sex"": ""1"", ""content"": ""想你想的心花怒放。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要点脸吧""}, {""sex"": ""1"", ""content"": ""对你，我就不要脸""}, {""sex"": ""1"", ""content"": ""我就是不要脸 因为世界上还有更不要脸的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么照顾我""}, {""sex"": ""1"", ""content"": ""我会用尽全力的照顾你！""}, {""sex"": ""1"", ""content"": ""你希望我怎么照顾你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天开始""}, {""sex"": ""1"", ""content"": ""不要从明天了，就从现在开始吧""}, {""sex"": ""1"", ""content"": ""那你可要坚持住哦，我会好好监督你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么会撩呀""}, {""sex"": ""1"", ""content"": ""我就是想撩你！""}, {""sex"": ""1"", ""content"": ""那你准备好被我撩了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会撩呀""}, {""sex"": ""1"", ""content"": ""那你怎么还没被我撩动呢。""}, {""sex"": ""1"", ""content"": ""这都是为你学习。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想听你说""}, {""sex"": ""1"", ""content"": ""你不听我说怎么知道我的心意呢？""}, {""sex"": ""1"", ""content"": ""那你就听我唱吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么都不想听""}, {""sex"": ""1"", ""content"": ""那就换你说，我在这里静静的听。""}, {""sex"": ""1"", ""content"": ""你是怕听了之后心会受不了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们算什么关系""}, {""sex"": ""1"", ""content"": ""你希望我们是什么关系呢。""}, {""sex"": ""1"", ""content"": ""友达以上，恋人未满""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我死都不会离开你""}, {""sex"": ""1"", ""content"": ""你若不离，我必不弃""}, {""sex"": ""1"", ""content"": ""那你以后想跑都没机会咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天工作忙吧""}, {""sex"": ""1"", ""content"": ""再忙也会有时间来想想你。""}, {""sex"": ""1"", ""content"": ""你找我的话就不会忙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才胖了""}, {""sex"": ""1"", ""content"": ""没胖没胖，你一直都是最苗条的小仙女。""}, {""sex"": ""1"", ""content"": ""我好像是胖了，最近吃得太好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里都不乖""}, {""sex"": ""1"", ""content"": ""我觉得我哪哪都很乖的呀。""}, {""sex"": ""1"", ""content"": ""我怎么不乖了，我明显都很乖啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""几天没聊天了""}, {""sex"": ""1"", ""content"": ""是啊，仙女最近是不是太忙了，都没时间理我。""}, {""sex"": ""1"", ""content"": ""虽然几天没聊了，但是我每天都在想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要我怎么表现""}, {""sex"": ""1"", ""content"": ""你怎么表现都可以啊，反正腻一直都很好""}, {""sex"": ""1"", ""content"": ""当然是把你好的一面展现出来啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你不行了""}, {""sex"": ""1"", ""content"": ""呸呸呸，你才不行，男人不能不行。""}, {""sex"": ""1"", ""content"": ""我很行的，难道你不知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太好笑了""}, {""sex"": ""1"", ""content"": ""小仙女的笑点这么低呀。""}, {""sex"": ""1"", ""content"": ""就希望你能天天开心，笑口常开。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底在哪里""}, {""sex"": ""1"", ""content"": ""我在你心里，你难道没有感应嘛？""}, {""sex"": ""1"", ""content"": ""我说了我在哪，你会来找我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近很忙嘛""}, {""sex"": ""1"", ""content"": ""在忙什么，你可不要累坏了啊。""}, {""sex"": ""1"", ""content"": ""是啊，有很多工作都比较难处理。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙吗？""}, {""sex"": ""1"", ""content"": ""别人问是很忙的，小仙女问是不忙的""}, {""sex"": ""1"", ""content"": ""不忙！能为小仙女服务是我的荣幸！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经验丰富""}, {""sex"": ""1"", ""content"": ""经验丰富意味着吃过的苦也多。""}, {""sex"": ""1"", ""content"": ""积攒的经验都是为了更好遇见你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""戒酒了""}, {""sex"": ""1"", ""content"": ""可你是我戒不掉的酒，让我沉醉其中。""}, {""sex"": ""1"", ""content"": ""酒瘾可以戒，但我你不能戒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭早""}, {""sex"": ""1"", ""content"": ""可惜还是没能和你一起吃""}, {""sex"": ""1"", ""content"": ""早点吃完就可以早点躺回床上了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你吵醒""}, {""sex"": ""1"", ""content"": ""我的错我的错，那你想怎么惩罚我呢？""}, {""sex"": ""1"", ""content"": ""哪里是吵醒你嘛，我这是叫你起床呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想要浪漫的圣诞节""}, {""sex"": ""1"", ""content"": ""我想要个浪漫的你陪我过圣诞节！""}, {""sex"": ""1"", ""content"": ""巧了，我刚好可以满足你的需求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在找男朋友""}, {""sex"": ""1"", ""content"": ""那你肯定是在找我吧。""}, {""sex"": ""1"", ""content"": ""我这不是已经出现在你身边了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥也不缺""}, {""sex"": ""1"", ""content"": ""唯独缺了一个我这样的男朋友。""}, {""sex"": ""1"", ""content"": ""但是我缺你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好，哪位""}, {""sex"": ""1"", ""content"": ""现在还不好说，有可能是你心里那位。""}, {""sex"": ""1"", ""content"": ""我是国家给你分配的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我喜欢什么""}, {""sex"": ""1"", ""content"": ""我貌似没有什么理由不知道吧。""}, {""sex"": ""1"", ""content"": ""了解你之后我就什么都了解了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会对我好吗""}, {""sex"": ""1"", ""content"": ""我有什么理由不对你好呢。""}, {""sex"": ""1"", ""content"": ""不敢打包票，但是一定会""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没套路""}, {""sex"": ""1"", ""content"": ""我对你说的每一句话都是真心实意。""}, {""sex"": ""1"", ""content"": ""套路是学会了，但舍不得套你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在是在撩我吗""}, {""sex"": ""1"", ""content"": ""难道我现在不是在撩你吗。""}, {""sex"": ""1"", ""content"": ""那请问你现在被我撩动心了没。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在不忙""}, {""sex"": ""1"", ""content"": ""忙啊，要是不忙就奇怪了。""}, {""sex"": ""1"", ""content"": ""我正在努力的让自己变得更好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""修养""}, {""sex"": ""1"", ""content"": ""做有修养的人，与有修养的人交往。""}, {""sex"": ""1"", ""content"": ""修养太重要了，在与一个人相处中就能感受到""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚健身回来""}, {""sex"": ""1"", ""content"": ""健身后流汗的感觉是不是特别爽。""}, {""sex"": ""1"", ""content"": ""难怪身材这么好，原来是经常健身呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不辛苦啊""}, {""sex"": ""1"", ""content"": ""就算辛苦你也不会说，你总是把正式想法藏起来，不想让别人担心。""}, {""sex"": ""1"", ""content"": ""那辛苦你一下，把小宝贝的心给我送过来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不忙啊？""}, {""sex"": ""1"", ""content"": ""就算忙我也有点时间来想你吧。""}, {""sex"": ""1"", ""content"": ""忙啊，不过忙里偷闲还是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这人还挺自恋""}, {""sex"": ""1"", ""content"": ""我就不信你不自恋。""}, {""sex"": ""1"", ""content"": ""我除了自恋我还恋你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝了一瓶啤酒""}, {""sex"": ""1"", ""content"": ""一瓶不够啊！多来几瓶""}, {""sex"": ""1"", ""content"": ""喝点酒晚上才睡的比较好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""技能""}, {""sex"": ""1"", ""content"": ""我的技能就是喜欢你呀""}, {""sex"": ""1"", ""content"": ""我可是有很多技能的哦，等你慢慢解锁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上去吃饭了""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你吃饱点哦，不要饿着了""}, {""sex"": ""1"", ""content"": ""准备去吃什么好吃的嘞？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你快去吃饭""}, {""sex"": ""1"", ""content"": ""遵命，我会听小仙女的话好好吃饭的。""}, {""sex"": ""1"", ""content"": ""乖乖吃饭会有奖励嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都快饿死了""}, {""sex"": ""1"", ""content"": ""那就要去吃饭，赶快的！""}, {""sex"": ""1"", ""content"": ""要不，我的肉先给你吃一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定是想我了""}, {""sex"": ""1"", ""content"": ""知道我想你了是不是应该有什么表示？""}, {""sex"": ""1"", ""content"": ""原来你知道我想的是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看不见""}, {""sex"": ""1"", ""content"": ""《小王子》里有一句话我觉得说得特别好。""}, {""sex"": ""2"", ""content"": ""什么话？""}, {""sex"": ""1"", ""content"": ""真正重要的东西用眼睛是看不见的，要用心去感受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我上课去了啊""}, {""sex"": ""1"", ""content"": ""去吧，我这边等着你下课。""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吃的地方""}, {""sex"": ""1"", ""content"": ""那太多了，你是想怎么样好吃的呢？""}, {""sex"": ""1"", ""content"": ""吃货只关心好吃的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太欺负人了""}, {""sex"": ""1"", ""content"": ""我就是要欺负你一辈子！""}, {""sex"": ""1"", ""content"": ""我欺负下我未来老婆不行吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你成功引起了我的注意""}, {""sex"": ""1"", ""content"": ""你终于被我的帅气吸引了呀。""}, {""sex"": ""1"", ""content"": ""你也成功的吸引了我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想要什么""}, {""sex"": ""1"", ""content"": ""其实什么都是可以的。""}, {""sex"": ""2"", ""content"": ""真的吗？""}, {""sex"": ""1"", ""content"": ""只要是你给的我都喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事鸭""}, {""sex"": ""1"", ""content"": ""没事可以找事，你好，我叫事""}, {""sex"": ""1"", ""content"": ""女生的没事潜台词就是有事吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生是不是都喜欢温柔的女孩子""}, {""sex"": ""1"", ""content"": ""男生都有不同胃口，所以选择也不同。""}, {""sex"": ""1"", ""content"": ""女孩子不温柔真的好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上班吗""}, {""sex"": ""1"", ""content"": ""一直都在努力搬砖呢""}, {""sex"": ""1"", ""content"": ""上班也不是不可以跟你聊天呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想和你说了""}, {""sex"": ""1"", ""content"": ""你不说我就当你是害羞了。""}, {""sex"": ""1"", ""content"": ""那要不我们见面聊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有惊喜""}, {""sex"": ""1"", ""content"": ""究竟是惊喜还是惊吓哦？""}, {""sex"": ""1"", ""content"": ""那我可得好好期待一下这个惊喜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课上课""}, {""sex"": ""1"", ""content"": ""那你好好学习，下课再约咯。""}, {""sex"": ""1"", ""content"": ""安心上课吧，保持联系！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥子啊""}, {""sex"": ""1"", ""content"": ""哪里有这么多为什么！""}, {""sex"": ""1"", ""content"": ""你上辈子是十万个为什么吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最好什么都不知道""}, {""sex"": ""1"", ""content"": ""我现在只知道喜欢你了。""}, {""sex"": ""1"", ""content"": ""知之为知之，不知为不知。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去吃饭了你吃饭没""}, {""sex"": ""1"", ""content"": ""你都这么说了，一起咯""}, {""sex"": ""1"", ""content"": ""吃了不过不介意和你一起再吃一顿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是累""}, {""sex"": ""1"", ""content"": ""累就给自己放个假，别总勉强自己""}, {""sex"": ""1"", ""content"": ""我宁愿是我累，我也不想你这么累""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还累""}, {""sex"": ""1"", ""content"": "" 那你要不要让我帮你？""}, {""sex"": ""1"", ""content"": ""累是累了一点，不过其实还好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是真的不好看""}, {""sex"": ""1"", ""content"": ""我得看了才知道好不好看啊。""}, {""sex"": ""1"", ""content"": ""我觉得你好看不就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呀，挺会说的么""}, {""sex"": ""1"", ""content"": ""那必须的，要是不会说怎么哄得动你呢。""}, {""sex"": ""1"", ""content"": ""能说会道才能讨丈母娘欢心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别吹牛了""}, {""sex"": ""1"", ""content"": ""不吹牛，怎么让你在天上飞呢。""}, {""sex"": ""1"", ""content"": ""吹牛一时爽，一直吹牛一直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再有下次怎么办""}, {""sex"": ""1"", ""content"": ""这种事情当然是没有下一次啦。""}, {""sex"": ""1"", ""content"": ""为什么会有下一次啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有心就行了""}, {""sex"": ""1"", ""content"": ""心不是一直都有的吗？""}, {""sex"": ""1"", ""content"": ""有心还得有我这个人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你醒这么早啊""}, {""sex"": ""1"", ""content"": ""早点醒来感觉心情都会好点。""}, {""sex"": ""1"", ""content"": ""醒的早不如醒的巧啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偷菜""}, {""sex"": ""1"", ""content"": ""都什么年代了，你还在玩偷菜的游戏？""}, {""sex"": ""1"", ""content"": ""你是我的菜，所以我要把你偷回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿你被世界温柔以待""}, {""sex"": ""1"", ""content"": ""只要你对我温柔以待就足够了。""}, {""sex"": ""1"", ""content"": ""这个世界有一个温柔的你我就知足了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近老失眠""}, {""sex"": ""1"", ""content"": ""那应该是最近老想我。""}, {""sex"": ""1"", ""content"": ""失眠很难受的，我能明白你的苦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小表情""}, {""sex"": ""1"", ""content"": ""好想看看你可可爱爱的小表情啊""}, {""sex"": ""1"", ""content"": ""你不觉得这些小表情很能表达情绪嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么感觉""}, {""sex"": ""1"", ""content"": ""别感觉了，你来试试不就好了。""}, {""sex"": ""1"", ""content"": ""有时候感觉是会出现失误的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁""}, {""sex"": ""1"", ""content"": ""我就猜你肯定不知道我是谁""}, {""sex"": ""2"", ""content"": ""是啊，我不知道""}, {""sex"": ""1"", ""content"": ""告诉你吧，我是个只喝草莓味牛奶的酷boy""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊？""}, {""sex"": ""1"", ""content"": ""我是国家分配给你的老公""}, {""sex"": ""1"", ""content"": ""那我要想想我要用什么身份和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要睡午觉了""}, {""sex"": ""1"", ""content"": ""好好睡午觉，下午才能精力充沛。""}, {""sex"": ""1"", ""content"": ""希望你睡醒想到的第一个人是我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我摔跤了""}, {""sex"": ""1"", ""content"": ""以后走路我来背你好不好呀。""}, {""sex"": ""1"", ""content"": ""你准备让我心疼死吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带吃的给我""}, {""sex"": ""1"", ""content"": ""想吃啥好吃的，告诉我。""}, {""sex"": ""1"", ""content"": ""小吃货，心里就只想着吃的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心软是病""}, {""sex"": ""1"", ""content"": ""毕竟你是我心底最柔软的部分啊。""}, {""sex"": ""1"", ""content"": ""可是我对你心硬不起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是不是很年轻""}, {""sex"": ""1"", ""content"": ""你年年十八，哪能不年轻啊。""}, {""sex"": ""1"", ""content"": ""你这童颜，心里没点数吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快来我怀里""}, {""sex"": ""1"", ""content"": ""不应该是快来我碗里吗。""}, {""sex"": ""1"", ""content"": ""我马上麻溜的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱着我睡觉""}, {""sex"": ""1"", ""content"": ""那要是以后习惯了咋办啊。""}, {""sex"": ""1"", ""content"": ""抱着你，我怕是我是睡不着啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近做噩梦""}, {""sex"": ""1"", ""content"": ""肯定是因为我没能在梦里保护你！""}, {""sex"": ""1"", ""content"": ""我睡在你旁边，你就不会做噩梦了。""}], ""lock"": 1}"
