"{""chat"": [{""sex"": ""2"", ""content"": ""早鸭""}, {""sex"": ""1"", ""content"": ""早安，么么哒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""我不好""}, {""sex"": ""2"", ""content"": ""咋啦？""}, {""sex"": ""1"", ""content"": ""没能早点认识你""}, {""sex"": ""2"", ""content"": ""现在也不晚""}, {""sex"": ""1"", ""content"": ""晚的很，早点孩子都打酱油了，都要操心孩子作业了?""}, {""sex"": ""2"", ""content"": ""想那么远?""}, {""sex"": ""1"", ""content"": ""我们还是走个过程，先来个自我介绍""}, {""sex"": ""2"", ""content"": ""我没出息""}, {""sex"": ""1"", ""content"": ""很好，绝配，恰好我很有出息?""}, {""sex"": ""2"", ""content"": ""你果然会聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""想不想养狗啊""}, {""sex"": ""2"", ""content"": ""什么狗啊?""}, {""sex"": ""1"", ""content"": ""单身的那种狗，比如说我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信与不信""}, {""sex"": ""1"", ""content"": ""不管怎样，我永远相信你""}, {""sex"": ""1"", ""content"": ""我知道你是个诚实的女孩，你不会骗我的，所以我相信你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么不好""}, {""sex"": ""1"", ""content"": ""你没在我身边，我觉得什么都不好。""}, {""sex"": ""1"", ""content"": ""不好就是不好，还需要理由吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微笑""}, {""sex"": ""1"", ""content"": ""笑得这么好看是想迷惑我吗？""}, {""sex"": ""1"", ""content"": ""你笑起来真好看，比春天的花儿还好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个耿直的微笑""}, {""sex"": ""1"", ""content"": ""对方回应你一个礼貌又不失气度的微笑。""}, {""sex"": ""1"", ""content"": ""看来我喜欢的是个耿直girl。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好开心啊""}, {""sex"": ""1"", ""content"": ""你的开心让我也觉得好开心。""}, {""sex"": ""1"", ""content"": ""我希望你能一直做一个开心的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱们都还没了解过""}, {""sex"": ""1"", ""content"": ""未来我们还有很多时间去了解啊。""}, {""sex"": ""1"", ""content"": ""正好我们不是可以好好了解吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我的问题吗""}, {""sex"": ""1"", ""content"": ""当然是你的问题了，你得好好反思一下。""}, {""sex"": ""1"", ""content"": ""不是你的问题，是我们的问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你走吧，我不要你了""}, {""sex"": ""1"", ""content"": ""我活着是你的人，死了就是你的鬼。""}, {""sex"": ""1"", ""content"": ""这辈子的依靠在这，怎么可以说不要就不要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又是要命的一天""}, {""sex"": ""1"", ""content"": ""又是要命搬砖的一天了。""}, {""sex"": ""1"", ""content"": ""又是可以想你的一天好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说不可以就不可以""}, {""sex"": ""1"", ""content"": ""好好好，不可以就不可以，都听你的。""}, {""sex"": ""1"", ""content"": ""那你至少要给我一个不可以的理由对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦中情人""}, {""sex"": ""1"", ""content"": ""你什么时候要把我这个梦中情人变成现实中的情人啊？""}, {""sex"": ""1"", ""content"": ""梦里见过你无数次，都不如现实中见你一面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气太差""}, {""sex"": ""1"", ""content"": ""都说爱笑的女孩运气不会太差，所以你要多笑一笑啊。""}, {""sex"": ""1"", ""content"": ""那我把我的好运分一半给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和男生聊天""}, {""sex"": ""1"", ""content"": ""竟然背着我跟其他男生聊天，我会吃醋的""}, {""sex"": ""1"", ""content"": ""你应该专一点，只跟我这一个男生聊天才对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我好久不和男生聊天了""}, {""sex"": ""1"", ""content"": ""现在就让你好好体验一下和男生聊天。""}, {""sex"": ""1"", ""content"": ""我也很久没有撩女生了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不嫌弃""}, {""sex"": ""1"", ""content"": ""喜欢都来不及，我嫌弃干嘛""}, {""sex"": ""1"", ""content"": ""我真的找不到理由去嫌弃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天的苦很累""}, {""sex"": ""1"", ""content"": ""那我的甜能让你轻松点没。""}, {""sex"": ""1"", ""content"": ""看来是今天的砖很烫手啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉挺好的""}, {""sex"": ""1"", ""content"": ""特别是对我的感觉吗？""}, {""sex"": ""1"", ""content"": ""那请问什么时候能爱上我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么爱你""}, {""sex"": ""1"", ""content"": ""你有什么理由不爱我呢？""}, {""sex"": ""1"", ""content"": ""我爱你，是不是应该也爱下我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是叫我名字""}, {""sex"": ""1"", ""content"": ""好的，老婆。""}, {""sex"": ""1"", ""content"": ""名字什么都是一个代号，叫啥感觉都一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是女司机""}, {""sex"": ""1"", ""content"": ""马路杀手，女司机？""}, {""sex"": ""1"", ""content"": ""麻烦一下，我能下车吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也没钱""}, {""sex"": ""1"", ""content"": ""正好我们可以一起奋斗啊。""}, {""sex"": ""1"", ""content"": ""没钱也可以过得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为没有钱""}, {""sex"": ""1"", ""content"": ""没钱真的可以难倒一群英雄好汉""}, {""sex"": ""1"", ""content"": ""所以我们才要努力赚钱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行了吗""}, {""sex"": ""1"", ""content"": ""马上就可以啦，不要着急。""}, {""sex"": ""1"", ""content"": ""还不行，你不可以偷看哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好像泪点越来越低了""}, {""sex"": ""1"", ""content"": ""那不是泪点低，而你开始感性了。""}, {""sex"": ""1"", ""content"": ""你笑点貌似也挺低的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我在哪里""}, {""sex"": ""1"", ""content"": ""你现在除了在家，还能在哪！""}, {""sex"": ""1"", ""content"": ""我要举报，现在还有人敢出门！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想让我怎样""}, {""sex"": ""1"", ""content"": ""不想让你怎样，只要你开开心心的就好。""}, {""sex"": ""1"", ""content"": ""我想让你做我女朋友啊，同意吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好开心。""}, {""sex"": ""1"", ""content"": ""开心一下不好吗！""}, {""sex"": ""1"", ""content"": ""都这么开心了，分享一点给我呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚下班。""}, {""sex"": ""1"", ""content"": ""嗯 要过来请我吃饭吗""}, {""sex"": ""1"", ""content"": ""下班了，怎么安排，要不约你吃个饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来搞笑的吧""}, {""sex"": ""1"", ""content"": ""那请问现在的你笑了吗？""}, {""sex"": ""1"", ""content"": ""我想看你笑就这么难吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想多啊""}, {""sex"": ""1"", ""content"": ""你这么好看，我不想多了才奇了怪""}, {""sex"": ""1"", ""content"": ""我只是想你比较多。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我跟你有代沟""}, {""sex"": ""1"", ""content"": ""那我就把沟给你填平了好不好？""}, {""sex"": ""1"", ""content"": ""没事，我腿长可以跨过代沟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心花怒放""}, {""sex"": ""1"", ""content"": ""看到你这么开心我的嘴角也忍不住上扬了。""}, {""sex"": ""1"", ""content"": ""希望你跟我在一起的时候能够一直都保持心花怒放。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠睡不着[/捂脸][/捂脸]""}, {""sex"": ""1"", ""content"": ""都让你别在大晚上想我了，这下失眠了吧。""}, {""sex"": ""1"", ""content"": ""我那么晚了还在你脑子里跑来跑去的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着睡不着""}, {""sex"": ""1"", ""content"": ""想我想得失眠了吗？""}, {""sex"": ""1"", ""content"": ""那不睡了，咱们起来开趴梯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候来接我呀！""}, {""sex"": ""1"", ""content"": ""马上马上，现在就把你接到我心里来。""}, {""sex"": ""1"", ""content"": ""等疫情结束我就立刻去接你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识我呀""}, {""sex"": ""1"", ""content"": ""姻缘簿上写的我能不认识吗。""}, {""sex"": ""1"", ""content"": ""梦中女神哪能不认识啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套话""}, {""sex"": ""1"", ""content"": ""你想知道什么我都会告诉你的，不用套我的话。""}, {""sex"": ""1"", ""content"": ""我们之间就真诚一点好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在就饿了""}, {""sex"": ""1"", ""content"": ""那你现在为什么不吃点东西呢。""}, {""sex"": ""1"", ""content"": ""饿了就得好好吃饭!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲爱的，早上好啊""}, {""sex"": ""1"", ""content"": ""亲爱的，想要一个早安吻""}, {""sex"": ""1"", ""content"": ""早上好呀，我的小可爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""改""}, {""sex"": ""1"", ""content"": ""就算我想改，那也需要你的指正呀。""}, {""sex"": ""1"", ""content"": ""得令，小仙女叫我改什么我就改，绝无二话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有技术""}, {""sex"": ""1"", ""content"": ""没事，有什么不懂的我可以教你。""}, {""sex"": ""1"", ""content"": ""技术都是学出来的，我相信你肯定很快就能学得会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赶快去吃饭吧""}, {""sex"": ""1"", ""content"": ""难不成你要带着我一起去吃饭吗？""}, {""sex"": ""1"", ""content"": ""吃饭没你在感觉饭都不香了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会讲话""}, {""sex"": ""1"", ""content"": ""专门为你升级过的啦。""}, {""sex"": ""1"", ""content"": ""那你喜欢我这么会讲话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公要抱抱""}, {""sex"": ""1"", ""content"": ""抱抱我可爱的老婆。""}, {""sex"": ""1"", ""content"": ""不仅抱抱，还要亲亲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想跟你解释""}, {""sex"": ""1"", ""content"": ""你不跟我解释，我误会你了怎么办？""}, {""sex"": ""1"", ""content"": ""你不解释，我会胡思乱想的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还不了解你""}, {""sex"": ""1"", ""content"": ""以后时间我们慢慢了解不就好了吗！""}, {""sex"": ""1"", ""content"": ""那你准备怎么样了解我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你照片啊""}, {""sex"": ""1"", ""content"": ""照骗而已的啦！""}, {""sex"": ""1"", ""content"": ""帅气的照骗不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你聊天""}, {""sex"": ""1"", ""content"": ""我怕你很容易聊出感情来的。""}, {""sex"": ""1"", ""content"": ""聊天有什么好聊的，我撩你怎么样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很早就起了""}, {""sex"": ""1"", ""content"": ""小仙女起得这么早，我要好好向你学习""}, {""sex"": ""1"", ""content"": ""看来好看的人都起得比较早哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么早就起来了""}, {""sex"": ""1"", ""content"": ""早睡早起，对身体好。""}, {""sex"": ""1"", ""content"": ""早点起来想你不可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看不见啊""}, {""sex"": ""1"", ""content"": ""我都把喜欢写在脸上了，还看不见啊。""}, {""sex"": ""1"", ""content"": ""看来我需要带你去下医院了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""白天工作""}, {""sex"": ""1"", ""content"": ""白天工作晚上就可以陪我了。""}, {""sex"": ""1"", ""content"": ""工作会不会觉得很累啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去吃饭咯""}, {""sex"": ""1"", ""content"": ""吃饭带带我！我饿了""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，麻烦带我一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要吃饭咯""}, {""sex"": ""1"", ""content"": ""去吧，希望你等会儿肚子不要变大。""}, {""sex"": ""1"", ""content"": ""那你好好吃饭，不许挑食。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啦啦啦啦啦""}, {""sex"": ""1"", ""content"": ""呐，你终于耐不住寂寞了""}, {""sex"": ""1"", ""content"": ""被迫喝鸡血了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃早餐呢""}, {""sex"": ""1"", ""content"": ""吃什么早餐呢，说的我都有点饿了。""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，都不带着我一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我做噩梦了]""}, {""sex"": ""1"", ""content"": ""都怪我没能保护好你。""}, {""sex"": ""1"", ""content"": ""以后就让我在你梦里守护你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚好早就睡了""}, {""sex"": ""1"", ""content"": ""睡觉也没告诉我，我一晚上都没睡好。""}, {""sex"": ""1"", ""content"": ""难得见你那么早就睡觉呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你昨晚没睡好""}, {""sex"": ""1"", ""content"": ""是啊，想了你一宿。""}, {""sex"": ""1"", ""content"": ""我没睡好还不是怪你，想你想得睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡啦晚安""}, {""sex"": ""1"", ""content"": ""晚安，梦里可不能欺负我呀。""}, {""sex"": ""1"", ""content"": ""有你这句晚安，睡得肯定好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是照片""}, {""sex"": ""1"", ""content"": ""像你这么好看的照片不多了。""}, {""sex"": ""1"", ""content"": ""就只是照片吗？我觉得你可比好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不抗揍""}, {""sex"": ""1"", ""content"": ""你可是我的宝贝，我怎么舍得揍你呢。""}, {""sex"": ""1"", ""content"": ""就算是有人想揍你，看到你这瘦瘦小小的身板也不忍心下手吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是说的比较实际而已""}, {""sex"": ""1"", ""content"": ""实际上，我已经喜欢你很久了。""}, {""sex"": ""1"", ""content"": ""留一点幻想不好嘛？生活那么苦，总得有些幻想来支撑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道说什么而已""}, {""sex"": ""1"", ""content"": ""那你就把自己的心里话说出来啊。""}, {""sex"": ""1"", ""content"": ""你说什么都可以，我听着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本来就是不好看""}, {""sex"": ""1"", ""content"": ""在我眼里怎么那么好看呢。""}, {""sex"": ""1"", ""content"": ""你本来就很好看！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年快乐 ????""}, {""sex"": ""1"", ""content"": ""新年好，旧年也好，与你结缘最好。祝你新年快乐！""}, {""sex"": ""1"", ""content"": ""新年快乐！把最好的祝福送给你：愿贪吃不胖，愿长生不老，愿美梦不空，愿深情不负。""}, {""sex"": ""1"", ""content"": ""新年快乐，更希望你不用新年也能快乐。我是说，希望你有很多值得快乐的事情，不需要一定的节日或者仪式感，依旧能常常感到快乐。""}, {""sex"": ""1"", ""content"": ""今年有我，今年开心；年年有我，年年开心。希望往后的日子我都能陪伴在你身边，新年快乐，我的小公主。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天太热，睡不好""}, {""sex"": ""1"", ""content"": ""我的房间很舒服哦，你要不要来。""}, {""sex"": ""1"", ""content"": ""睡不好不是天气的原因，是我不在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中秋节快乐啊""}, {""sex"": ""1"", ""content"": ""中秋跟国庆一起过，双倍快乐！""}, {""sex"": ""1"", ""content"": ""中秋节快乐呀，月圆，人圆，月饼圆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真人比照片好看""}, {""sex"": ""1"", ""content"": ""那我们是不是应该安排一下见面的时间。""}, {""sex"": ""1"", ""content"": ""那你什么时候让我看看你的真人呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺想你的""}, {""sex"": ""1"", ""content"": ""别说了，我也在想你啊。""}, {""sex"": ""1"", ""content"": ""巧了，我也挺想你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给你看我照片""}, {""sex"": ""1"", ""content"": ""不给我看我就亲一下，再不给再亲！""}, {""sex"": ""1"", ""content"": ""放心你给我看了我能记住一辈子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就看看""}, {""sex"": ""1"", ""content"": ""那你小心千万不要把自己的小心脏给看进去了。""}, {""sex"": ""1"", ""content"": ""那你觉得现在的我好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你干嘛去""}, {""sex"": ""1"", ""content"": ""放心，我肯定不是去干坏事。""}, {""sex"": ""1"", ""content"": ""我哪也不去，就在你身边陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就会吹牛""}, {""sex"": ""1"", ""content"": ""没办法，吹牛可是我的最强项。""}, {""sex"": ""1"", ""content"": ""你别不信，我可不是那种会瞎吹牛的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有这种说法""}, {""sex"": ""1"", ""content"": ""对啊，你现在就知道了呀。""}, {""sex"": ""1"", ""content"": ""这种说法还挺稀奇的，我第一次听说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在吃早餐呢""}, {""sex"": ""1"", ""content"": ""早餐吃得好，一整天都会有好心情哦。""}, {""sex"": ""1"", ""content"": ""早餐吃了什么好吃的呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去买早餐""}, {""sex"": ""1"", ""content"": ""顺便给我带一份爱心早餐哦。""}, {""sex"": ""1"", ""content"": ""以后我帮你买早餐，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起这么早干嘛""}, {""sex"": ""1"", ""content"": ""起得早一点，可以想你多一点。""}, {""sex"": ""1"", ""content"": ""早起是我的一个好习惯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们又没有见过""}, {""sex"": ""1"", ""content"": ""谁说的，我们不是在梦里就见过了吗。""}, {""sex"": ""1"", ""content"": ""可能我们上辈子就已经认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺幸福的""}, {""sex"": ""1"", ""content"": ""与你相遇就是我最大的幸福了。""}, {""sex"": ""1"", ""content"": ""幸福总是来得这么突然。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈不上喜欢不喜欢""}, {""sex"": ""1"", ""content"": ""你的意思反正就是不讨厌了""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，不喜欢就是不喜欢，肯定会有一个想法的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要追剧了""}, {""sex"": ""1"", ""content"": ""追剧不如追我来得实在。""}, {""sex"": ""1"", ""content"": ""在追什么剧呀？我跟你一起看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的手好疼""}, {""sex"": ""1"", ""content"": ""那我给你揉揉就不疼啦。""}, {""sex"": ""1"", ""content"": ""我给你呼一呼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没兴趣""}, {""sex"": ""1"", ""content"": ""兴趣是可以培养的。""}, {""sex"": ""2"", ""content"": ""不想培养。""}, {""sex"": ""1"", ""content"": ""可是没有兴趣的人生会很无趣啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对男的不感兴趣""}, {""sex"": ""1"", ""content"": ""你可以对男的不感兴趣，但你不能对我不感兴趣。""}, {""sex"": ""1"", ""content"": ""难道你受过情伤？别怕，我来疗愈你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黄昏""}, {""sex"": ""1"", ""content"": ""美丽的黄昏要跟你一起欣赏才有意义""}, {""sex"": ""1"", ""content"": ""当太阳落下，你就该来到我身边了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昏昏沉沉的""}, {""sex"": ""1"", ""content"": ""是不是昨晚没有睡好呢？""}, {""sex"": ""1"", ""content"": ""状态这么差嘛，赶紧去补一觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这是要约我吗""}, {""sex"": ""1"", ""content"": ""是啊，敢不敢赴约？""}, {""sex"": ""1"", ""content"": ""既然被你发现了，那我就大方地约你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我自己看""}, {""sex"": ""1"", ""content"": ""分享一下，我也想看看""}, {""sex"": ""1"", ""content"": ""光自己看怎么够，难道不是应该跟大家一起分享吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你的照片""}, {""sex"": ""1"", ""content"": ""就怕你看了就会沉沦""}, {""sex"": ""1"", ""content"": ""想看我的帅照要拿你的美照交换才行哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片好不好看""}, {""sex"": ""1"", ""content"": ""我的眼光真好，喜欢的女孩这么好看。""}, {""sex"": ""1"", ""content"": ""看过你的样子后，我竟再也想不起其他女孩的容貌，你觉得呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""你让我想起了一个人""}, {""sex"": ""2"", ""content"": ""什么人""}, {""sex"": ""1"", ""content"": ""那个小时候流着鼻涕都要天天粘着我的小丫头""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""soul开场白""}, {""sex"": ""1"", ""content"": ""抓到一只灵魂有趣的小仙女~""}, {""sex"": ""1"", ""content"": ""感觉你是个可爱的女孩子，忍不住就跟你打个招呼啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么能撩啊""}, {""sex"": ""1"", ""content"": ""我只是看起来能撩，但我竟然都没有女朋友！""}, {""sex"": ""1"", ""content"": ""撩撩可爱的小仙女还是可以的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""光撩就能把我撩回家了？""}, {""sex"": ""1"", ""content"": ""光撩肯定是没有办法把你撩回家的。""}, {""sex"": ""1"", ""content"": ""那你是想我怎么撩呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是，你帅""}, {""sex"": ""1"", ""content"": ""那你喜欢我的帅吗？""}, {""sex"": ""1"", ""content"": ""如果不帅的话，怎么会被你喜欢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做饭洗碗""}, {""sex"": ""1"", ""content"": ""现在像你这么勤快的女孩子可不多了。""}, {""sex"": ""1"", ""content"": ""你做饭一定很好吃，要是能尝到就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没意思了""}, {""sex"": ""1"", ""content"": ""你的意思做羞羞事情就有意思？""}, {""sex"": ""1"", ""content"": ""虽然你没意思，但架不住我对你有意思""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼 渣男""}, {""sex"": ""1"", ""content"": ""要知道我可是有实力做渣男的，可是我却选择了做一个老实人。""}, {""sex"": ""1"", ""content"": ""要是做个渣男能得到你的心我愿意变成渣男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你娶我的那天我再叫""}, {""sex"": ""1"", ""content"": ""那你就给我等着！""}, {""sex"": ""1"", ""content"": ""放心吧，这一天很快就到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好""}, {""sex"": ""1"", ""content"": ""哥哥不好""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""哥哥好想见到小仙女呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不理我了吗？""}, {""sex"": ""1"", ""content"": ""像你这么可爱的，我怎么可能不理你呢。""}, {""sex"": ""1"", ""content"": ""我这辈子都不可能不理你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有下雨呀""}, {""sex"": ""1"", ""content"": ""以防万一呀，你可别被淋到了。""}, {""sex"": ""1"", ""content"": ""提醒你看一下天气预报，万一下雨了可别成落汤鸡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄不到我怎么办""}, {""sex"": ""1"", ""content"": ""还能怎么办，接着哄咯。""}, {""sex"": ""1"", ""content"": ""不可能哄不到你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我起床先""}, {""sex"": ""1"", ""content"": ""被子会不会太重了，我来帮你掀开吧。""}, {""sex"": ""1"", ""content"": ""那你快起来洗漱一下，吃个早饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你还说早""}, {""sex"": ""1"", ""content"": ""每天的早安还是不能少""}, {""sex"": ""1"", ""content"": ""刚醒比较迷糊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛不相信""}, {""sex"": ""1"", ""content"": ""没有不相信你啊，我一直在相信你""}, {""sex"": ""1"", ""content"": ""你给我一个理由去相信！""}], ""lock"": 1}"
