"{""chat"": [{""sex"": ""1"", ""content"": ""头像是本人吗?""}, {""sex"": ""2"", ""content"": ""不是 ????""}, {""sex"": ""1"", ""content"": ""那就好 ，起码我是在确定撩妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先了解一下吧""}, {""sex"": ""1"", ""content"": ""当然，互相了解了才会有更深的情感链接嘛。""}, {""sex"": ""1"", ""content"": ""了解一下我老婆的过去是应该的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是算命的""}, {""sex"": ""1"", ""content"": ""那你帮我算算我什么时候可以娶你。""}, {""sex"": ""1"", ""content"": ""那你有没有算出你命里缺我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕被误会""}, {""sex"": ""1"", ""content"": ""清者自清，有什么好怕的呢？""}, {""sex"": ""1"", ""content"": ""只要你自己心里是清明的，还会怕被别人误会吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会去""}, {""sex"": ""1"", ""content"": ""机会都是自己创造的。""}, {""sex"": ""1"", ""content"": ""现在不就是机会吗，一起吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会做饭""}, {""sex"": ""1"", ""content"": ""我先为自己默哀一分钟。""}, {""sex"": ""2"", ""content"": ""咋了？""}, {""sex"": ""1"", ""content"": ""以后做饭看来得是我来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会等你的""}, {""sex"": ""1"", ""content"": ""等风等雨也要等你啊。""}, {""sex"": ""1"", ""content"": ""那我得马不停蹄的赶到你身边了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你噢""}, {""sex"": ""1"", ""content"": ""洗干净点知道不，一会儿就吃你""}, {""sex"": ""1"", ""content"": ""我来了，不会让你等很久的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你妈跟我掉水里""}, {""sex"": ""1"", ""content"": ""我不会游泳！""}, {""sex"": ""1"", ""content"": ""你放心，我现在教我妈妈游泳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会说话呀""}, {""sex"": ""1"", ""content"": ""这是在表扬我的口才嘛？我会害羞的。""}, {""sex"": ""1"", ""content"": ""主要碰到一个能让我会说话的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我咋办""}, {""sex"": ""1"", ""content"": ""还能咋办，看着你的照片呗。""}, {""sex"": ""1"", ""content"": ""不知道，就是想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""体会不来""}, {""sex"": ""1"", ""content"": ""没有感同身受确实无法体会。""}, {""sex"": ""1"", ""content"": ""不能让你有体会，我觉得有点遗憾。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讨厌我自己""}, {""sex"": ""1"", ""content"": ""为什么要讨厌自己呢，人要学会自爱才会得到更多人的爱呀。""}, {""sex"": ""1"", ""content"": ""那我来教你喜欢你自己吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己会""}, {""sex"": ""1"", ""content"": ""我知道你会呀，但是有人帮忙更好呀""}, {""sex"": ""1"", ""content"": ""好吧，要是有哪里不清楚就可以问我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会心疼你""}, {""sex"": ""1"", ""content"": ""有你的心疼我觉得受多大的委屈都没关系。""}, {""sex"": ""1"", ""content"": ""我好感动，原来有人心疼是这么好的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用心疼我""}, {""sex"": ""1"", ""content"": ""谁心疼你了，我是心疼我的小公主。""}, {""sex"": ""1"", ""content"": ""那我就疼爱你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果我消失了""}, {""sex"": ""1"", ""content"": ""你就在我的心里，不会消失。""}, {""sex"": ""1"", ""content"": ""对不起，这件事不可能发生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要躺着""}, {""sex"": ""1"", ""content"": ""你信不信我来抱着你！""}, {""sex"": ""1"", ""content"": ""那你要不要躺在我怀里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跑到你怀里""}, {""sex"": ""1"", ""content"": ""你要躲好，千万不要乱跑。""}, {""sex"": ""1"", ""content"": ""我会抱住你，不要溜掉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太会说话了吧""}, {""sex"": ""1"", ""content"": ""要是你开心，我就天天哄你开心。""}, {""sex"": ""1"", ""content"": ""这是事实，难道你让我说假话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有花言巧语""}, {""sex"": ""1"", ""content"": ""我不会说太多花言巧语，因为我知道，爱你不能只是说说还要让你看到行动。""}, {""sex"": ""1"", ""content"": ""花言巧语也许能让人开心，但只有实际行动才能打动人心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么都要""}, {""sex"": ""1"", ""content"": ""你什么都要我也什么都给。""}, {""sex"": ""1"", ""content"": ""咱们可不能这么贪心，差不多就可以了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是欺负我""}, {""sex"": ""1"", ""content"": ""不欺负你我还能欺负谁呀。""}, {""sex"": ""1"", ""content"": ""那我只欺负你一个人好不好?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会撩人的""}, {""sex"": ""1"", ""content"": ""见到你，就忍不住说出这些话来了。""}, {""sex"": ""1"", ""content"": ""那有没有撩到你呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴这么甜呢""}, {""sex"": ""1"", ""content"": ""这都是为了能让你甜甜的。""}, {""sex"": ""1"", ""content"": ""早上的时候特地抹了蜜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""读书吗""}, {""sex"": ""1"", ""content"": ""那肯定得读书呀。""}, {""sex"": ""1"", ""content"": ""好好读书，认真学习。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多一点真诚少一点套路""}, {""sex"": ""1"", ""content"": ""可是往往套路更得人心。""}, {""sex"": ""1"", ""content"": ""难道你没有感受到我的真诚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天也是元气满满的一天""}, {""sex"": ""1"", ""content"": ""今天是比昨天更想你的一天！""}, {""sex"": ""1"", ""content"": ""这一天天过得真的是太开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/嘻嘻][/嘻嘻][/嘻嘻]""}, {""sex"": ""1"", ""content"": ""你要不要这么可爱啊。""}, {""sex"": ""1"", ""content"": ""爱笑的女生运气都不会太差哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太贵了，买不起""}, {""sex"": ""1"", ""content"": ""有了想买的东西就有赚钱的动力了。""}, {""sex"": ""1"", ""content"": ""买不起就换一个，又不是非它不可。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微笑微笑微笑""}, {""sex"": ""1"", ""content"": ""微笑女神，你的微笑可以成为我的专属吗？""}, {""sex"": ""1"", ""content"": ""我得把你的笑收藏起来，时不时拿出来回味。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵""}, {""sex"": ""1"", ""content"": ""我不要呵呵，我要么么。""}, {""sex"": ""1"", ""content"": ""你再笑，我会受不了亲你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵了""}, {""sex"": ""1"", ""content"": ""一般人都不会说呵呵的。""}, {""sex"": ""2"", ""content"": ""真的吗？""}, {""sex"": ""1"", ""content"": ""一般都是仙女才这么说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么抱我""}, {""sex"": ""1"", ""content"": ""紧紧把你环入我的怀里那样抱。""}, {""sex"": ""1"", ""content"": ""熊抱公主抱，你想要我怎么抱我就怎么抱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是不要了吧""}, {""sex"": ""1"", ""content"": ""这事就天知地知你知我知，不会有第三个人知道的。""}, {""sex"": ""1"", ""content"": ""别怕，总要大胆尝试才会知道有什么惊喜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来照顾我""}, {""sex"": ""1"", ""content"": ""我一定会把你照顾的服服帖帖，白白胖胖！""}, {""sex"": ""1"", ""content"": ""那你这辈子就我来照顾咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""治病""}, {""sex"": ""1"", ""content"": ""我得的是罕见的病，只有你能够救治得了""}, {""sex"": ""1"", ""content"": ""怎么了，你得了什么病，严重吗，会不会难受？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天又是元气满满的一天""}, {""sex"": ""1"", ""content"": ""今天又是很喜欢你的一天。""}, {""sex"": ""1"", ""content"": ""跟充满正能量的你在一起总是觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以问你一个问题吗？""}, {""sex"": ""1"", ""content"": ""请说出你的疑问！""}, {""sex"": ""1"", ""content"": ""我难道可以说不行吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你玩不玩""}, {""sex"": ""1"", ""content"": ""那我只能舍命陪君子了。""}, {""sex"": ""1"", ""content"": ""玩啊，你都开口了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要玩游戏""}, {""sex"": ""1"", ""content"": ""不玩游戏，专心陪你，好不好？""}, {""sex"": ""1"", ""content"": ""不玩不玩，游戏哪有你重要呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到处逛逛""}, {""sex"": ""1"", ""content"": ""要不要到我心里逛逛？""}, {""sex"": ""1"", ""content"": ""怎么没叫我，我可以陪你逛逛呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生女儿""}, {""sex"": ""1"", ""content"": ""儿子女儿都好，只要是你生的就好。""}, {""sex"": ""1"", ""content"": ""女儿好，肯定会像我，毕竟女儿像爸爸嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般的男生也会啊""}, {""sex"": ""1"", ""content"": ""可是最后被你喜欢的是我啊。""}, {""sex"": ""1"", ""content"": ""可惜我不是一般的男生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天很忙吗""}, {""sex"": ""1"", ""content"": ""没有呢，一直在等你的消息。""}, {""sex"": ""1"", ""content"": ""有一点点忙，不过没关系，不耽误我们聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快刀斩乱麻""}, {""sex"": ""1"", ""content"": ""真正能够做到这么干脆利落的人可不多""}, {""sex"": ""1"", ""content"": ""要是能斩断就好了啊，就不会越理越乱了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实单身挺好的""}, {""sex"": ""1"", ""content"": ""是挺好的，但是我现在觉得能跟你在一起更好。""}, {""sex"": ""1"", ""content"": ""在没遇见你之前我也是这么想的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么小仙女""}, {""sex"": ""1"", ""content"": ""你不就是小仙女嘛。""}, {""sex"": ""1"", ""content"": ""可爱的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不给我打电话""}, {""sex"": ""1"", ""content"": ""我怕打电话给你，一聊就停不下来了。""}, {""sex"": ""1"", ""content"": ""我已经用思念传递了我的消息呀，你没收到吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想换工作了""}, {""sex"": ""1"", ""content"": ""想换就换呀，换一个让你觉得舒服的工作吧""}, {""sex"": ""1"", ""content"": ""想换什么工作呀，要不要我陪你找找？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很没用""}, {""sex"": ""1"", ""content"": ""每个人都会有自己用处，怎么看而已说自己没用呢。""}, {""sex"": ""1"", ""content"": ""谁说的，把他抓起来打！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就晓得""}, {""sex"": ""1"", ""content"": ""那你倒是跟我说说你晓得啥子""}, {""sex"": ""1"", ""content"": ""嗯嗯嗯，你是小仙女当然什么都知道了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不愿意啊""}, {""sex"": ""1"", ""content"": ""你如果不愿意，那我又怎会落入你的心里呢""}, {""sex"": ""1"", ""content"": ""给你三秒重新组织语言！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是最帅的""}, {""sex"": ""1"", ""content"": ""你这样子，我会骄傲的""}, {""sex"": ""1"", ""content"": ""你这样我很容易自恋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是欠打""}, {""sex"": ""1"", ""content"": ""略略略，我就在这不动，你来打我呀。""}, {""sex"": ""1"", ""content"": ""你又打不过我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是真心的嘛""}, {""sex"": ""1"", ""content"": ""如果不是真心，又怎么会花这么多心思？""}, {""sex"": ""1"", ""content"": ""我相信你能够感受到我的真心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃饭吗？""}, {""sex"": ""1"", ""content"": ""吃啊，我怎么可能不吃饭呢。""}, {""sex"": ""1"", ""content"": ""我已经准备好好吃饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吵醒""}, {""sex"": ""1"", ""content"": ""是谁弄出这么大的声响把我家小仙女吵醒的？""}, {""sex"": ""1"", ""content"": ""被吵醒的时候是不是心情特别不舒服？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好哪位""}, {""sex"": ""1"", ""content"": ""这个是秘密，要等你自己来发现""}, {""sex"": ""1"", ""content"": ""将来要入驻你心里的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着失眠了""}, {""sex"": ""1"", ""content"": ""不要太想我，不行吗。""}, {""sex"": ""1"", ""content"": ""有我在保证你能睡得着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道什么啊""}, {""sex"": ""1"", ""content"": ""还装傻，你以为你这样就能掩盖你喜欢我的事实吗？""}, {""sex"": ""1"", ""content"": ""知道你喜欢你，知道你不敢告诉我所以在暗恋我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识我不""}, {""sex"": ""1"", ""content"": ""一定是特别的缘分，冥冥中让你我相识""}, {""sex"": ""1"", ""content"": ""认识啊，你是我未来的女朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在你的心里""}, {""sex"": ""1"", ""content"": ""那你什么时候交下房租呢。""}, {""sex"": ""1"", ""content"": ""心里就这么一个你，你真幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上问""}, {""sex"": ""1"", ""content"": ""早安！我一直在等小仙女的问候哟""}, {""sex"": ""1"", ""content"": ""早上好！今天你赖床了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在玩游戏啊""}, {""sex"": ""1"", ""content"": ""难道我不比游戏更加吸引你吗。""}, {""sex"": ""1"", ""content"": ""玩游戏不带上我，你这说不过去吧，""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱~""}, {""sex"": ""1"", ""content"": ""来，爱的抱抱！""}, {""sex"": ""1"", ""content"": ""抱一次，一块钱而且还买一送一。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安花语""}, {""sex"": ""1"", ""content"": ""足够重要才配拥有最晚的晚安和最早的早安""}, {""sex"": ""1"", ""content"": ""比你早醒的好处就是可以给你一个早安吻""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我怎么说""}, {""sex"": ""1"", ""content"": ""摸着自己的良心说呗。""}, {""sex"": ""1"", ""content"": ""你想说啥就说啥，莫慌""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早起来""}, {""sex"": ""1"", ""content"": ""早上起来第一件事就是跟我说早安哦""}, {""sex"": ""1"", ""content"": ""小仙女竟然不睡懒觉了？出大事了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想了解啥""}, {""sex"": ""1"", ""content"": ""想了解你要找的老公应该是什么模样。""}, {""sex"": ""1"", ""content"": ""了解一下这么好看的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不心疼吗""}, {""sex"": ""1"", ""content"": ""心疼啊，我感觉心在滴血""}, {""sex"": ""1"", ""content"": ""就算是心疼也得忍着，不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息啦""}, {""sex"": ""1"", ""content"": ""和你聊天就是最好的休息了""}, {""sex"": ""1"", ""content"": ""没有你的笑我怎么睡得着""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩不动了""}, {""sex"": ""1"", ""content"": ""再坚持一下下，我已经心动了。""}, {""sex"": ""1"", ""content"": ""那换我来撩你，撩到要跟我回家哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会哄啊""}, {""sex"": ""1"", ""content"": ""哄人那是不对的，我是实在人""}, {""sex"": ""1"", ""content"": ""我之前没哄过人，以后我可以学着哄你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么晚还没睡？""}, {""sex"": ""1"", ""content"": ""你喜欢我这么晚睡吗？""}, {""sex"": ""1"", ""content"": ""你都没睡，我怎么会自己睡呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道呢""}, {""sex"": ""1"", ""content"": ""我现在告诉你，你想知道吗？""}, {""sex"": ""1"", ""content"": ""我都表现得这么明显了，你还不知道啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""安了""}, {""sex"": ""1"", ""content"": ""嗯嗯，祝你今夜做个好梦。""}, {""sex"": ""1"", ""content"": ""晚安，我会去梦里找你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要揍你了""}, {""sex"": ""1"", ""content"": ""揍人都提前说的吗，你太狠了""}, {""sex"": ""1"", ""content"": ""打人不打脸做人留一线。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那只是听说""}, {""sex"": ""1"", ""content"": ""道听途说最不可取了，还是眼亲眼所见吧。""}, {""sex"": ""1"", ""content"": ""我也听说你喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你好看""}, {""sex"": ""1"", ""content"": ""其实都一样好看不是吗！""}, {""sex"": ""1"", ""content"": ""好不好看还是你说了算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每个人追求不一样""}, {""sex"": ""1"", ""content"": ""是啊，每个人的生活不同自然有不同的追求。""}, {""sex"": ""1"", ""content"": ""我的追求就是追求你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求你""}, {""sex"": ""1"", ""content"": ""不要求我，求自己就好了。""}, {""sex"": ""1"", ""content"": ""你不需要求我的，我会答应你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要求高""}, {""sex"": ""1"", ""content"": ""要求再高在你面前都不顶用。""}, {""sex"": ""1"", ""content"": ""我唯一的要求是：必须是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是很快乐""}, {""sex"": ""1"", ""content"": ""我这不是来到你身边给你创造快乐了吗。""}, {""sex"": ""1"", ""content"": ""现在的不快乐是为了给以后的快乐增添色彩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子不舒服""}, {""sex"": ""1"", ""content"": ""每次这种时候我都觉得好无力。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""知道你不舒服我却不能在你身边陪你，好难受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你挺忙的""}, {""sex"": ""1"", ""content"": ""忙着为将来努力，忙点挺好的。""}, {""sex"": ""1"", ""content"": ""只是在不想闲下来的岁数疯狂的瞎忙。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么好""}, {""sex"": ""1"", ""content"": ""说的你也不懂，以后你就知道了。""}, {""sex"": ""1"", ""content"": ""天气好天气不好天气刚刚好，是你我就觉得很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我七点就起来了""}, {""sex"": ""1"", ""content"": ""小仙女起得好早啊，看来我以后要向你学习。""}, {""sex"": ""1"", ""content"": ""这么早就起床了会不会容易犯困呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪人？""}, {""sex"": ""1"", ""content"": ""我是地球人，而且血统纯正。""}, {""sex"": ""1"", ""content"": ""我哪人重要吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天咋起这么早""}, {""sex"": ""1"", ""content"": ""没办法，不起早点都不行啊。""}, {""sex"": ""1"", ""content"": ""想遇到这么好的你，必须得起早点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能正常点吗""}, {""sex"": ""1"", ""content"": ""我要是正常点我真怕你受不了。""}, {""sex"": ""1"", ""content"": ""不好意思，面对漂亮的小姐姐脑子总是容易短路。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""然后你想表达什么""}, {""sex"": ""1"", ""content"": ""长话短说就是“我喜欢你”""}, {""sex"": ""1"", ""content"": ""我想表达什么你还不懂吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就不喜欢我""}, {""sex"": ""1"", ""content"": ""有本事你喜欢上我试试！""}, {""sex"": ""1"", ""content"": ""喜不喜欢，你自己心里没点数吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早啊[太阳]""}, {""sex"": ""1"", ""content"": ""太阳当空照，仙女早上好！""}, {""sex"": ""1"", ""content"": ""早呀，今天的心情跟天气一样好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不让我出去""}, {""sex"": ""1"", ""content"": ""乖乖待在家里，别乱跑好吗？""}, {""sex"": ""1"", ""content"": ""不让你出去都是为了你好呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗脸去了""}, {""sex"": ""1"", ""content"": ""你要是往我脸上亲一口，我都舍不得洗脸。""}, {""sex"": ""1"", ""content"": ""真想在你脸上咬一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别勉强""}, {""sex"": ""1"", ""content"": ""没有勉强，我都是自愿的""}, {""sex"": ""1"", ""content"": ""你觉得我是那种愿意勉强自己的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""牙疼。""}, {""sex"": ""1"", ""content"": ""牙疼不是病，疼起来真的是要命啊。""}, {""sex"": ""1"", ""content"": ""你这么怕疼的人，让我有点心疼你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那个兴趣""}, {""sex"": ""1"", ""content"": ""兴趣都是养成的，养你就好啦。""}, {""sex"": ""1"", ""content"": ""没兴趣有想法就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪可爱""}, {""sex"": ""1"", ""content"": ""你哪有地方是不可爱的啊。""}, {""sex"": ""1"", ""content"": ""你应该问哪里不可爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大年三十""}, {""sex"": ""1"", ""content"": ""这年夜饭还是要跟家里人吃才行。""}, {""sex"": ""2"", ""content"": ""对啊。""}, {""sex"": ""1"", ""content"": ""所以你大年三十来我家吃吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就爱笑""}, {""sex"": ""1"", ""content"": ""我就是爱看你笑。""}, {""sex"": ""1"", ""content"": ""你的笑像一条恶犬，撞乱了我心弦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道啥了""}, {""sex"": ""1"", ""content"": ""我知道的就是你想知道的。""}, {""sex"": ""1"", ""content"": ""你的一切我都知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想看看照片""}, {""sex"": ""1"", ""content"": ""这都是照骗有啥好看的。""}, {""sex"": ""1"", ""content"": ""难道真人不比照片好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先看看你的照片""}, {""sex"": ""1"", ""content"": ""可以是可以，就怕你看了就心动了。""}, {""sex"": ""1"", ""content"": ""女士优先，我们还是先看看你的照片吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜睡觉""}, {""sex"": ""1"", ""content"": ""睡觉不能说拜拜，要说晚安。""}, {""sex"": ""1"", ""content"": ""好吧，做个好梦，晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没感觉""}, {""sex"": ""1"", ""content"": ""感情是种虚无缥缈的东西，怎么能妄下定论。""}, {""sex"": ""2"", ""content"": ""可我就是没感觉。""}, {""sex"": ""1"", ""content"": ""就算是现在没感觉，在以后的朝夕相处中肯定也会有感觉的，你总要试着跟我相处啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信感觉""}, {""sex"": ""1"", ""content"": ""我的感觉全部都指向你了。""}, {""sex"": ""1"", ""content"": ""那感觉应该是没啥问题了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你交过多少个女朋友""}, {""sex"": ""1"", ""content"": ""现在只有你这么一位了。""}, {""sex"": ""1"", ""content"": ""我记不起以前到底有多少，但能肯定以后就你一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我找你干啥""}, {""sex"": ""1"", ""content"": ""那得看你想干啥。""}, {""sex"": ""1"", ""content"": ""当然是做你喜欢做的事情啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""普通开场白""}, {""sex"": ""1"", ""content"": ""附近XX很好吃哦""}, {""sex"": ""1"", ""content"": ""过来喝一杯这么近""}, {""sex"": ""1"", ""content"": ""又有新电影上映啦""}, {""sex"": ""1"", ""content"": ""刚刚给学生讲课，中途头脑空白了一下，好丢脸""}, {""sex"": ""1"", ""content"": ""一个基佬，缠着不放，我只能在旁边玩手机……哭""}, {""sex"": ""1"", ""content"": ""听说你这种脸型，比较旺夫""}, {""sex"": ""1"", ""content"": ""你也在唱歌？""}, {""sex"": ""1"", ""content"": ""笑脸打招呼（一般常用这个，因为可以判断女生是对你有兴趣，还是对你说的话有兴趣）""}, {""sex"": ""1"", ""content"": ""最近天气不错""}, {""sex"": ""1"", ""content"": ""我们很近呀""}], ""lock"": 1}"
