"{""chat"": [{""sex"": ""1"", ""content"": ""麻烦你把头像删掉""}, {""sex"": ""2"", ""content"": ""为什么?""}, {""sex"": ""1"", ""content"": ""太美，我容易投入感情""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会说话了，情商高""}, {""sex"": ""1"", ""content"": ""你就说过奖了，都是跟你学的。""}, {""sex"": ""1"", ""content"": ""这是事实，难道你让我说假话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害羞？""}, {""sex"": ""1"", ""content"": ""谁让你长的过分美丽呢。""}, {""sex"": ""1"", ""content"": ""我的脸皮八百米厚，我会害羞？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要爱上我""}, {""sex"": ""1"", ""content"": ""可是我已经爱上你了，怎么办？""}, {""sex"": ""1"", ""content"": ""爱上你是注定的事，我无法控制。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝我快乐""}, {""sex"": ""1"", ""content"": ""我希望我能让你快乐""}, {""sex"": ""1"", ""content"": ""祝你快乐，祝你永远做个幸福可爱的快乐小公主""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周末愉快[愉快]""}, {""sex"": ""1"", ""content"": ""有你才算是真的愉快好不好。""}, {""sex"": ""1"", ""content"": ""那你想好怎么约会了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想看你长啥样""}, {""sex"": ""1"", ""content"": ""这么着急看你男朋友长什么样吗？""}, {""sex"": ""1"", ""content"": ""想知道我长什么样，咱们可以直接视频，来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不睡觉能干嘛？""}, {""sex"": ""1"", ""content"": ""当然是跟我一起孕育爱情了""}, {""sex"": ""1"", ""content"": ""人这一辈子能干的事那么多，怎么可以只浪费在睡觉上？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天广州天气怎么样""}, {""sex"": ""1"", ""content"": ""今天广州的天气跟你一样美丽呢""}, {""sex"": ""1"", ""content"": ""我看到天上灿烂的太阳就想到你的微笑""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天好吗""}, {""sex"": ""1"", ""content"": ""今天原本过得很平淡的，但从此刻开始我变得很开心了。""}, {""sex"": ""1"", ""content"": ""很好，要是有你在身边就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗嘻嘻""}, {""sex"": ""1"", ""content"": ""每次一找我，你就嘻嘻嘻嘻""}, {""sex"": ""1"", ""content"": ""在呢，一直在等你呢嘻嘻嘻""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在上班路上""}, {""sex"": ""1"", ""content"": ""上班使我们快乐啊。""}, {""sex"": ""1"", ""content"": ""请好好上班，努力工作吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘿哟""}, {""sex"": ""1"", ""content"": ""看来你看到我心情很好呢""}, {""sex"": ""1"", ""content"": ""嘴甜的话就多说几句""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惹不起惹不起""}, {""sex"": ""1"", ""content"": ""那来我怀里好好待着吧。""}, {""sex"": ""1"", ""content"": ""惹不起我，我惹得起你就行了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢这样""}, {""sex"": ""1"", ""content"": ""你不喜欢我以后就不这样了，好不好？""}, {""sex"": ""1"", ""content"": ""那你悄悄告诉我，你喜欢我怎么做呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""雨后""}, {""sex"": ""1"", ""content"": ""雨后如果能与你相遇，那可真的是太好了。""}, {""sex"": ""1"", ""content"": ""想你总是在下雨之后。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我是胖""}, {""sex"": ""1"", ""content"": ""那我就陪你减肥""}, {""sex"": ""1"", ""content"": ""胖胖的你很可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄我开心""}, {""sex"": ""1"", ""content"": ""我也不开心。""}, {""sex"": ""2"", ""content"": ""你咋了？""}, {""sex"": ""1"", ""content"": ""因为你不开心，所以我也觉得不开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这都不懂""}, {""sex"": ""1"", ""content"": ""就是不懂嘛，你要解释清楚点。""}, {""sex"": ""1"", ""content"": ""以后不懂的就当你喜欢我处理了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是病得治""}, {""sex"": ""1"", ""content"": ""我这病需要你来医治啊。""}, {""sex"": ""1"", ""content"": ""那还不是因为你我才患病的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也要早点睡""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的关心，今晚肯定会睡得特别好。""}, {""sex"": ""1"", ""content"": ""嗯嗯，早点跟你在梦里约会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么欺负""}, {""sex"": ""1"", ""content"": ""你就欺负我一下就好了！""}, {""sex"": ""1"", ""content"": ""那看你想要怎么欺负咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明白啥""}, {""sex"": ""1"", ""content"": ""明白了这个世界还是有你最好。""}, {""sex"": ""1"", ""content"": ""明白了，有些事情真的要努力了才知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看运气了""}, {""sex"": ""1"", ""content"": ""运气这种事情就是这么离谱。""}, {""sex"": ""1"", ""content"": ""爱笑的人运气都不会差到什么地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和男生比差远了""}, {""sex"": ""1"", ""content"": ""男生跟女生的差距真的挺大的。""}, {""sex"": ""1"", ""content"": ""没事，你还有我呢，我的就是你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不嫌弃我？""}, {""sex"": ""1"", ""content"": ""稀罕你都来不及，怎么可能嫌弃你？""}, {""sex"": ""1"", ""content"": ""你可是小仙女，我怎么敢嫌弃你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小仙女先说话""}, {""sex"": ""1"", ""content"": ""小仙女有何指教？""}, {""sex"": ""1"", ""content"": ""看来我晚了一步呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你叫什么名字？""}, {""sex"": ""1"", ""content"": ""我的名字不足挂齿，你叫我亲爱的就好了""}, {""sex"": ""1"", ""content"": ""我这么帅，你叫我小哥哥吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有女孩会喜欢你""}, {""sex"": ""1"", ""content"": ""你就这么不想当女孩子嘛。""}, {""sex"": ""1"", ""content"": ""放心会有女人爱我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笑点很低""}, {""sex"": ""1"", ""content"": ""所以你比较幸福啊。""}, {""sex"": ""1"", ""content"": ""爱笑的女孩运气都很好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""低调啦""}, {""sex"": ""1"", ""content"": ""过分的低调就不是低调了。""}, {""sex"": ""1"", ""content"": ""像你这种走在大马路上，你都低调不起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你愿意吗？""}, {""sex"": ""1"", ""content"": ""我有啥不愿意的呢！""}, {""sex"": ""1"", ""content"": ""愿意啊，我当然是愿意的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我买东西了？""}, {""sex"": ""1"", ""content"": ""对啊，买了一些你喜欢吃的东西。""}, {""sex"": ""1"", ""content"": ""买东西的时候想到你了，所以就顺便给你买了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我丑我骄傲""}, {""sex"": ""1"", ""content"": ""像你这么自信的人可不多见了""}, {""sex"": ""1"", ""content"": ""你可不能这么骄傲，是会被人鄙视的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你果然是个大傻子""}, {""sex"": ""1"", ""content"": ""喜欢你的时候就是个大傻子。""}, {""sex"": ""1"", ""content"": ""做个大傻子不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你挺厉害的""}, {""sex"": ""1"", ""content"": ""不厉害怎么配的上你啊。""}, {""sex"": ""1"", ""content"": ""我要是不厉害能压的住你吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦你们了""}, {""sex"": ""1"", ""content"": ""觉得我辛苦是不是应该犒劳我一下？""}, {""sex"": ""1"", ""content"": ""为了你，所有的辛苦都值得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没吃早饭呢""}, {""sex"": ""1"", ""content"": ""我也还没吃，要不要一起吃""}, {""sex"": ""1"", ""content"": ""那你快去吃，吃完早饭开启元气满满的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不让吃饭""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢一顿不吃饿得慌，不让吃饭怎么行？""}, {""sex"": ""1"", ""content"": ""太狠心了，不吃饭饿坏了可怎么办啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞夜平安夜""}, {""sex"": ""1"", ""content"": ""这么重要的日子一定要陪喜欢的人过。""}, {""sex"": ""1"", ""content"": ""无论是平安夜还是圣诞夜，我都希望你都能陪我过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""经常失眠""}, {""sex"": ""1"", ""content"": ""要是有我在你旁边，保证不会失眠。""}, {""sex"": ""1"", ""content"": ""别太想我了，都开始失眠了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近老是失眠""}, {""sex"": ""1"", ""content"": ""是不是缺少了我的陪伴。""}, {""sex"": ""1"", ""content"": ""都让你睡前不要想我了，这下失眠了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚又失眠了""}, {""sex"": ""1"", ""content"": ""失眠的时候找我，我在的""}, {""sex"": ""1"", ""content"": ""别在睡前想我，你偏不信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我算老几""}, {""sex"": ""1"", ""content"": ""老大，必须是老大！""}, {""sex"": ""1"", ""content"": ""在我心里最大的位置就是你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去你心里了""}, {""sex"": ""1"", ""content"": ""难怪我心里的分量变重了。""}, {""sex"": ""1"", ""content"": ""来的时候可别迷路了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在我心里过来拿吧""}, {""sex"": ""1"", ""content"": ""把你心里的坐标给我，我一定过来！""}, {""sex"": ""1"", ""content"": ""你这是在诱惑我犯罪啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床没""}, {""sex"": ""1"", ""content"": ""这不是理想状态。""}, {""sex"": ""2"", ""content"": ""啊？""}, {""sex"": ""1"", ""content"": ""理想状态是你在我耳边叫我起床。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没见你""}, {""sex"": ""1"", ""content"": ""那你快出来见我呀。""}, {""sex"": ""1"", ""content"": ""是不是一想到要见我就害羞了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安啊～""}, {""sex"": ""1"", ""content"": ""奴才给贵妃娘娘请安了，娘娘早安，娘娘千岁千岁千千岁""}, {""sex"": ""1"", ""content"": ""希望每个早晨都跟你在一起，早上好！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭撒""}, {""sex"": ""1"", ""content"": ""吃饭好啊，我就是喜欢吃饭。""}, {""sex"": ""1"", ""content"": ""你想带我吃点什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""励志签名""}, {""sex"": ""1"", ""content"": ""一定要做个自律的人 活好自己的孤单和简单。""}, {""sex"": ""1"", ""content"": ""请做足够多的努力 让自己有足够多的选择。""}, {""sex"": ""1"", ""content"": ""非淡薄无以明智，非宁静无以致远""}, {""sex"": ""1"", ""content"": ""就算失败了99次，我也要坚强，凑个整数""}, {""sex"": ""1"", ""content"": ""未来的辉煌成就是用你的青春拼出来的""}, {""sex"": ""1"", ""content"": ""输什么不能输了骨气，丢什么不能丢了人品。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么会讲话""}, {""sex"": ""1"", ""content"": ""讲给你当然得会讲啊。""}, {""sex"": ""1"", ""content"": ""怎么不喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你讲啊""}, {""sex"": ""1"", ""content"": ""我讲的，你真的会认真听吗""}, {""sex"": ""1"", ""content"": ""如果我不讲，你会打我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我憨吗""}, {""sex"": ""1"", ""content"": ""不会啊，你多可爱啊。""}, {""sex"": ""1"", ""content"": ""明明这么聪明哪里看出来你憨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是想泡我""}, {""sex"": ""1"", ""content"": ""咦，我的意图这么明显吗？""}, {""sex"": ""1"", ""content"": ""我就是简单地想跟你交个朋友，你别把我想得那么坏""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没看见你啊""}, {""sex"": ""1"", ""content"": ""没想到年纪轻轻眼睛就不好使了""}, {""sex"": ""1"", ""content"": ""我就在你的心里，怎么可能被你看到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安老婆""}, {""sex"": ""1"", ""content"": ""需要老婆的一个吻才能安""}, {""sex"": ""1"", ""content"": ""说完早安就好了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[猪头][猪头][猪头][猪头][猪头]""}, {""sex"": ""1"", ""content"": ""那你就是被猪拱的那颗大白菜！""}, {""sex"": ""1"", ""content"": ""猪八戒背媳妇儿，让我背背你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好心疼你""}, {""sex"": ""1"", ""content"": ""我长这么大，还没有人心疼过我。谢谢你。""}, {""sex"": ""1"", ""content"": ""原来被人心疼是这种感觉，突然觉得心里暖暖的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又欺负人""}, {""sex"": ""1"", ""content"": ""我只欺负你好不好。""}, {""sex"": ""1"", ""content"": ""我欺负下老婆有错了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就知道欺负人家""}, {""sex"": ""1"", ""content"": ""那是因为我只能欺负你一个人。""}, {""sex"": ""1"", ""content"": ""有本事来欺负我啊，时间地点你挑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你困""}, {""sex"": ""1"", ""content"": ""有你在，我不会困得。""}, {""sex"": ""1"", ""content"": ""困的时候亲我一下，我就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是猪嘛""}, {""sex"": ""1"", ""content"": ""那你不就成猪婆了吗？""}, {""sex"": ""1"", ""content"": ""你见过这么帅气迷人的猪吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我咋知道呢""}, {""sex"": ""1"", ""content"": ""居然还有什么是你不知道的嘛？""}, {""sex"": ""1"", ""content"": ""我觉得你应该是知道点的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一般什么时候睡觉""}, {""sex"": ""1"", ""content"": ""那得看你准备几点和我说晚安啊。""}, {""sex"": ""1"", ""content"": ""想够了就可以睡觉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算了，不想说了""}, {""sex"": ""1"", ""content"": ""那我只好去你梦里见了。""}, {""sex"": ""1"", ""content"": ""可是我还有很多故事想听呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惊讶。""}, {""sex"": ""1"", ""content"": ""这么惊讶干嘛，下巴都掉地上啦。""}, {""sex"": ""1"", ""content"": ""以后你还会知道更多惊讶的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惊讶而已""}, {""sex"": ""1"", ""content"": ""作为小仙女怎么可以露出这么惊讶的一面呢。""}, {""sex"": ""1"", ""content"": ""是不是还觉得有些惊喜？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好热啊今天""}, {""sex"": ""1"", ""content"": ""快步入夏天了，会越来越热的。""}, {""sex"": ""1"", ""content"": ""这么热的天，小仙女是不是穿上美美的小裙子了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不勤快""}, {""sex"": ""1"", ""content"": ""如果可以，我想为了你变勤快。""}, {""sex"": ""1"", ""content"": ""现在勤快难道不可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八月""}, {""sex"": ""1"", ""content"": ""八月要继续有好看的天空 温柔的晚风 开阔的心情 和一起走的你呀""}, {""sex"": ""1"", ""content"": ""八月 你好 请别来无恙 愿这个月 日子很滚烫 又热又明亮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么不知道呀""}, {""sex"": ""1"", ""content"": "" 你什么都知道了，要我干什么""}, {""sex"": ""1"", ""content"": ""现在的你不就知道了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么欺负我""}, {""sex"": ""1"", ""content"": ""怎么就不能欺负你了？！""}, {""sex"": ""1"", ""content"": ""我欺负我未来老婆不行吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说话越来越甜了""}, {""sex"": ""1"", ""content"": ""也只有对你说话才会越来越甜。""}, {""sex"": ""1"", ""content"": ""甜到你是我故意的，想让你知道有我在的美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺幽默""}, {""sex"": ""1"", ""content"": ""幽默是因为我想逗你开心""}, {""sex"": ""1"", ""content"": ""听说女生都挺喜欢幽默的男生的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""职业撩妹""}, {""sex"": ""1"", ""content"": ""我就是来撩你的。""}, {""sex"": ""1"", ""content"": ""撩你不需要职业""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也吃不到呀""}, {""sex"": ""1"", ""content"": ""现在流行云共享，我也是吃得到的。""}, {""sex"": ""1"", ""content"": ""你吃进肚子就相当于我吃进肚子，同样也算吃到了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你先上班""}, {""sex"": ""1"", ""content"": ""嗯嗯，我会认真上班赚老婆本的。""}, {""sex"": ""1"", ""content"": ""没关系，上班不会影响咱们的聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不知道在哪里呢""}, {""sex"": ""1"", ""content"": ""谁说我不知道的，我只是知道但是不告诉你呀""}, {""sex"": ""1"", ""content"": ""就是因为我不知道在哪里所以你要告诉我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去干啥""}, {""sex"": ""1"", ""content"": ""想去你心里溜达溜达""}, {""sex"": ""1"", ""content"": ""还能干嘛啊，想你呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹死牛""}, {""sex"": ""1"", ""content"": ""吹牛哪家强！找我就行""}, {""sex"": ""1"", ""content"": ""吹牛当然是得往死里吹啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会介意的""}, {""sex"": ""1"", ""content"": ""你不介意，但是我会介意知道不""}, {""sex"": ""1"", ""content"": ""你不介意但是我在乎啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么从头开始""}, {""sex"": ""1"", ""content"": ""让我们的关系从你好重新开始。""}, {""sex"": ""1"", ""content"": ""我想更新一下在你心里的印象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做早餐""}, {""sex"": ""1"", ""content"": ""好想尝尝你亲手做的早餐啊。""}, {""sex"": ""1"", ""content"": ""会做早餐的女孩子也太贤惠了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早餐都没吃""}, {""sex"": ""1"", ""content"": ""早餐要乖乖吃，不然会长胖的。""}, {""sex"": ""1"", ""content"": ""以后要监督你每天都吃早餐才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好菜""}, {""sex"": ""1"", ""content"": ""我会努力变成王者的，你等我""}, {""sex"": ""1"", ""content"": ""太厉害会有很多敌人的，所以我要假装菜一点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你见过我笑吗""}, {""sex"": ""1"", ""content"": ""我在梦里见过你笑好几次。""}, {""sex"": ""1"", ""content"": ""我怕我会沦陷在你的笑里面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赚钱最重要""}, {""sex"": ""1"", ""content"": ""钱什么时候都可以赚，爱情可不是什么时候都会有。""}, {""sex"": ""1"", ""content"": ""赚钱是很重要，但也不能把全部生活都贡献给赚钱了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我坐车晕车""}, {""sex"": ""1"", ""content"": ""那以后我们坐飞机好了！""}, {""sex"": ""1"", ""content"": ""那我骑自行车载你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是错觉""}, {""sex"": ""1"", ""content"": ""那一瞬间，错觉都可能是对的。""}, {""sex"": ""1"", ""content"": ""我能一错到底嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干活呢""}, {""sex"": ""1"", ""content"": ""我未来女朋友真是勤奋啊""}, {""sex"": ""1"", ""content"": ""答应我，做我的田螺姑娘好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活着""}, {""sex"": ""1"", ""content"": ""有时候活着也是一件很困难的事情。""}, {""sex"": ""1"", ""content"": ""不活着怎么对的起自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能看你照片吗""}, {""sex"": ""1"", ""content"": ""那都是照骗，这有啥好看的呀。""}, {""sex"": ""1"", ""content"": ""看本人不好吗，非得看照片。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美女在哪里""}, {""sex"": ""1"", ""content"": ""我眼前这个不就是超级大美女嘛""}, {""sex"": ""1"", ""content"": ""美女在我心里，我还要把她带回家里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""捂嘴偷笑""}, {""sex"": ""1"", ""content"": ""偷笑可以，但喜欢我就不要再偷偷的了。""}, {""sex"": ""1"", ""content"": ""你知道吗，喜欢是就算捂住嘴巴也会从眼睛里跑出来的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没得感觉""}, {""sex"": ""1"", ""content"": ""感觉这东西是需要培养的。""}, {""sex"": ""1"", ""content"": ""现在没感觉不代表以后没感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴遇见你""}, {""sex"": ""1"", ""content"": ""为了遇见你，我花费了很多东西""}, {""sex"": ""2"", ""content"": ""什么东西。""}, {""sex"": ""1"", ""content"": ""我的所有幸运。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备洗澡呢""}, {""sex"": ""1"", ""content"": ""你放心吧，我不会偷看的!""}, {""sex"": ""1"", ""content"": ""麻烦你洗的香一点，我闻着舒服。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活的好累""}, {""sex"": ""1"", ""content"": ""累的时候让自己的大脑放空放空，不要给自己太大的压力。""}, {""sex"": ""1"", ""content"": ""你一个女孩子家家的，总把自己搞这么累会让人心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真有耐心""}, {""sex"": ""1"", ""content"": ""我这个人最大的优点就是很有耐心。""}, {""sex"": ""1"", ""content"": ""我不仅有耐心，还有爱心恒心真心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秒回开场白""}, {""sex"": ""1"", ""content"": ""我刚才好像看到你了""}, {""sex"": ""1"", ""content"": ""漂亮的小仙女先开口吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饿就饿吧""}, {""sex"": ""1"", ""content"": ""那不行，把身体饿坏了可怎么办？""}, {""sex"": ""1"", ""content"": ""不准你这么糟蹋我的小仙女，快去吃饭！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱俩谁像坏人""}, {""sex"": ""1"", ""content"": ""都是坏人，何必为难坏人呢。""}, {""sex"": ""1"", ""content"": ""怎么坏人都还要这么区分的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我照顾的挺好的""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好照顾你的。""}, {""sex"": ""1"", ""content"": ""谢谢你的照顾吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎说！""}, {""sex"": ""1"", ""content"": ""哪有，我说的可句句是实话。""}, {""sex"": ""1"", ""content"": ""你这是不敢承认心虚了是不是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我丑""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得！""}, {""sex"": ""1"", ""content"": ""我觉得你好看不就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""困就睡觉""}, {""sex"": ""1"", ""content"": ""没有你的晚安睡不着。""}, {""sex"": ""1"", ""content"": ""可是我想睡在你怀里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识了""}, {""sex"": ""1"", ""content"": ""那我们正式开始我们的缘分吧。""}, {""sex"": ""1"", ""content"": ""我不单单只想认识而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想睡又不想睡""}, {""sex"": ""1"", ""content"": ""你这也太矛盾了吧。""}, {""sex"": ""1"", ""content"": ""想睡就是想睡，不想睡就是不想睡，想睡又不想睡算怎么回事嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗人吧""}, {""sex"": ""1"", ""content"": ""我只想把你的心骗走。""}, {""sex"": ""1"", ""content"": ""不骗你，怎么能把你骗回家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这都是骗人的""}, {""sex"": ""1"", ""content"": ""但是我不会骗我喜欢的人。""}, {""sex"": ""1"", ""content"": ""骗人？我可不是坏人呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不咋会做""}, {""sex"": ""1"", ""content"": ""没事儿，我可以教你呀。""}, {""sex"": ""1"", ""content"": ""我相信只要你认真学一定会做得很好的。""}], ""lock"": 1}"
