"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问 XX 路是不是在这坐""}, {""sex"": ""2"", ""content"": ""是的""}, {""sex"": ""1"", ""content"": ""哇，一出门就碰上好人了，上次问路一个丑丑的女人都不理我，看来外表和内在果然是成正比的""}, {""sex"": ""2"", ""content"": ""哈哈~""}, {""sex"": ""1"", ""content"": ""我对这边不怎么熟，等下万一迷路遇不到你这样的好人就麻烦了，善良 妹子,要不留个电话给我就可以随时问你路了，你号码多少呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""?你这种人在电视里只能活两集?""}, {""sex"": ""1"", ""content"": ""算命的告诉我，这辈子只能和漂亮活好的女人在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""劝你少发自拍，害我啥也没干光盯着你照片看了两小时。""}, {""sex"": ""1"", ""content"": ""hi,你朋友圈的那碗鸡汤我喝了。""}, {""sex"": ""1"", ""content"": ""翻到你分享的那首歌，最近都是我的单曲循环。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""Hi,我有个问题想问一下女生意见，女孩子一般是先贴睫毛还是先涂眼影的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，难道有人比你好看的吗？""}, {""sex"": ""1"", ""content"": ""你不是好看，你是非常的漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么喜欢""}, {""sex"": ""1"", ""content"": ""有些喜欢是命中注定，道不清缘由。""}, {""sex"": ""1"", ""content"": ""这可难倒我了，我自己也不知道为什么喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""茉莉花""}, {""sex"": ""1"", ""content"": ""茉莉花又香又白人人爱，可我只希望你只有我一个人爱。""}, {""sex"": ""1"", ""content"": ""好一朵美丽的茉莉花，好一朵美丽的茉莉花，芬芳美丽满枝丫，又香又白人人爱~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直在啊""}, {""sex"": ""1"", ""content"": ""有你在，我才是真的好。""}, {""sex"": ""1"", ""content"": ""对不起，是我让你等太久了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最美的不是下雨天""}, {""sex"": ""1"", ""content"": ""最美的是下雨天遇见你呀。""}, {""sex"": ""1"", ""content"": ""最美的不是你吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有对象没""}, {""sex"": ""1"", ""content"": ""那得看你愿不愿意成我的对象啊。""}, {""sex"": ""1"", ""content"": ""一对象吗，我去象棋里面给你找找。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一定好好给你做一顿饭""}, {""sex"": ""1"", ""content"": ""那我一定会花时间来品尝的。""}, {""sex"": ""1"", ""content"": ""你是想让我幸福到掉眼泪嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱能不能正常点""}, {""sex"": ""1"", ""content"": ""我要是正常点我真怕你受不了。""}, {""sex"": ""1"", ""content"": ""说别人不正常的，往往才是那个最不正常的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会再见""}, {""sex"": ""1"", ""content"": ""这个机会一定要好好把握才行。""}, {""sex"": ""1"", ""content"": ""看来我得自己好好把握机会了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢你多一点""}, {""sex"": ""1"", ""content"": ""我觉得我喜欢你更多点。""}, {""sex"": ""1"", ""content"": ""那我们比一比看谁的喜欢多点？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等着你""}, {""sex"": ""1"", ""content"": ""对不起，都是我让你久等了""}, {""sex"": ""1"", ""content"": ""你放心吧，绝对不会让你等我太久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起睡吗""}, {""sex"": ""1"", ""content"": ""想法很邪恶啊，不错！""}, {""sex"": ""1"", ""content"": ""虽然我不是个君子，但是我也不想做禽兽不如的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也睡一会""}, {""sex"": ""1"", ""content"": ""那我们一起睡，然后在梦里继续聊""}, {""sex"": ""1"", ""content"": ""嗯嗯，记得要梦见我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不习惯也得习惯""}, {""sex"": ""1"", ""content"": ""那你什么时候可以习惯有我的存在呢。""}, {""sex"": ""1"", ""content"": ""我已经在习惯喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早宝贝""}, {""sex"": ""1"", ""content"": ""真想一睁开眼睛就看到你""}, {""sex"": ""1"", ""content"": ""宝贝想我了吗，我都想死你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一套套的""}, {""sex"": ""1"", ""content"": ""我得试试哪一套才能套住你。""}, {""sex"": ""1"", ""content"": ""套路虽多，但想套住的人只有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会一直在吗？""}, {""sex"": ""1"", ""content"": ""你一直在，我便一直在。""}, {""sex"": ""1"", ""content"": ""你又没让我离开，我怎么会走呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直在做梦""}, {""sex"": ""1"", ""content"": ""那我得好好在梦里保护你。""}, {""sex"": ""1"", ""content"": ""梦里看来有你想要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不在相信爱情""}, {""sex"": ""1"", ""content"": ""爱情那么美好，我会给你再次相信它的爱的。""}, {""sex"": ""1"", ""content"": ""那你相信我好吗？我会让你重新相信爱情的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信吗""}, {""sex"": ""1"", ""content"": ""那你也得给我一个相信的理由啊。""}, {""sex"": ""1"", ""content"": ""不是不相信，只是有点怀疑而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一百年""}, {""sex"": ""1"", ""content"": ""拉钩上吊一百年不许变""}, {""sex"": ""1"", ""content"": ""人能活到一百年再说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过年高兴""}, {""sex"": ""1"", ""content"": ""过年哪能不高兴啊。""}, {""sex"": ""1"", ""content"": ""有你的过年我相信会更高兴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉你""}, {""sex"": ""1"", ""content"": ""别去感觉，我一直都在呢。""}, {""sex"": ""1"", ""content"": ""我这么好的一个男人，还需要感觉吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时间再聊吧""}, {""sex"": ""1"", ""content"": ""我现在就有时间啊。""}, {""sex"": ""1"", ""content"": ""我的时间为你留着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天没有时间""}, {""sex"": ""1"", ""content"": ""要是你真的没时间，我可以分点时间给你。""}, {""sex"": ""1"", ""content"": ""那只好等你的明天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你和几个女的睡过""}, {""sex"": ""1"", ""content"": ""我这处男身，怎么和女生睡！""}, {""sex"": ""1"", ""content"": ""我只想和你睡，其她没有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴甜的很""}, {""sex"": ""1"", ""content"": ""那肯定是抹了蜜的吧！""}, {""sex"": ""1"", ""content"": ""甜甜的很贴心有木有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""外面风很大""}, {""sex"": ""1"", ""content"": ""一阵风把你吹进我怀里。""}, {""sex"": ""1"", ""content"": ""风大就不要乱跑了，乖乖待在家里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""风格""}, {""sex"": ""1"", ""content"": ""无论什么风格，你都能驾驭啊""}, {""sex"": ""1"", ""content"": ""多尝试几种风格，总能找到最适合你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少自恋了""}, {""sex"": ""1"", ""content"": ""我不光自恋，还恋你。""}, {""sex"": ""1"", ""content"": ""那恋你好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""君子一言，驷马难追""}, {""sex"": ""1"", ""content"": ""你放心，五匹马就能拉回来。""}, {""sex"": ""1"", ""content"": ""可惜我是男子，不是君子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在睡会""}, {""sex"": ""1"", ""content"": ""小懒猪，多睡一会儿，顺便多想我一会儿。""}, {""sex"": ""1"", ""content"": ""太阳都晒屁股了，还有只猪没起床。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一边去吧""}, {""sex"": ""1"", ""content"": ""哪一边，你心的左边还是右边？""}, {""sex"": ""1"", ""content"": ""我睡你旁边的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加信微""}, {""sex"": ""1"", ""content"": ""终于到了我们加深彼此认识的时候了""}, {""sex"": ""1"", ""content"": ""加微信是我们爱情的第一步！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不加微信""}, {""sex"": ""1"", ""content"": ""不加微信我们怎么开始聊""}, {""sex"": ""2"", ""content"": ""那就不聊了""}, {""sex"": ""1"", ""content"": ""不行！我想你了！必须聊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如何加女生微信""}, {""sex"": ""1"", ""content"": ""我感觉你和我八字很合，要不要试试用微信聊聊？""}, {""sex"": ""1"", ""content"": ""对了，我能要你微信吗？不行的话，电话号码也行的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子疼呢""}, {""sex"": ""1"", ""content"": ""是不是又贪嘴吃坏了肚子啊，怎么总是让人担心呢？""}, {""sex"": ""1"", ""content"": ""没在你的身边，想用我的大手掌帮你揉揉肚子都不行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给女朋友讲故事""}, {""sex"": ""1"", ""content"": ""有一天，我遇到了你。""}, {""sex"": ""1"", ""content"": ""小兔子要上床睡觉了，它紧紧抓着大兔子的长耳朵，要大兔子好好地听它说。   “猜猜我有多爱你？”小兔子问。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是猴子派来搞笑的""}, {""sex"": ""1"", ""content"": ""还不是为了能看到你的笑容吗。""}, {""sex"": ""1"", ""content"": ""你还没有付工钱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么是个傻子""}, {""sex"": ""1"", ""content"": ""而且还是喜欢你的傻子。""}, {""sex"": ""1"", ""content"": ""傻傻惹人爱懂不懂。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很汉子""}, {""sex"": ""1"", ""content"": ""这样我就可以找个能保护我的真好。""}, {""sex"": ""1"", ""content"": ""没事，我喜欢你就是喜欢你所有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了饺子""}, {""sex"": ""1"", ""content"": ""是韭菜猪肉馅还是香菇猪肉馅的？""}, {""sex"": ""1"", ""content"": ""说得我都流口水了，我好久没吃饺子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买房了吗""}, {""sex"": ""1"", ""content"": ""怎么，你想住我的房？""}, {""sex"": ""1"", ""content"": ""那必须的，早就为我媳妇儿准备好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多好啊""}, {""sex"": ""1"", ""content"": ""你想象不到的好。""}, {""sex"": ""1"", ""content"": ""你想我多好就有多好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饿肚子""}, {""sex"": ""1"", ""content"": ""吃了我吧，我肉多很好吃的。""}, {""sex"": ""1"", ""content"": ""亲我一下，我就下去给你买好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥，""}, {""sex"": ""1"", ""content"": ""爱是说不出原因的。""}, {""sex"": ""1"", ""content"": ""你亲我一口我就告诉你为啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥呢？""}, {""sex"": ""1"", ""content"": ""因为所以科学道理，不说也可以。""}, {""sex"": ""1"", ""content"": ""为了你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有脑子吗""}, {""sex"": ""1"", ""content"": ""没有，但我有个你。""}, {""sex"": ""1"", ""content"": ""我要是没脑子，怎么会喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舒服舒服""}, {""sex"": ""1"", ""content"": ""我也好想舒服舒服啊""}, {""sex"": ""1"", ""content"": ""我希望你跟我在一起的时候一直是觉得舒服的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子不舒服啊""}, {""sex"": ""1"", ""content"": ""晚上睡觉着凉了吗？""}, {""sex"": ""1"", ""content"": ""难不成是有了我们爱情的结晶？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺舒服的""}, {""sex"": ""1"", ""content"": ""看来小日子过得很滋润嘛""}, {""sex"": ""1"", ""content"": ""你这么说我觉得不舒服了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢什么样的女孩""}, {""sex"": ""1"", ""content"": ""我比较喜欢像你这么好看的女孩。""}, {""sex"": ""1"", ""content"": ""那得看你是一个怎么样的女孩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你若不离我便不弃""}, {""sex"": ""1"", ""content"": ""你若不离不弃,我必生死相依。""}, {""sex"": ""1"", ""content"": ""现在我若离去,后会无期。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能正常一点""}, {""sex"": ""1"", ""content"": ""我要是正常点我真怕你受不了""}, {""sex"": ""1"", ""content"": ""我要是正常点你不就记不住我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要上你家户口本""}, {""sex"": ""1"", ""content"": ""那我们就去民政局咯。""}, {""sex"": ""1"", ""content"": ""除了我家户口本，就没有其他想上的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你找了个借口""}, {""sex"": ""1"", ""content"": ""我从不找借口，我都是真心的""}, {""sex"": ""1"", ""content"": ""再多的借口，都不及不上你的一个吻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道爱是什么吗""}, {""sex"": ""1"", ""content"": ""不知道，你让我知道一下呗。""}, {""sex"": ""1"", ""content"": ""爱就是深深的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要请我吃饭？""}, {""sex"": ""1"", ""content"": ""难道除了请你吃饭就没别的了？""}, {""sex"": ""1"", ""content"": ""吃饭等于约会知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么突然吗？""}, {""sex"": ""1"", ""content"": ""喜欢你就是这么突然。""}, {""sex"": ""1"", ""content"": ""突然的爱情，比较有惊喜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生不都是这样子""}, {""sex"": ""1"", ""content"": ""不要把一般男人和我作比较！""}, {""sex"": ""1"", ""content"": ""还好，我是男人不是男生了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带孩子呢""}, {""sex"": ""1"", ""content"": ""看来是一个没有感情的带娃机器。""}, {""sex"": ""1"", ""content"": ""以后带孩子的任务就交给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里吸引你了""}, {""sex"": ""1"", ""content"": ""都怪你长得过分好看！""}, {""sex"": ""1"", ""content"": ""哪哪都吸引我了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空心""}, {""sex"": ""1"", ""content"": ""你的心空了，那就用我的心填上吧。""}, {""sex"": ""1"", ""content"": ""知道为什么是空心的吗，因为心被我偷走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就在你身边""}, {""sex"": ""1"", ""content"": ""我要你一直在我身边。""}, {""sex"": ""1"", ""content"": ""有你在我身边我就觉得很安心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢吃西瓜""}, {""sex"": ""1"", ""content"": ""夏天吃一口西瓜也真的凉快啊""}, {""sex"": ""1"", ""content"": ""吃个小西瓜真的太舒服了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想看看你的照片""}, {""sex"": ""1"", ""content"": ""看我照片可是要收费的，你打算花多少价钱呢？""}, {""sex"": ""1"", ""content"": ""你要是看了我的照片后就爱上我了怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照骗都是骗人的""}, {""sex"": ""1"", ""content"": ""我就愿意被骗了，咋滴！""}, {""sex"": ""1"", ""content"": ""谁让你的照骗这么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗了多少女孩""}, {""sex"": ""1"", ""content"": ""我从不骗女孩，我都是真心的。""}, {""sex"": ""1"", ""content"": ""你觉得我想是那种骗女孩子的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""盖好被子哦""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好照顾自己的。""}, {""sex"": ""1"", ""content"": ""我要是夜里踢被子了你会帮我盖上吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""包场了""}, {""sex"": ""1"", ""content"": ""小仙女果然豪气啊。""}, {""sex"": ""1"", ""content"": ""你把我的心也包场了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你理想中女友是什么样子""}, {""sex"": ""1"", ""content"": ""我想了一下，结果满脑子都是你。""}, {""sex"": ""1"", ""content"": ""你这样的我就很喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了肚子疼""}, {""sex"": ""1"", ""content"": ""那不吃了，家里有没有止疼药啊？没有我给你买。""}, {""sex"": ""1"", ""content"": ""揉一揉，实在不行就看医生，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就这样。""}, {""sex"": ""1"", ""content"": ""你说的这样究竟是什么样？""}, {""sex"": ""1"", ""content"": ""无论你喜欢哪样我都有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个好女孩""}, {""sex"": ""1"", ""content"": ""我也是个好男孩。""}, {""sex"": ""1"", ""content"": ""我喜欢你这样的好女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是个孩子啊""}, {""sex"": ""1"", ""content"": ""你说这句话的时候良心不会痛吗？""}, {""sex"": ""1"", ""content"": ""是是是，在我眼里你永远都是孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个聪明的女孩子""}, {""sex"": ""1"", ""content"": ""我是个笨笨的男孩纸，需要你的照顾。""}, {""sex"": ""1"", ""content"": ""我咋知道我喜欢笨笨的女孩纸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女孩子要保护好自己""}, {""sex"": ""1"", ""content"": ""有我在就可以保护你了。""}, {""sex"": ""1"", ""content"": ""我这不是已经保护了你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要怎么保护我""}, {""sex"": ""1"", ""content"": ""在你身边随时保护你！""}, {""sex"": ""1"", ""content"": ""贴身保护！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""收保护费""}, {""sex"": ""1"", ""content"": ""此路是我开，此树是我栽，要想此路过，留下买路财！""}, {""sex"": ""1"", ""content"": ""收了保护费，你会好好保护我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你保护不了我""}, {""sex"": ""1"", ""content"": ""我会让自己变得很强大的。""}, {""sex"": ""1"", ""content"": ""相信我好吗？我一定会努力保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真可爱的妹子""}, {""sex"": ""1"", ""content"": ""再可爱有比你可爱吗？""}, {""sex"": ""1"", ""content"": ""在我眼里你最可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在我看来男生都是大猪蹄子""}, {""sex"": ""1"", ""content"": ""那你可能是没尝过大猪蹄子的味道。""}, {""sex"": ""1"", ""content"": ""有猪蹄子是这么帅气的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好做事""}, {""sex"": ""1"", ""content"": ""一直都在好好做事呀，我很认真的""}, {""sex"": ""1"", ""content"": ""好好做事，好好爱你，遵命！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看好看好看""}, {""sex"": ""1"", ""content"": ""重要的事情要说三遍，你这习惯不错啊。""}, {""sex"": ""1"", ""content"": ""再好看有你好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好生活啊""}, {""sex"": ""1"", ""content"": ""我会给你一个理想的未来生活的。""}, {""sex"": ""1"", ""content"": ""有你有我的生活才叫好生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我运气很好""}, {""sex"": ""1"", ""content"": ""所以啊，你要不要把你的幸运分我一点。""}, {""sex"": ""1"", ""content"": ""运气好的女孩子一般都笑的很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己照顾自己""}, {""sex"": ""1"", ""content"": ""你这么笨，自己会照顾不好自己的。""}, {""sex"": ""1"", ""content"": ""自己照顾自己也会累的，我来照顾你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我要你照顾好自己""}, {""sex"": ""1"", ""content"": ""我要是照顾不好，你能不能照顾我。""}, {""sex"": ""1"", ""content"": ""难道你不要我顺带照顾你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能照顾好自己的""}, {""sex"": ""1"", ""content"": ""但是我觉得我能更好地照顾你。""}, {""sex"": ""1"", ""content"": ""虽然你这么说，但我还是会为你担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那好看""}, {""sex"": ""1"", ""content"": ""好看！比什么都好看呢""}, {""sex"": ""1"", ""content"": ""像你这么好看的人已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像好看""}, {""sex"": ""1"", ""content"": ""难道只是头像好看而已吗？""}, {""sex"": ""1"", ""content"": ""头像好看，本人更好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好！""}, {""sex"": ""1"", ""content"": ""下午好，不过没有你的下午不是太好""}, {""sex"": ""1"", ""content"": ""老夫掐指一算应该是某人想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好！""}, {""sex"": ""1"", ""content"": ""没想到昏昏欲睡的中午，小可爱的精神竟然还这么好。""}, {""sex"": ""1"", ""content"": ""等了好久，你终于找我聊天啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好呀""}, {""sex"": ""1"", ""content"": ""有你我会更好的""}, {""sex"": ""1"", ""content"": ""我好不好你还不知道吗""}, {""sex"": ""1"", ""content"": ""听你这口吻感觉下午茶要一起咯""}, {""sex"": ""1"", ""content"": ""下午好啊，可爱的小姐姐""}, {""sex"": ""1"", ""content"": ""不大好，有点低血糖快给我笑一个补充点糖分""}, {""sex"": ""1"", ""content"": ""老夫掐指一算应该是某人想我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好啊""}, {""sex"": ""1"", ""content"": ""既然你都这么说了，那我就请你喝一杯下午茶如何？""}, {""sex"": ""1"", ""content"": ""你好我好大家好。""}, {""sex"": ""1"", ""content"": ""我不好，我身边没有你一点都不好""}, {""sex"": ""1"", ""content"": ""不过要是你在我身边那就更好了。""}, {""sex"": ""1"", ""content"": ""在这个悠闲的午后能收到你的消息真是太棒了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""随便问问""}, {""sex"": ""1"", ""content"": ""你这个问的好啊。""}, {""sex"": ""2"", ""content"": ""哪里好了。""}, {""sex"": ""1"", ""content"": ""都问到我心坎里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问什么？""}, {""sex"": ""1"", ""content"": ""问问你现在是不是缺男朋友呢？""}, {""sex"": ""1"", ""content"": ""想问的东西太多了，你让我一个个来好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气还好""}, {""sex"": ""1"", ""content"": ""天气好的话就可以晒晒太阳杀杀菌了。""}, {""sex"": ""1"", ""content"": ""我喜欢晴天，心情都会很晴朗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是好好上班吧""}, {""sex"": ""1"", ""content"": ""好好上班，努力赚钱吧。""}, {""sex"": ""1"", ""content"": ""那你陪着我一起好好上班。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧""}, {""sex"": ""1"", ""content"": ""说好了，你要是反悔就变丑！""}, {""sex"": ""1"", ""content"": ""你怎么那么高冷呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧？""}, {""sex"": ""1"", ""content"": ""难道不好？""}, {""sex"": ""1"", ""content"": ""虽然你答应得很勉强，但也算是答应了，不许反悔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好帅""}, {""sex"": ""1"", ""content"": ""这么帅的男朋友你要吗？""}, {""sex"": ""1"", ""content"": ""我不仅人帅，还会对你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好帅哟""}, {""sex"": ""1"", ""content"": ""有没有帅到你心里呢。""}, {""sex"": ""1"", ""content"": ""再帅没有女朋友有啥用呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀帅哥""}, {""sex"": ""1"", ""content"": ""帅哥的我，能和你认识吗？""}, {""sex"": ""1"", ""content"": ""美女眼光这么好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好意思不好意思""}, {""sex"": ""1"", ""content"": ""没事没事，跟我不用不好意思。""}, {""sex"": ""1"", ""content"": ""你这样子反倒是我觉得不好意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想好没""}, {""sex"": ""1"", ""content"": ""你给我加加油就很快想好了""}, {""sex"": ""1"", ""content"": ""想好了，这辈子就是你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班还好""}, {""sex"": ""1"", ""content"": ""努力上班赚钱才是正事啊。""}, {""sex"": ""1"", ""content"": ""巧了，我也在上班呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，在上班""}, {""sex"": ""1"", ""content"": ""好好上班，努力赚钱！""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好在上班。""}], ""lock"": 1}"
