"{""chat"": [{""sex"": ""1"", ""content"": ""我觉得你应该赔偿我""}, {""sex"": ""2"", ""content"": ""为啥？""}, {""sex"": ""1"", ""content"": ""你的眼睛会放电，把我电蒙了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等到""}, {""sex"": ""1"", ""content"": ""你已经等到我了，所以不需要再等待啦""}, {""sex"": ""1"", ""content"": ""等到风景都看透，也许你会陪我看细水长流""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚刷完牙""}, {""sex"": ""1"", ""content"": ""刷完牙来一个早安吻~""}, {""sex"": ""1"", ""content"": ""洗漱好了该吃早餐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在干嘛""}, {""sex"": ""1"", ""content"": ""我刚刚在想怎么撩你比较合适。""}, {""sex"": ""1"", ""content"": ""我在回答一个小仙女问我的问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会害羞？""}, {""sex"": ""1"", ""content"": ""咋滴，还不让我害羞啦。""}, {""sex"": ""1"", ""content"": ""我害羞的样子是不是特好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想歇歇""}, {""sex"": ""1"", ""content"": ""那就休息休息，别累坏了。""}, {""sex"": ""1"", ""content"": ""早就该歇歇了，我都心疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说点甜言蜜语""}, {""sex"": ""1"", ""content"": ""你就不怕被甜言蜜语给淹死吗？""}, {""sex"": ""1"", ""content"": ""我怕我的甜言蜜语能甜死你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你已经失去了""}, {""sex"": ""1"", ""content"": ""只要我相信，我就还没有失去""}, {""sex"": ""1"", ""content"": ""失去了，我就努力找回。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实你真的挺会撩的""}, {""sex"": ""1"", ""content"": ""我要是会撩，怎么还没撩到你啊。""}, {""sex"": ""1"", ""content"": ""那是必须的，遇见你我就开始解锁技能了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的快乐没了""}, {""sex"": ""1"", ""content"": ""肥仔快乐水还在呢。""}, {""sex"": ""1"", ""content"": ""这不就给你接上了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冬天快乐""}, {""sex"": ""1"", ""content"": ""只要你快乐，我就会快乐。""}, {""sex"": ""1"", ""content"": ""这个冬天有你真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在努力""}, {""sex"": ""1"", ""content"": ""请你务必好好努力！""}, {""sex"": ""1"", ""content"": ""你要相信努力会让你变得更加优秀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午在睡觉""}, {""sex"": ""1"", ""content"": ""小懒猪，睡那么多晚上会睡不着觉的。""}, {""sex"": ""1"", ""content"": ""午睡不宜睡太久哦，不然会头疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啊哟""}, {""sex"": ""1"", ""content"": ""小笨蛋，是不是哪里撞疼了？""}, {""sex"": ""1"", ""content"": ""呀，你怎么撞我胸口上了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像好可爱""}, {""sex"": ""1"", ""content"": ""本人更可爱哦。""}, {""sex"": ""1"", ""content"": ""那你肯定是个可爱的小姐姐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以和你交个朋友吗""}, {""sex"": ""1"", ""content"": ""如果你不介意的话，可以的。""}, {""sex"": ""1"", ""content"": ""当然没问题了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想生气""}, {""sex"": ""1"", ""content"": ""不要生气啦，生气容易变丑的。""}, {""sex"": ""1"", ""content"": ""生什么气啊，还不如我带你吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气的很""}, {""sex"": ""1"", ""content"": ""莫生气，生气容易变老。""}, {""sex"": ""1"", ""content"": ""生气有什么用，还不如打我一顿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""清明雨纷纷""}, {""sex"": ""1"", ""content"": ""春回大地九千万里寒食雨；日暖神州二十四番花信风。""}, {""sex"": ""1"", ""content"": ""这细雨蒙蒙为世界增添了几分愁容。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特开心""}, {""sex"": ""1"", ""content"": ""要不要跟我分享一下你的开心事让我也开心开心？""}, {""sex"": ""1"", ""content"": ""光是看到你开心的样子我就很开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""完全不想理你""}, {""sex"": ""1"", ""content"": ""可你还是理我了呀。""}, {""sex"": ""1"", ""content"": ""嘴上说着不想理我，身体倒是很诚实啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这就是最真实的我""}, {""sex"": ""1"", ""content"": ""最真实也是最可爱的你呀""}, {""sex"": ""1"", ""content"": ""还好你愿意在我面前展示最真实的你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗感情""}, {""sex"": ""1"", ""content"": ""被仙女骗感情那也是值得的""}, {""sex"": ""1"", ""content"": ""你要是骗我感情，我就要骗你去结婚的哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵呵呵呵，""}, {""sex"": ""1"", ""content"": ""说你性感和可爱，怎么还呵上气了呀""}, {""sex"": ""1"", ""content"": ""你再这样笑，我会忍不住亲你的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安早点睡""}, {""sex"": ""1"", ""content"": ""晚安，我到梦里再继续陪你。""}, {""sex"": ""1"", ""content"": ""晚安小可爱，早点睡皮肤才会好好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己睡觉""}, {""sex"": ""1"", ""content"": ""自己睡觉太孤单了，我们一起睡吧""}, {""sex"": ""1"", ""content"": ""你不是自己睡，我一直都陪着你呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要你管呀""}, {""sex"": ""1"", ""content"": ""我不管着你，你都要牛上天了。""}, {""sex"": ""1"", ""content"": ""不管你，我惯着你，好吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要约我呀""}, {""sex"": ""1"", ""content"": ""知道我想约你那你答不答应呀？""}, {""sex"": ""1"", ""content"": ""我能有幸邀请小仙女共餐或者看电影吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么听话的吗""}, {""sex"": ""1"", ""content"": ""做个听话的男朋友。""}, {""sex"": ""1"", ""content"": ""就这么听话！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不明白什么意思""}, {""sex"": ""1"", ""content"": ""哪里不明白呢，我跟你说清楚一点。""}, {""sex"": ""1"", ""content"": ""果然可爱的女孩子都有点笨笨的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不去找小姐姐了""}, {""sex"": ""1"", ""content"": ""找你就好了，找其他人干嘛！""}, {""sex"": ""1"", ""content"": ""有了你还需要小姐姐吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气不行""}, {""sex"": ""1"", ""content"": ""我的运气都用来遇见你了，当然是不行的啦。""}, {""sex"": ""1"", ""content"": ""貌似运气不好的女孩一般都笑不出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你肯定是个渣男""}, {""sex"": ""1"", ""content"": ""那我就向你证明我是个直男。""}, {""sex"": ""1"", ""content"": ""你不能把会说话的男生都归到渣男啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得这样挺好""}, {""sex"": ""1"", ""content"": ""我觉得还不够好，你做我女朋友才好。""}, {""sex"": ""1"", ""content"": ""只是挺好而已，我可以变得更好哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得不好吃""}, {""sex"": ""1"", ""content"": ""看来小仙女还挺挑剔的呀""}, {""sex"": ""1"", ""content"": ""我知道了，你肯定觉得我最好吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切毛线""}, {""sex"": ""1"", ""content"": ""女孩子家家的，能不能温柔点。""}, {""sex"": ""1"", ""content"": ""切西瓜吧，这个天气吃西瓜太舒服了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别夸我啦""}, {""sex"": ""1"", ""content"": ""可是一想到你这么好，我就忍不住想夸你。""}, {""sex"": ""1"", ""content"": ""怎么啦，是不是害羞了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎样都不行""}, {""sex"": ""1"", ""content"": ""你这都不给人一点机会呀。""}, {""sex"": ""1"", ""content"": ""不行的话我只能使用非一般的手段了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暖气""}, {""sex"": ""1"", ""content"": ""我的怀抱比暖气还暖和哦。""}, {""sex"": ""1"", ""content"": ""那我能不能去你那里蹭蹭暖气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我当然愿意""}, {""sex"": ""1"", ""content"": ""我很开心你能答应得这么爽快。""}, {""sex"": ""1"", ""content"": ""希望你给我的答案能够一直都是“我愿意”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你太骄傲。""}, {""sex"": ""1"", ""content"": ""有你这样的人在我能不骄傲吗。""}, {""sex"": ""1"", ""content"": ""你就是我骄傲的原因。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打压""}, {""sex"": ""1"", ""content"": ""别再打压我啦，再打就要被压傻了！""}, {""sex"": ""1"", ""content"": ""你不是应该鼓励我嘛，怎么可以打压我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你厉害吗""}, {""sex"": ""1"", ""content"": ""我厉不厉害你试试不就知道了。""}, {""sex"": ""1"", ""content"": ""我这么低调的人，你当然不知道啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上不想吃饭""}, {""sex"": ""1"", ""content"": ""但是早餐很重要，不吃早餐容易得胃病的""}, {""sex"": ""1"", ""content"": ""是不是没睡好所以没胃口？那也得喝点温开水暖暖胃呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别吵我""}, {""sex"": ""1"", ""content"": ""不吵你，我只是想看看你""}, {""sex"": ""1"", ""content"": ""吵你干嘛，你这么可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我喜欢什么吗""}, {""sex"": ""1"", ""content"": ""喜欢我是不是啊？""}, {""sex"": ""1"", ""content"": ""喜欢偷偷想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么类型的女生？""}, {""sex"": ""1"", ""content"": ""喜欢了这么久，你难道没发现我喜欢你吗。""}, {""sex"": ""1"", ""content"": ""只要我喜欢什么样的都行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想当老大""}, {""sex"": ""1"", ""content"": ""不想当老大的小弟，不是好小弟！""}, {""sex"": ""1"", ""content"": ""那你就来做我的祖宗吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她来大姨妈了""}, {""sex"": ""1"", ""content"": ""我只想说她需要啥，我给她买点吧。""}, {""sex"": ""1"", ""content"": ""请她保持好情绪，千万不要激动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她是仙女""}, {""sex"": ""1"", ""content"": ""而你是小祖宗。""}, {""sex"": ""1"", ""content"": ""你要是会飞，我就承认她是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""犯了错误怎么挽回她""}, {""sex"": ""1"", ""content"": ""撒娇卖萌撒泼打滚，女人都是心软的。""}, {""sex"": ""1"", ""content"": ""真正爱她的人，又怎么舍得让她难过呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上！""}, {""sex"": ""1"", ""content"": ""来啦！你的第一句早安呢！""}, {""sex"": ""1"", ""content"": ""真想和你一起吃早餐啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我瘦吗""}, {""sex"": ""1"", ""content"": ""很瘦，悄无声息走进我心里我都没察觉。""}, {""sex"": ""1"", ""content"": ""你这还不算瘦的话，其他女孩儿怎么活？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深情？""}, {""sex"": ""1"", ""content"": ""自古深情留不住，唯有套路得人心。""}, {""sex"": ""1"", ""content"": ""深情的人总是被无情伤害。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在什么都不想说""}, {""sex"": ""1"", ""content"": ""那就什么都不要说，等你想说的时候再说吧""}, {""sex"": ""1"", ""content"": ""怎么了，是心情不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你平时玩游戏吗""}, {""sex"": ""1"", ""content"": ""有你在的时候就不玩游戏，你不在我只能靠游戏了。""}, {""sex"": ""1"", ""content"": ""你会喜欢我玩游戏吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发早安""}, {""sex"": ""1"", ""content"": ""早安，早餐想吃什么，给你买""}, {""sex"": ""1"", ""content"": ""早安！夜里的星星有没有我啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""早安！昨晚有梦到我吗？""}, {""sex"": ""1"", ""content"": ""早安，亲爱的猪猪，快起来了，太阳公公要非礼你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安??""}, {""sex"": ""1"", ""content"": ""有你的早安，我每天都觉得很幸福。""}, {""sex"": ""1"", ""content"": ""早安，一早就收到仙女的小心心啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""小可爱没有赖床呀？""}, {""sex"": ""1"", ""content"": ""早呀，一大早心情就好好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早没啊""}, {""sex"": ""1"", ""content"": ""看到你我觉得我还能再吃""}, {""sex"": ""1"", ""content"": ""没吃你也不会给我带""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我该咋说""}, {""sex"": ""1"", ""content"": ""你应该咋说就咋说，""}, {""sex"": ""1"", ""content"": ""这个问题，我也不好回答你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着就睡着了""}, {""sex"": ""1"", ""content"": ""一下子就睡着了吗，看来你很累啊""}, {""sex"": ""1"", ""content"": ""那你有没有好好盖被子，可别着凉了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很坚强""}, {""sex"": ""1"", ""content"": ""毕竟自己一个人过了这么久。""}, {""sex"": ""1"", ""content"": ""我没有依靠的人，只能自己坚强。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃啥好吃的""}, {""sex"": ""1"", ""content"": ""那都是被你吃完了吧。""}, {""sex"": ""1"", ""content"": ""吃货眼里都是吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉见过""}, {""sex"": ""1"", ""content"": ""不是感觉，是肯定见过啊。""}, {""sex"": ""1"", ""content"": ""看来你已经把我忘记了，太伤心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你困么""}, {""sex"": ""1"", ""content"": ""不困啊，这不是还在想你吗。""}, {""sex"": ""1"", ""content"": ""困啊，我想在梦里找你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好吃饭吧""}, {""sex"": ""1"", ""content"": ""没有你在我身边，我胃口都不怎么好。""}, {""sex"": ""1"", ""content"": ""收到一定会好好吃饭的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疯了呀""}, {""sex"": ""1"", ""content"": ""爱情使人疯狂啊。""}, {""sex"": ""1"", ""content"": ""我很清醒，我知道自己在说什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那个人就是你""}, {""sex"": ""1"", ""content"": ""喜欢你的人就是我！""}, {""sex"": ""1"", ""content"": ""看来是我没跑了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡得晚""}, {""sex"": ""1"", ""content"": ""没办法，我少一个监督我早睡的女朋友。""}, {""sex"": ""1"", ""content"": ""手机它不放过我，害我总是很晚才睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道呀""}, {""sex"": ""1"", ""content"": ""我知道我喜欢你。""}, {""sex"": ""1"", ""content"": ""我不知道，你准备和我说啥呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那谁知道你""}, {""sex"": ""1"", ""content"": ""我这么明显的人，你怎么不知道我呢。""}, {""sex"": ""1"", ""content"": ""难道你不知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥可想的""}, {""sex"": ""1"", ""content"": ""我也不知道有啥可想的，就是忍不住会想你。""}, {""sex"": ""1"", ""content"": ""想起你我就会觉得很开心，所以我要多想想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一看就不是好人""}, {""sex"": ""1"", ""content"": ""是不是好人，你来试试就知道了。""}, {""sex"": ""1"", ""content"": ""本来是好人的，但是看到你就像变成坏人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想追你""}, {""sex"": ""1"", ""content"": ""那就换我来追你好不好。""}, {""sex"": ""1"", ""content"": ""那你就来喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快活啊""}, {""sex"": ""1"", ""content"": ""要跟你一起快活才行呀""}, {""sex"": ""1"", ""content"": ""来啊~快活啊~反正有大把时光~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她真好看""}, {""sex"": ""1"", ""content"": ""你瞎了，哪里有你好看啊！""}, {""sex"": ""1"", ""content"": ""感觉差点，还没到你这地步。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥时候的事""}, {""sex"": ""1"", ""content"": ""就刚才啊，你从我心里出来的时候""}, {""sex"": ""1"", ""content"": ""可能是见第一面的时候吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上迟到了""}, {""sex"": ""1"", ""content"": ""竟然迟到了，是不是睡过头啦？""}, {""sex"": ""1"", ""content"": ""没事，迟到了你也还是小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢短发""}, {""sex"": ""1"", ""content"": ""你是我遇见过留短发最好看的女孩。""}, {""sex"": ""1"", ""content"": ""我也是短发，那你是不是喜欢我啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字。""}, {""sex"": ""1"", ""content"": ""名字什么的都是代号，只是为了遇见你而已。""}, {""sex"": ""1"", ""content"": ""我姓倪，名南友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛去了呀""}, {""sex"": ""1"", ""content"": ""我的心已经被你牢牢的锁住了，还能去干嘛？""}, {""sex"": ""1"", ""content"": ""正想去你心里呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才干嘛去了？""}, {""sex"": ""1"", ""content"": ""偷偷看了下你照片去了。""}, {""sex"": ""1"", ""content"": ""你不是在我脑子里吗，咋没看到我干嘛去了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少吹""}, {""sex"": ""1"", ""content"": ""没吹，我说的都是实话。""}, {""sex"": ""1"", ""content"": ""我看起来像是那种爱吹牛的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心里有我吗""}, {""sex"": ""1"", ""content"": ""我要不要把我的心剥开给你看看。""}, {""sex"": ""1"", ""content"": ""要是没有你，我又何必在你身上花费这么多时间？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi""}, {""sex"": ""1"", ""content"": ""你这样打招呼太没新意了""}, {""sex"": ""1"", ""content"": ""应该是我先say hi才对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi.""}, {""sex"": ""1"", ""content"": ""麻麻说主动打招呼的会成为我的好老婆""}, {""sex"": ""1"", ""content"": ""搭讪这种事情，应该我来做。hi。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是我的太阳""}, {""sex"": ""1"", ""content"": ""那就让我做你一辈子的太阳温暖你吧。""}, {""sex"": ""1"", ""content"": ""能成为你的太阳，我很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说一句话打动我吧""}, {""sex"": ""1"", ""content"": ""与其用言语打动你，不如用行动打动你。""}, {""sex"": ""1"", ""content"": ""可是我的嘴巴太笨了，说不出甜言蜜语。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼的要死""}, {""sex"": ""1"", ""content"": ""要是我能替你承受这些疼痛就好了。""}, {""sex"": ""1"", ""content"": ""我宁愿是我疼也不希望你受苦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""摔着了""}, {""sex"": ""1"", ""content"": ""笨蛋，怎么也不小心点呀？""}, {""sex"": ""1"", ""content"": ""摔哪儿了？疼不疼啊？我都替你心疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打呗""}, {""sex"": ""1"", ""content"": ""不打不打，我可舍不得对你下手""}, {""sex"": ""1"", ""content"": ""打在你身上我还会心疼呢，我才不自己找不痛快""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩嘛""}, {""sex"": ""1"", ""content"": ""放心，我会好好撩你！""}, {""sex"": ""1"", ""content"": ""那你希望我怎么撩比较好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说真的呢""}, {""sex"": ""1"", ""content"": ""我也没有和你说假的啊。""}, {""sex"": ""1"", ""content"": ""好的！这次我要当真了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道了还说""}, {""sex"": ""1"", ""content"": ""可是别人不知道，我要告诉大家我们谈恋爱了。""}, {""sex"": ""1"", ""content"": ""可是我忍不住了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在想美女""}, {""sex"": ""1"", ""content"": ""你不就是个美女啊！""}, {""sex"": ""1"", ""content"": ""想你就好了，我想啥美女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见你真开心""}, {""sex"": ""1"", ""content"": ""开心都是相互的好不好。""}, {""sex"": ""1"", ""content"": ""我遇到你会更开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你加我干啥？""}, {""sex"": ""1"", ""content"": ""当然是因为那该死的爱情啦。""}, {""sex"": ""1"", ""content"": ""难道不找你干啥就不能加你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就我们两个人""}, {""sex"": ""1"", ""content"": ""原来是专属于我们两个人的私密时光啊。""}, {""sex"": ""1"", ""content"": ""只有我们两个，你会不会趁机对我做坏事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜猜我多大""}, {""sex"": ""1"", ""content"": ""猜出来了有啥奖励吗？""}, {""sex"": ""1"", ""content"": ""女生的年龄这么重要的事情，怎么可以猜呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近忙不""}, {""sex"": ""1"", ""content"": ""还行，还是有空能跟你聊天的""}, {""sex"": ""1"", ""content"": ""忙啊，一边忙着工作一边忙着想你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想你死了""}, {""sex"": ""1"", ""content"": ""你这想法有点危险不好不好！""}, {""sex"": ""1"", ""content"": ""我要是死了，就没人照顾你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又骗我了""}, {""sex"": ""1"", ""content"": ""对不起，我可没想过骗你这种小可爱。""}, {""sex"": ""1"", ""content"": ""你觉得我像是那种骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对方说名字""}, {""sex"": ""1"", ""content"": ""你的名字和我的名字是不是应该放在一起？""}, {""sex"": ""1"", ""content"": ""听说互相喊名字会有惊喜哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是我的命中注定""}, {""sex"": ""1"", ""content"": ""请你开始虐我的剧情吧！""}, {""sex"": ""1"", ""content"": ""你是我的命中注定""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴认识你[握手][握手][握手]""}, {""sex"": ""1"", ""content"": ""往后余生，多多指教""}, {""sex"": ""1"", ""content"": ""初次见面，以后我们就是好朋友啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抵抗疫情""}, {""sex"": ""1"", ""content"": ""我相信我们国家一定会战胜疫情的。""}, {""sex"": ""1"", ""content"": ""国家危难人人有责，我们都要好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喊我姐姐""}, {""sex"": ""1"", ""content"": ""小姐姐，请问你有男朋友吗？""}, {""sex"": ""1"", ""content"": ""不啊，你是小仙女怎么可以叫姐姐呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不想做了""}, {""sex"": ""1"", ""content"": ""不想做就不做了，别勉强自己。""}, {""sex"": ""1"", ""content"": ""再坚持坚持，我相信你会做好的，对吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得丑。""}, {""sex"": ""1"", ""content"": ""你要是长得丑，其他人可能要丑爆了。""}, {""sex"": ""1"", ""content"": ""我就是喜欢你长得丑行吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长的很丑的""}, {""sex"": ""1"", ""content"": ""你只是美的不明显。""}, {""sex"": ""1"", ""content"": ""我最讨厌睁眼说瞎话的女生了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我长的丑""}, {""sex"": ""1"", ""content"": ""你这是长得比较安全。""}, {""sex"": ""1"", ""content"": ""每个人的审美都不同，有的人就觉得你这样是很美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好哇好哇""}, {""sex"": ""1"", ""content"": ""没想到小仙女会这么激动。""}, {""sex"": ""1"", ""content"": ""看到你这么开心我就知足了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能好好聊天不""}, {""sex"": ""1"", ""content"": ""我只是想跨过聊天直奔主题嘛""}, {""sex"": ""1"", ""content"": ""好好聊天的关键是真心相待。""}], ""lock"": 1}"
