"{""chat"": [{""sex"": ""1"", ""content"": ""你好……请问附近有个星巴克，你知道在哪里么？""}, {""sex"": ""2"", ""content"": ""知道/不知道""}, {""sex"": ""1"", ""content"": ""很谢谢你……你在这里逛街啊，我朋友还没有来。我觉得你人特别好，如果有机会的话，应该一起坐坐，喝杯咖啡，我们说不定能成为不错的朋友""}, {""sex"": ""2"", ""content"": ""(给出回应）""}, {""sex"": ""1"", ""content"": ""我一会儿就要去找朋友了，希望能再见到你，不如我们交换个联系方式吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想都别想""}, {""sex"": ""1"", ""content"": ""人总要想的，不然就和咸鱼有啥区别。""}, {""sex"": ""1"", ""content"": ""你说不想就不想，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""端午快乐！""}, {""sex"": ""1"", ""content"": ""又有几天假期，打算去哪玩，还是在家瘫着过？""}, {""sex"": ""1"", ""content"": ""你要是陪我过我就快乐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""读书""}, {""sex"": ""1"", ""content"": ""小仙女果然优秀，这么自律""}, {""sex"": ""2"", ""content"": ""谢谢夸奖""}, {""sex"": ""1"", ""content"": ""不过读书固然重要，但也不能忘了谈恋爱呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多一点真诚""}, {""sex"": ""1"", ""content"": ""多一点用心，少一点套路。""}, {""sex"": ""1"", ""content"": ""我心都给你了，还需要我真诚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想嫁给你怎么办""}, {""sex"": ""1"", ""content"": ""那就让我娶你就好了。""}, {""sex"": ""1"", ""content"": ""你说不想就不想？这不可能的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么看""}, {""sex"": ""1"", ""content"": ""不用看，你想着我就好了。""}, {""sex"": ""1"", ""content"": ""你还需要看吗？难道我不好看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心里有我吗？""}, {""sex"": ""1"", ""content"": ""你去我心里问问如何？""}, {""sex"": ""1"", ""content"": ""你不觉得体重都轻了吗，肯定得有你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚蛋滚蛋""}, {""sex"": ""1"", ""content"": ""虽然我有点生气，但谁让我喜欢你，只好宠着你了。""}, {""sex"": ""1"", ""content"": ""我要是滚了，谁来包容你的小脾气啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说什么嘛""}, {""sex"": ""1"", ""content"": ""你那么可爱，你想说啥就说啥。""}, {""sex"": ""1"", ""content"": ""要不，你说喜欢我怎么样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行哦""}, {""sex"": ""1"", ""content"": ""既然你都说行了，那我就要亲你了。""}, {""sex"": ""1"", ""content"": ""就知道温柔的小仙女最最好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先慢慢了解吧""}, {""sex"": ""1"", ""content"": ""要是能快点了解彼此就好了。""}, {""sex"": ""1"", ""content"": ""等我们互相了解透了，就没有理由不在一起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵男人""}, {""sex"": ""1"", ""content"": ""你是不是没有 见过我这么帅的男人!""}, {""sex"": ""1"", ""content"": ""呵呵，女人啊你被我爱上了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么想起找我了""}, {""sex"": ""1"", ""content"": ""我一直都在想你，你没感觉到吗？""}, {""sex"": ""1"", ""content"": ""可能是因为想你了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你晓得""}, {""sex"": ""1"", ""content"": ""我当然晓得，我喜欢你自己会不知道吗？""}, {""sex"": ""1"", ""content"": ""我不晓得，你要不要来告诉我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么老是想这么多呀！""}, {""sex"": ""1"", ""content"": ""那你得怪自己的美丽才让我想的这么多！""}, {""sex"": ""1"", ""content"": ""我也只对你一个人想那么多而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拉黑你""}, {""sex"": ""1"", ""content"": ""怎么，你怕自己白不过我吗？""}, {""sex"": ""2"", ""content"": ""才不是。""}, {""sex"": ""1"", ""content"": ""拉黑我就是心虚，不拉黑我就勉强相信你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么就不明白呢""}, {""sex"": ""1"", ""content"": ""我很笨的，有什么事你就直接告诉我，好吗？""}, {""sex"": ""1"", ""content"": ""我不明白，我也不想明白，我只知道我很喜欢你，我想跟你在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们现在什么关系啊""}, {""sex"": ""1"", ""content"": ""我们现在的关系是你希望的关系吗？""}, {""sex"": ""1"", ""content"": ""那得看你想要什么关系了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天很忙吧""}, {""sex"": ""1"", ""content"": ""不会不会，偶尔忙偶尔闲。""}, {""sex"": ""1"", ""content"": ""一点点忙，不过不影响我们聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天比较闲""}, {""sex"": ""1"", ""content"": ""那很好呀，才不会忙得团团转。""}, {""sex"": ""1"", ""content"": ""真希望你能天天都这么闲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拿刀戳你的心""}, {""sex"": ""1"", ""content"": ""你这是准备把里面的自己戳死？""}, {""sex"": ""1"", ""content"": ""死在你刀下也是我的幸运吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不觉得我好看""}, {""sex"": ""1"", ""content"": ""我要我觉得不要你觉得！""}, {""sex"": ""1"", ""content"": ""我眼里你最好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不猜不猜""}, {""sex"": ""1"", ""content"": ""猜对了会有奖励的哦。""}, {""sex"": ""1"", ""content"": ""猜一下嘛，直接说多没意思。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥要想你啊""}, {""sex"": ""1"", ""content"": ""你为什么不要来想我呢？！""}, {""sex"": ""1"", ""content"": ""因为我都已经很想你了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么搞笑""}, {""sex"": ""1"", ""content"": ""我的幽默还不是为了看你笑吗。""}, {""sex"": ""1"", ""content"": ""笑点低的人，比较容易幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""低调低调[掩面]""}, {""sex"": ""1"", ""content"": ""过分的低调就是一种骄傲了。""}, {""sex"": ""1"", ""content"": ""小仙女怎么可能会低调呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你在哪""}, {""sex"": ""1"", ""content"": ""我在去见你的路上啊。""}, {""sex"": ""1"", ""content"": ""你摸摸你的心脏，我就在那里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在哪见过""}, {""sex"": ""1"", ""content"": ""就是上辈子见过你呀。""}, {""sex"": ""1"", ""content"": ""我也说不清在哪里见过你，但就是觉得你特别熟悉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""成年人都晓得盖多点""}, {""sex"": ""1"", ""content"": ""这不是需要你来提醒吗！""}, {""sex"": ""1"", ""content"": ""这才能显得你有多重要啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人都这么撩小妹妹的吗""}, {""sex"": ""1"", ""content"": ""你是我第一个撩的人。""}, {""sex"": ""1"", ""content"": ""那得看小妹妹愿不愿意被我撩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天撩妹""}, {""sex"": ""1"", ""content"": ""都把时间花在你身上了，哪还有时间撩妹？""}, {""sex"": ""1"", ""content"": ""是啊，天天想着要怎么撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想啥了""}, {""sex"": ""1"", ""content"": ""满脑子都是你，你觉得我想啥呢？""}, {""sex"": ""1"", ""content"": ""除了你我也没有别的可想了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚下班[捂脸]""}, {""sex"": ""1"", ""content"": ""上到这么晚吗，那你吃饭了没呀？""}, {""sex"": ""1"", ""content"": ""怎么才下班，今天的工作量很大吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做什么工作呢？""}, {""sex"": ""1"", ""content"": ""我是来做你未来男朋友的。""}, {""sex"": ""1"", ""content"": ""你管我做啥的啊，反正能养活你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今年多少岁了""}, {""sex"": ""1"", ""content"": ""你猜猜看啊，猜对了我就告诉你。""}, {""sex"": ""1"", ""content"": ""你看我的样子像是几岁的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你半天""}, {""sex"": ""1"", ""content"": ""等了我这么久，好感动啊。""}, {""sex"": ""1"", ""content"": ""抱歉抱歉，让我的小仙女久等了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呦嗨""}, {""sex"": ""1"", ""content"": ""这么嗨，小仙女心情不错哦""}, {""sex"": ""1"", ""content"": ""干嘛呀，叫得这么大声""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭了嘛""}, {""sex"": ""1"", ""content"": ""吃好啦，按时吃早餐才不会胃疼。""}, {""sex"": ""1"", ""content"": ""正在吃呢，小仙女吃了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想过圣诞吗""}, {""sex"": ""1"", ""content"": ""圣诞我想跟你一起过，好不好？""}, {""sex"": ""1"", ""content"": ""圣诞节多美好呀，你愿意陪我一起过吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找谁啊""}, {""sex"": ""1"", ""content"": ""我找最漂亮的小仙女呀""}, {""sex"": ""1"", ""content"": ""谁应我我就找谁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会宠我吗""}, {""sex"": ""1"", ""content"": ""宠小仙女肯定会宠啦！""}, {""sex"": ""1"", ""content"": ""我可能会把你宠的无法无天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么价位""}, {""sex"": ""1"", ""content"": ""放心吧，肯定是你能支付得起的""}, {""sex"": ""1"", ""content"": ""不要管是什么价位的，就问你想不想要吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我喜欢什么季节吗""}, {""sex"": ""1"", ""content"": ""我不知道，但我喜欢有你在的每个季节。""}, {""sex"": ""1"", ""content"": ""是春天吗？春暖花开的季节。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我终于起床了""}, {""sex"": ""1"", ""content"": ""你终于舍得离开你的床了。""}, {""sex"": ""1"", ""content"": ""赶紧去吃东西啦，你的肚子肯定都咕咕叫了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于出门了""}, {""sex"": ""1"", ""content"": ""出门吃好吃的东西了！""}, {""sex"": ""1"", ""content"": ""出门的快乐是我没有想到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没空闲聊""}, {""sex"": ""1"", ""content"": ""真想把你的时间给偷走。""}, {""sex"": ""1"", ""content"": ""好吧，太遗憾了，等你有空了要给我发消息哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没故事，只有酒""}, {""sex"": ""1"", ""content"": ""那我只喝酒不听故事了。""}, {""sex"": ""1"", ""content"": ""我有故事，没有酒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挂科了""}, {""sex"": ""1"", ""content"": ""要是不挂科，你的学生生涯是不完整的。""}, {""sex"": ""1"", ""content"": ""那巧了，我刚好也挂科了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偶尔玩游戏""}, {""sex"": ""1"", ""content"": ""我还以为你是游戏成瘾的网瘾少女呢。""}, {""sex"": ""1"", ""content"": ""以后你想玩游戏就找我，我陪你一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你抱抱我""}, {""sex"": ""1"", ""content"": ""抱了我就不放手啦。""}, {""sex"": ""1"", ""content"": ""你说抱就抱，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安早安早安""}, {""sex"": ""1"", ""content"": ""小仙女这么有活力，我也不能输了呢""}, {""sex"": ""1"", ""content"": ""早安呀！真希望可以抱抱小仙女呢！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早就起来啦""}, {""sex"": ""1"", ""content"": ""起这么早是因为想我了吗？""}, {""sex"": ""1"", ""content"": ""早起的小仙女，你的花露水呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这就有点夸张了""}, {""sex"": ""1"", ""content"": ""并不是呀，我说的是真心话。""}, {""sex"": ""1"", ""content"": ""夸张一点能让你印象更加深刻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们先了解吧""}, {""sex"": ""1"", ""content"": ""好的，我们就互相好好了解一下。""}, {""sex"": ""1"", ""content"": ""我已经决定了解你更多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗澡啦""}, {""sex"": ""1"", ""content"": ""需要十块钱一次的搓背吗！""}, {""sex"": ""1"", ""content"": ""刚好我也要洗澡，一起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我起啦""}, {""sex"": ""1"", ""content"": ""终于起啦，我以为小懒猪要一直赖着不起呢""}, {""sex"": ""1"", ""content"": ""那快起来吃东西啦，不要饿坏了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看睡着了""}, {""sex"": ""1"", ""content"": ""竟然看睡着了，一定是太累了。""}, {""sex"": ""1"", ""content"": ""一直等不到你的消息，我一晚上都没睡好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃的啥好吃的""}, {""sex"": ""1"", ""content"": ""难道你要过来一起去吃吗！""}, {""sex"": ""1"", ""content"": ""我不介意我旁边再多一个吃货的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗澡休息了""}, {""sex"": ""1"", ""content"": ""累了一天了，小仙女早点睡哦。""}, {""sex"": ""1"", ""content"": ""辛苦小仙女了，洗个舒服的澡早点休息吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太感动了""}, {""sex"": ""1"", ""content"": ""哟，不要太感动，这才只是开始""}, {""sex"": ""1"", ""content"": ""那你愿意这样感动一辈子吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩到我""}, {""sex"": ""1"", ""content"": ""既然撩到你了，那我就会对你负责到底的""}, {""sex"": ""1"", ""content"": ""撩到你可是我志在必得呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害人不浅""}, {""sex"": ""1"", ""content"": ""我也不害别人了，就专门害你""}, {""sex"": ""1"", ""content"": ""你这话说得我跟凶神恶煞一样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你成功的引起了我的注意""}, {""sex"": ""1"", ""content"": ""你终于被我的帅气吸引了呀。""}, {""sex"": ""1"", ""content"": ""你也是成功吸引了我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚没有睡好""}, {""sex"": ""1"", ""content"": ""没睡好今天精神状态会不好，喝点咖啡提提神吧。""}, {""sex"": ""1"", ""content"": ""怎么会没睡好，是不是夜里想太多了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚睡的晚""}, {""sex"": ""1"", ""content"": ""为什么那么晚睡，该不会是想我吧。""}, {""sex"": ""1"", ""content"": ""下次睡早点，女孩子熬夜可不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看照片吧""}, {""sex"": ""1"", ""content"": ""看啥照片，看真人！""}, {""sex"": ""1"", ""content"": ""照骗照骗！有啥好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算了，不说了""}, {""sex"": ""1"", ""content"": ""想说什么就说嘛，对我你不需要有太多顾虑的。""}, {""sex"": ""1"", ""content"": ""偷走了我的心你就想这样算了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找其他人""}, {""sex"": ""1"", ""content"": ""对不起，我只想找你。""}, {""sex"": ""1"", ""content"": ""其他人难道有比你更好的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在上课……""}, {""sex"": ""1"", ""content"": ""那我能预定你的相爱可时间吗。""}, {""sex"": ""1"", ""content"": ""上我们孩纸的胎教课？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小年快乐""}, {""sex"": ""1"", ""content"": ""小年快乐！请收下我的祝福，一祝你快乐没烦恼，二祝你幸福美如意，三祝你健康吉安泰，四祝你和家人团圆，五祝你新年新气象~""}, {""sex"": ""1"", ""content"": ""祝小仙女小年快乐，把烦恼与霉运通通扫除干净，迎接一个美好的新年！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一天吃一顿""}, {""sex"": ""1"", ""content"": ""一顿饭，你这减肥也太狠了吧。""}, {""sex"": ""1"", ""content"": ""我不能容许你这么伤害自己的肠胃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴真甜。""}, {""sex"": ""1"", ""content"": ""甜的才比较适合你啊。""}, {""sex"": ""1"", ""content"": ""都是因为你变甜了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那样累不累啊""}, {""sex"": ""1"", ""content"": ""累啊，你要不要帮我按按摩？""}, {""sex"": ""1"", ""content"": ""有你在我就觉得不累了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看来不是真爱""}, {""sex"": ""1"", ""content"": ""怎么不是真爱，你没有感受到我炙热的爱吗？""}, {""sex"": ""1"", ""content"": ""你怀疑什么都可以，就是不可以怀疑我对你的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚离职""}, {""sex"": ""1"", ""content"": ""是不是上一份工作做得不开心呀，不开心及时换掉也挺好的""}, {""sex"": ""1"", ""content"": ""那你就可以好好休息一段时间了，不用太着急找工作""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事呆着""}, {""sex"": ""1"", ""content"": ""本来就呆呆的，再这样下去就更呆了。""}, {""sex"": ""1"", ""content"": ""没事可以找我聊天呀，不然多无聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上午问候""}, {""sex"": ""1"", ""content"": ""早呀，我来给小仙女请安了""}, {""sex"": ""1"", ""content"": ""早上好，今天天气不错，你是否心情也好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪呢""}, {""sex"": ""1"", ""content"": ""去你心里，你给个定位吧。""}, {""sex"": ""1"", ""content"": ""去你身边，做你身边人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底喜欢我哪啊""}, {""sex"": ""1"", ""content"": ""我才不说呢，我怕我说了你改了咋办。""}, {""sex"": ""1"", ""content"": ""我就喜欢你，哪哪都喜欢 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去干嘛""}, {""sex"": ""1"", ""content"": ""嘿嘿嘿，当然是去干坏事了""}, {""sex"": ""1"", ""content"": ""去偷走你的心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来吹风了""}, {""sex"": ""1"", ""content"": ""夏天的晚上吹吹风是一件很惬意的事啊。""}, {""sex"": ""1"", ""content"": ""什么时候一起吹风呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在世界挺和平的""}, {""sex"": ""1"", ""content"": ""我的愿望是世界和平。""}, {""sex"": ""1"", ""content"": ""和平的背后是多少人的鲜血铸就啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我小时候好看吗""}, {""sex"": ""1"", ""content"": ""真的是从小美到大啊。""}, {""sex"": ""1"", ""content"": ""你这么好看，我很容易被你撩动的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在玩手机呢""}, {""sex"": ""1"", ""content"": ""我也想当你的手机，这样就能被你捧在手心了""}, {""sex"": ""1"", ""content"": ""放开那个手机，有什么事冲我来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi~聊聊~""}, {""sex"": ""1"", ""content"": ""诶诶诶，现在可爱的小仙女都很主动呢""}, {""sex"": ""1"", ""content"": ""来呀，开聊啊，谁怕谁啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""诶哟喂""}, {""sex"": ""1"", ""content"": ""怎么？被帅哥喜欢这么惊讶吗？""}, {""sex"": ""1"", ""content"": ""你这么叫，别人还以为我欺负你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道诶""}, {""sex"": ""1"", ""content"": ""那我就让你好好知道知道。""}, {""sex"": ""1"", ""content"": ""你不可能不知道我不喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妈妈不让我跟傻子玩""}, {""sex"": ""1"", ""content"": ""我妈也这么跟我说过，你看我听话了吗？""}, {""sex"": ""1"", ""content"": ""谢谢提醒，我一点都不介意你是傻子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别追我""}, {""sex"": ""1"", ""content"": ""那你有本事别跑。""}, {""sex"": ""1"", ""content"": ""我脑子想不追，但是心不让呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在洗脸""}, {""sex"": ""1"", ""content"": ""洗干净了就可以亲你啦。""}, {""sex"": ""1"", ""content"": ""真想捏一捏你嫩嫩的小脸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我墙都不服就服你""}, {""sex"": ""1"", ""content"": ""那你扶的稳一点，我怕你摔倒。""}, {""sex"": ""1"", ""content"": ""毕竟要做你老公的人嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我带你吃""}, {""sex"": ""1"", ""content"": ""好啊，那我要多吃一点。""}, {""sex"": ""1"", ""content"": ""你说得我现在就想去找你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去吃饭先""}, {""sex"": ""1"", ""content"": ""吃饭都不带我！良心不痛吗。""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，带带我呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""困困了""}, {""sex"": ""1"", ""content"": ""小仙女昏昏欲睡的样子肯定很可爱。""}, {""sex"": ""1"", ""content"": ""那我们一起睡觉吧，我可不能让你熬夜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢自己逛街""}, {""sex"": ""1"", ""content"": ""我喜欢和你一起逛街。""}, {""sex"": ""1"", ""content"": ""但是你需要拎包专员。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这开场白""}, {""sex"": ""1"", ""content"": ""不喜欢我换一个？""}, {""sex"": ""1"", ""content"": ""不然换你来开场？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白！！！""}, {""sex"": ""1"", ""content"": ""都加好友了，还不过来打个招呼吗？""}, {""sex"": ""1"", ""content"": ""下一任女朋友，在干嘛呢。""}, {""sex"": ""1"", ""content"": ""你好啊，单身狗。""}, {""sex"": ""1"", ""content"": ""长夜漫漫，无心睡眠，特来找菇凉聊天。""}, {""sex"": ""1"", ""content"": ""确认过眼神我看出来三个问题""}, {""sex"": ""1"", ""content"": ""你好！……有没有看我有点眼熟呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""9开场白""}, {""sex"": ""1"", ""content"": ""带我上分吧！我又输了……还被队友骂了""}, {""sex"": ""1"", ""content"": ""长夜漫漫，无心睡眠。特来找菇凉聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看我做的饭""}, {""sex"": ""1"", ""content"": ""长得美还会做饭，你可真是宝藏女孩。""}, {""sex"": ""1"", ""content"": ""别光让我看，什么时候让我吃呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我不会说话""}, {""sex"": ""1"", ""content"": ""不会说话没关系，嘴巴还有别的用处。""}, {""sex"": ""1"", ""content"": ""说话是一门很难的艺术，我能理解的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是那意思""}, {""sex"": ""1"", ""content"": ""那你告诉我，是什么意思嘛。""}, {""sex"": ""1"", ""content"": ""我不管，我就当是这个意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""属啥的""}, {""sex"": ""1"", ""content"": ""我是属于你的。""}, {""sex"": ""1"", ""content"": ""今年是我的本命年，你猜我属什么的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我跟你都不认识""}, {""sex"": ""1"", ""content"": ""今天过后我们部就认识了嘛。""}, {""sex"": ""1"", ""content"": ""现在认识也应该不算晚吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我缺点多""}, {""sex"": ""1"", ""content"": ""尤其是缺我。""}, {""sex"": ""1"", ""content"": ""就算你的缺点像星星一样多都没关系，因为你的优点就像太阳，太阳一出现所有的星星就都不见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理我。""}, {""sex"": ""1"", ""content"": ""我怎么会不理你呢，你应该是看错了吧""}, {""sex"": ""1"", ""content"": ""我要是不理你，还能是我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活嘛""}, {""sex"": ""1"", ""content"": ""生活这么苦，你可不可以给我一点甜？""}, {""sex"": ""1"", ""content"": ""我想请你参与我的生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""厉害死了""}, {""sex"": ""1"", ""content"": ""最厉害的事喜欢你这件事，我做得特别好。""}, {""sex"": ""1"", ""content"": ""可是你还没喜欢上这么厉害的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我即将成为谁""}, {""sex"": ""1"", ""content"": ""你即将成为我的女朋友""}, {""sex"": ""1"", ""content"": ""无论你即将成为谁，你都是我的女人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还早还早""}, {""sex"": ""1"", ""content"": ""我想让我的小仙女早点去睡美容觉。""}, {""sex"": ""1"", ""content"": ""不早了，你再不跟我结婚，就晚婚晚育了。""}], ""lock"": 1}"
