"{""chat"": [{""sex"": ""1"", ""content"": ""好久不见了，没想到你比以前更漂亮了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""来个华丽的自我介绍跳过我们的陌生感""}, {""sex"": ""2"", ""content"": ""介绍什么?""}, {""sex"": ""1"", ""content"": ""当然是名字，你还想给我介绍身体？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""风险""}, {""sex"": ""1"", ""content"": ""恋爱有风险，但跟我恋爱保证稳定哦""}, {""sex"": ""1"", ""content"": ""有风险的事情要谨慎，千万不可以轻易冒险""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你危险""}, {""sex"": ""1"", ""content"": ""我怎么会危险，我会好好保护你的。""}, {""sex"": ""1"", ""content"": ""我这坚实的臂膀难道不能够给你安全感吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""曾经心痛""}, {""sex"": ""1"", ""content"": ""那就让曾经成为过眼云烟吧，以后不会再让你心痛了""}, {""sex"": ""1"", ""content"": ""真想把那个让你心痛的人狠狠揍一顿啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套路女朋友""}, {""sex"": ""1"", ""content"": ""套到你我就有女朋友啦。""}, {""sex"": ""1"", ""content"": ""套路是学来的，想让你做我女朋友是真心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话呢""}, {""sex"": ""1"", ""content"": ""那你什么时候打给我呢。""}, {""sex"": ""1"", ""content"": ""听说打电话的时候给什么都会接，是真的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""初次微信聊天""}, {""sex"": ""1"", ""content"": ""我馊了好久才搜到你的微信""}, {""sex"": ""1"", ""content"": ""既然加了好友了，不聊就有点浪费了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""社会太复杂""}, {""sex"": ""1"", ""content"": ""可是在这么复杂的社会，我却遇到了这么单纯的你。""}, {""sex"": ""1"", ""content"": ""可以不要面对这么复杂的社会，只要面对我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会见面""}, {""sex"": ""1"", ""content"": ""你放心吧，我会好好等你的机会""}, {""sex"": ""1"", ""content"": ""那我相信这个机会很快就来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会做饭呀""}, {""sex"": ""1"", ""content"": ""有我在，怎么会让你做饭呢。""}, {""sex"": ""1"", ""content"": ""那你就找对人了，我可是家庭煮男的呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后会好的""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好努力的。""}, {""sex"": ""1"", ""content"": ""一切都会过去的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥这么会说话""}, {""sex"": ""1"", ""content"": ""只不过是对你比较会说话而已。""}, {""sex"": ""1"", ""content"": ""是不是说得让你心花怒放了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃完饭等会再吃""}, {""sex"": ""1"", ""content"": ""吃货的肚子总是无底洞。""}, {""sex"": ""1"", ""content"": ""吃吃吃，天天就知道吃吃!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会唱歌""}, {""sex"": ""1"", ""content"": ""你想隐藏实力然后给我惊喜吗？""}, {""sex"": ""1"", ""content"": ""小仙女声音这么好听怎么可能不会唱歌！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱唱歌""}, {""sex"": ""1"", ""content"": ""我也喜欢，咱们可以KTV一决高下""}, {""sex"": ""1"", ""content"": ""小仙女的歌唱得肯定特别好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""凡事靠自己""}, {""sex"": ""1"", ""content"": ""靠山山会跑，靠人人会跑，还是靠自己最好""}, {""sex"": ""1"", ""content"": ""因为只有自己才不会背叛自己""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩啊""}, {""sex"": ""1"", ""content"": ""和有趣的人一起就很好玩""}, {""sex"": ""1"", ""content"": ""先说说你平时都喜欢去哪里玩，我再告诉你我的想法""}, {""sex"": ""1"", ""content"": ""那就好好玩吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会聊天了""}, {""sex"": ""1"", ""content"": ""跟会聊天的人聊天才会觉得舒服呀。""}, {""sex"": ""1"", ""content"": ""能让小仙女觉得跟我聊天很开心就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得你很会聊天咯""}, {""sex"": ""1"", ""content"": ""遇见你这样的仙女，我总得会聊天吧。""}, {""sex"": ""1"", ""content"": ""不会聊天的人，很容易没朋友的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕节没礼物收""}, {""sex"": ""1"", ""content"": ""我，你收到吗？""}, {""sex"": ""1"", ""content"": ""礼物提前让你知道就没有惊喜了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我良心不痛""}, {""sex"": ""1"", ""content"": ""你说你是怎么做到这么心安理得的？""}, {""sex"": ""1"", ""content"": ""你哪里是良心不痛，你那是没有良心！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假装信了""}, {""sex"": ""1"", ""content"": ""难道我就这么不值得你相信吗？""}, {""sex"": ""1"", ""content"": ""我觉得你可以来相信我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴甜的很""}, {""sex"": ""1"", ""content"": ""这嘴巴都是为你准备的。""}, {""sex"": ""1"", ""content"": ""还好吧，也就是一般般的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等不到""}, {""sex"": ""1"", ""content"": ""谁说的，你现在不就等到我了吗？""}, {""sex"": ""1"", ""content"": ""等不到就一直等一直等一直等，总会等到的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕失去""}, {""sex"": ""1"", ""content"": ""没有得到过怎么会有失去呢。""}, {""sex"": ""1"", ""content"": ""如果怕，你就死死抓紧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会撩了。""}, {""sex"": ""1"", ""content"": ""只有撩你的时候才这么厉害。""}, {""sex"": ""1"", ""content"": ""那也不见你的心被我撩动了啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被欺负死咯""}, {""sex"": ""1"", ""content"": ""你只能被我欺负。""}, {""sex"": ""1"", ""content"": ""欺负你是我余生要做的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天会很忙""}, {""sex"": ""1"", ""content"": ""那你记得要适当休息休息，身体最重要了""}, {""sex"": ""1"", ""content"": ""什么事这么忙呀，要不要我给你帮帮忙？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不带这样的""}, {""sex"": ""1"", ""content"": ""那你说要带哪样的？""}, {""sex"": ""1"", ""content"": ""这样怎么了嘛，为什么不能？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真诚""}, {""sex"": ""1"", ""content"": ""我希望你不要嫌弃我。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""我用心构思的套路 希望你不要嫌弃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上班中""}, {""sex"": ""1"", ""content"": ""好好上班，我等你上班回来。""}, {""sex"": ""1"", ""content"": ""那我可以预定你下班的时间吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢你这样的""}, {""sex"": ""1"", ""content"": ""我做错了什么，为什么你不喜欢我这样的？""}, {""sex"": ""1"", ""content"": ""请你说出不喜欢我的理由""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉要紧""}, {""sex"": ""1"", ""content"": ""那是得赶紧睡觉才可以了！""}, {""sex"": ""1"", ""content"": ""睡觉的时候记得要梦到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要来不""}, {""sex"": ""1"", ""content"": ""有你在的地方，为什么不来呢。""}, {""sex"": ""1"", ""content"": ""你都这么邀请了，我不来多不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黑夜""}, {""sex"": ""1"", ""content"": ""白天不懂夜的黑啊。""}, {""sex"": ""1"", ""content"": ""我会在黑夜中保护好你的梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没看明白""}, {""sex"": ""1"", ""content"": ""看不明白没关系，明白我喜欢你就行。""}, {""sex"": ""1"", ""content"": ""是不是非得我把你摁在墙上强吻才能明白？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你找其他小姐姐去吧""}, {""sex"": ""1"", ""content"": ""我眼里只有你一位小姐姐，其他都看不到。""}, {""sex"": ""1"", ""content"": ""对不起，我认定你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天很忙""}, {""sex"": ""1"", ""content"": ""是有点忙，但不影响我跟你聊天。""}, {""sex"": ""1"", ""content"": ""要是能把所有时间都花在你身上就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天真忙""}, {""sex"": ""1"", ""content"": ""那你注意喝水休息啊，别太累了。""}, {""sex"": ""1"", ""content"": ""有没有需要我帮忙的地方呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天没看手机""}, {""sex"": ""1"", ""content"": ""没事，你现在看了就好。""}, {""sex"": ""1"", ""content"": ""以后要记得看手机知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢胖胖的""}, {""sex"": ""1"", ""content"": ""我这叫做壮不死胖！""}, {""sex"": ""1"", ""content"": ""每个胖纸都是潜力股，你等我瘦下来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想太胖""}, {""sex"": ""1"", ""content"": ""瘦得风都能把你吹走了还叫胖呀？""}, {""sex"": ""1"", ""content"": ""其实胖不胖都不重要的，只要开心就好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己去吃""}, {""sex"": ""1"", ""content"": ""自己吃多没意思啊，我陪你一起吃""}, {""sex"": ""1"", ""content"": ""你此时此刻正需要我的陪伴""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""仙女驾到""}, {""sex"": ""1"", ""content"": ""给小仙女请安~仙女永寿无疆~""}, {""sex"": ""1"", ""content"": ""让我来瞻仰瞻仰小仙女的风姿~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我傻不""}, {""sex"": ""1"", ""content"": ""傻，傻傻的非常可爱。""}, {""sex"": ""1"", ""content"": ""谁要说你傻，那才是真的傻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩几天""}, {""sex"": ""1"", ""content"": ""想玩几天，我陪你呀""}, {""sex"": ""1"", ""content"": ""这么热的天去玩，会被晒黑的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很好笑吗""}, {""sex"": ""1"", ""content"": ""笑点低的人，容易幸福。""}, {""sex"": ""1"", ""content"": ""可能是遇见你，我就想微笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这辈子别想了""}, {""sex"": ""1"", ""content"": ""那我先想想下辈子好了""}, {""sex"": ""1"", ""content"": ""话别说得太满，之后打脸可就不好了哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""关心你一下子""}, {""sex"": ""1"", ""content"": ""这一下是一辈子吗？""}, {""sex"": ""1"", ""content"": ""那我也爱你一下吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你大忙人""}, {""sex"": ""1"", ""content"": ""再忙我也会抽空想你的。""}, {""sex"": ""1"", ""content"": ""忙着为我们的未来努力奋斗呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想怎样啊""}, {""sex"": ""1"", ""content"": ""我只是在想你，不想怎么样""}, {""sex"": ""1"", ""content"": ""没有，我只是在默默的关注你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""顺丰快递""}, {""sex"": ""1"", ""content"": ""顺丰快递还是挺快的""}, {""sex"": ""1"", ""content"": ""不知道顺丰快递能不能把我顺到你那里去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""厉害厉害厉害""}, {""sex"": ""1"", ""content"": ""一般一般，世界第二而已啦。""}, {""sex"": ""1"", ""content"": ""我还有更厉害的，想不想试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学生时代""}, {""sex"": ""1"", ""content"": ""学生时代可真是人生中最美好的时代啊。""}, {""sex"": ""1"", ""content"": ""我的学生时代已经离我很远了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被吵醒的""}, {""sex"": ""1"", ""content"": ""要是睡在我怀里，又怎么会被吵醒？""}, {""sex"": ""1"", ""content"": ""是哪个小兔崽子吵到我的小仙女了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上睡不着咯""}, {""sex"": ""1"", ""content"": ""睡不着找我啊，我陪你。""}, {""sex"": ""1"", ""content"": ""太想我就容易失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是有毛病""}, {""sex"": ""1"", ""content"": ""是，需要你给我治治。""}, {""sex"": ""1"", ""content"": ""病源是你，我能怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要来吗？""}, {""sex"": ""1"", ""content"": ""虽然我心里迫切想去，但工作抽不开身，下次去好吗？""}, {""sex"": ""1"", ""content"": ""你的盛情邀请我怎么可能拒绝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有地位""}, {""sex"": ""1"", ""content"": ""做人不狠地位不稳，看来你不够狠啊""}, {""sex"": ""1"", ""content"": ""在我心里你就是最重要的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于吃饭了""}, {""sex"": ""1"", ""content"": ""那你要吃饱饱，可把小肚子饿坏了吧。""}, {""sex"": ""1"", ""content"": ""你要是再吃不上饭，我就要冲过去找你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不认识你""}, {""sex"": ""1"", ""content"": ""世界上其实根本没有不认识的人，只有还没相认的朋友""}, {""sex"": ""1"", ""content"": ""其实前世我们都是一棵树上的苹果，还没来得及认识你，我熟了就先掉下来，今生一定要先认识你再熟""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}, {""sex"": ""1"", ""content"": ""好巧，我也不认识，有兴趣互相了解一下吗？""}, {""sex"": ""1"", ""content"": ""没事，聊着聊着就认识了""}, {""sex"": ""1"", ""content"": ""你好，我叫XXX，25岁 未婚 民族汉 爱好小仙女 很高兴认识你小仙女 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少一点套路""}, {""sex"": ""1"", ""content"": ""我一向都是真心对你的。""}, {""sex"": ""1"", ""content"": ""用这么多套路，还不是想让你开心点嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干嘛呢呀""}, {""sex"": ""1"", ""content"": ""我在回复一个美女问题。""}, {""sex"": ""1"", ""content"": ""认识你以后每天魂不守舍，我都不知道在干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用改""}, {""sex"": ""1"", ""content"": ""为了我们能变得更好，我会改掉的""}, {""sex"": ""1"", ""content"": ""虽然你说不用改，但是我知道改了会更好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班忙不忙""}, {""sex"": ""1"", ""content"": ""在夹缝中抽出时间来回复你消息的那种忙。""}, {""sex"": ""1"", ""content"": ""有时候忙有时候不忙，不过你想找我都可以随时给我发消息的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想奔现""}, {""sex"": ""1"", ""content"": ""不想奔现的网恋都是耍流氓！""}, {""sex"": ""1"", ""content"": ""难道你想一直活在网络世界里吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好喝""}, {""sex"": ""1"", ""content"": ""我也想喝，亲你一口能尝到味道吗？""}, {""sex"": ""1"", ""content"": ""就知道你这个小吃货会喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起喝奶茶""}, {""sex"": ""1"", ""content"": ""好啊，小仙女喜欢喝什么奶茶？""}, {""sex"": ""1"", ""content"": ""走，说喝酒喝，现在就走起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那怎么办啊""}, {""sex"": ""1"", ""content"": ""还能怎么办就这么办呗""}, {""sex"": ""1"", ""content"": ""给你指条康庄大道，投入我的怀抱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想和你讲话""}, {""sex"": ""1"", ""content"": ""不跟我讲话，你想都憋在肚子里吗？会难受的。""}, {""sex"": ""1"", ""content"": ""你只是现在不想，你一会儿肯定憋不住的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想了解我吗""}, {""sex"": ""1"", ""content"": ""我就是来了解你的。""}, {""sex"": ""1"", ""content"": ""你愿意被我了解嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能说点啥""}, {""sex"": ""1"", ""content"": ""只要你想说就说呗，我反正我听着。""}, {""sex"": ""1"", ""content"": ""我想要对我说点什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早起习惯了""}, {""sex"": ""1"", ""content"": ""早睡早起身体好呀。""}, {""sex"": ""1"", ""content"": ""习惯成自然，你什么时候习惯有我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以先了解了解""}, {""sex"": ""1"", ""content"": ""那我们要增加接触的机会。""}, {""sex"": ""1"", ""content"": ""嗯嗯，互相了解才能更好地走下去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要上学去了""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}, {""sex"": ""1"", ""content"": ""那我可以慢慢等你放学吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊聊天而已""}, {""sex"": ""1"", ""content"": ""只是聊天这么简单的吗？！""}, {""sex"": ""1"", ""content"": ""我们之间除了爱情还有啥好聊的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想啦""}, {""sex"": ""1"", ""content"": ""好啦，不想就不勉强了。""}, {""sex"": ""1"", ""content"": ""不，你想！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯没有啦""}, {""sex"": ""1"", ""content"": ""我不会介意你有的啦。""}, {""sex"": ""1"", ""content"": ""我会让你拥有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥感觉""}, {""sex"": ""1"", ""content"": ""扑通扑通，是心跳的感觉""}, {""sex"": ""1"", ""content"": ""没感觉啊，难道是我反应太迟钝了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欺负不了你""}, {""sex"": ""1"", ""content"": ""你要是敢欺负我，我就敢亲你。""}, {""sex"": ""1"", ""content"": ""天天就想着欺负我，你还能有点啥！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是又在撩妹子""}, {""sex"": ""1"", ""content"": ""自从遇见你，其他妹子都是汉子了！""}, {""sex"": ""1"", ""content"": ""我这不是在撩你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都害怕了""}, {""sex"": ""1"", ""content"": ""别怕，有我保护你。""}, {""sex"": ""1"", ""content"": ""没有什么人能伤害小仙女的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公在吗""}, {""sex"": ""1"", ""content"": ""是福不是祸 我是你老公你躲不过""}, {""sex"": ""1"", ""content"": ""让我听听谁喊的老公最让我上头。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是我老公啊""}, {""sex"": ""1"", ""content"": ""以后就是你老公！""}, {""sex"": ""1"", ""content"": ""但是我将会是你老公。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公你吃饭了吗""}, {""sex"": ""1"", ""content"": ""老公好可怜，老公没饭吃""}, {""sex"": ""1"", ""content"": ""坐等老婆大人投喂""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得也没话题""}, {""sex"": ""1"", ""content"": ""话题都是撩出来的，要不让我试试？""}, {""sex"": ""1"", ""content"": ""话题我负责，你负责撩我就行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一晚都没睡""}, {""sex"": ""1"", ""content"": ""你这是因为什么事兴奋得睡不着觉呀？""}, {""sex"": ""1"", ""content"": ""竟然一晚没睡，你这是要变成大熊猫呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太晚睡""}, {""sex"": ""1"", ""content"": ""以后我要监督你早点睡觉才行。""}, {""sex"": ""1"", ""content"": ""太晚睡白天就没精神了，晚上还是别熬夜了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没有上班吗？""}, {""sex"": ""1"", ""content"": ""你看我像是老老实实的上班族吗？""}, {""sex"": ""1"", ""content"": ""上班太耽误我行走江湖了，不上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要上班吗？""}, {""sex"": ""1"", ""content"": ""在上呢，一边上一边跟你聊天。""}, {""sex"": ""1"", ""content"": ""上班也可以跟你说说话嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道还问""}, {""sex"": ""1"", ""content"": ""我就是想好好问问你。""}, {""sex"": ""1"", ""content"": ""我知道的和你从嘴巴说出来不一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有对象不""}, {""sex"": ""1"", ""content"": ""我象棋里面是有一对象。""}, {""sex"": ""1"", ""content"": ""没有，你要做我对象嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃惊的表情""}, {""sex"": ""1"", ""content"": ""是我不好，让你受到惊吓了。""}, {""sex"": ""1"", ""content"": ""这么惊讶干嘛，我确实喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢坏人""}, {""sex"": ""1"", ""content"": ""我明明是个好人，啥时候成坏人了。""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不出来啦 热 真的热""}, {""sex"": ""1"", ""content"": ""我比较高冷，靠着我就不热啦！""}, {""sex"": ""1"", ""content"": ""那不是天气的缘故，那是我对你的感情热烈""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么不知道啊""}, {""sex"": ""1"", ""content"": "" 你什么都知道了，要我干什么""}, {""sex"": ""1"", ""content"": ""那你什么知道下我喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是狗男人吗""}, {""sex"": ""1"", ""content"": ""你是狗女人嘛。""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累不累今天""}, {""sex"": ""1"", ""content"": ""还好吧，男女搭配干活不累。""}, {""sex"": ""1"", ""content"": ""累啊，但是想着你的时候就好多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上起床问候""}, {""sex"": ""1"", ""content"": ""晚上早点睡觉，这样早点起床可以第一个喜欢你。""}, {""sex"": ""1"", ""content"": ""昨天不是刚起过床吗 为什么今天又要起床""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吹干头发""}, {""sex"": ""1"", ""content"": ""什么时候能帮你吹呢""}, {""sex"": ""1"", ""content"": ""真希望有机会你躺在我怀里，我帮你吹头发""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的太好了""}, {""sex"": ""1"", ""content"": ""现实这么残酷，难道就不能想得美好一点嘛？""}, {""sex"": ""1"", ""content"": ""不是我想得太好了，是本来就这么好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你放心吗""}, {""sex"": ""1"", ""content"": ""你这么漂亮的小仙女出门我当然不放心了。""}, {""sex"": ""1"", ""content"": ""有你在我肯定放心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备吃早餐""}, {""sex"": ""1"", ""content"": ""要是能每天醒来吃你做的早餐就好了。""}, {""sex"": ""1"", ""content"": ""早餐要吃好哦，才会有力气减肥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上惯例""}, {""sex"": ""1"", ""content"": ""美好的一天从亲亲你开始哦""}, {""sex"": ""1"", ""content"": ""早安！昨晚有梦到我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就家常菜""}, {""sex"": ""1"", ""content"": ""家常菜我也喜欢啊！""}, {""sex"": ""1"", ""content"": ""我挺喜欢你这个家常菜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世界是残酷的""}, {""sex"": ""1"", ""content"": ""要是不残酷还能是世界吗？""}, {""sex"": ""1"", ""content"": ""残酷的世界才能培养能人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚，你才是猪""}, {""sex"": ""1"", ""content"": ""谢谢,一般猪都是这么说我的""}, {""sex"": ""1"", ""content"": ""那你是想变成嫦娥吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们没见过""}, {""sex"": ""1"", ""content"": ""我们在梦里不是就见过了吗。""}, {""sex"": ""1"", ""content"": ""可以脑补的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正在路上""}, {""sex"": ""1"", ""content"": ""在路上就不要玩手机啦，等到了给我发消息。""}, {""sex"": ""1"", ""content"": ""那小仙女路上小心哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要赚钱啊""}, {""sex"": ""1"", ""content"": ""努力赚钱才是硬道理。""}, {""sex"": ""1"", ""content"": ""好好赚钱，最好不过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最近在干嘛啊""}, {""sex"": ""1"", ""content"": ""最近每天都在想你呀""}, {""sex"": ""1"", ""content"": ""最近工作有点忙，都不能陪你聊天呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡你妹""}, {""sex"": ""1"", ""content"": ""睡我妹干嘛，睡我。""}, {""sex"": ""1"", ""content"": ""睡觉要和喜欢的人一起才行。""}], ""lock"": 1}"
